Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
14.0,Kevin Durant,37.0,HOU,SF,41.0,41.0,36.9,9.2,17.9,0.516,2.3,5.7,0.406,6.9,12.2,0.567,0.58,5.5,6.2,0.885,0.4,5.0,5.5,4.6,0.7,1.0,3.1,2.1,26.3,
15.0,Deni Avdija,25.0,POR,SF,42.0,42.0,34.9,7.9,16.8,0.471,2.3,6.4,0.356,5.6,10.4,0.542,0.539,7.9,9.8,0.807,1.0,6.0,7.1,6.9,0.8,0.6,3.9,2.7,26.0,
16.0,Jamal Murray,28.0,DEN,PG,41.0,41.0,35.4,9.3,18.9,0.49,3.4,7.5,0.448,5.9,11.4,0.518,0.579,4.0,4.5,0.892,0.4,3.9,4.3,7.3,1.0,0.3,2.4,1.6,26.0,
17.0,James Harden,36.0,LAC,PG,41.0,41.0,35.7,7.5,17.9,0.419,3.0,8.9,0.342,4.4,8.9,0.497,0.505,7.8,8.7,0.899,0.6,4.2,4.8,8.1,1.3,0.3,3.7,1.9,25.8,
18.0,Devin Booker,29.0,PHO,SG,41.0,41.0,34.0,8.4,18.4,0.456,1.7,5.5,0.313,6.7,12.9,0.517,0.503,7.0,8.0,0.864,0.8,3.2,4.0,6.2,0.9,0.3,3.3,2.6,25.4,
19.0,Michael Porter Jr.,27.0,BRK,SF,35.0,34.0,33.2,9.0,18.7,0.481,3.8,9.6,0.394,5.2,9.1,0.572,0.582,3.7,4.3,0.849,1.3,6.1,7.4,3.2,1.0,0.2,2.5,2.1,25.4,
20.0,Cade Cunningham,24.0,DET,PG,37.0,37.0,35.5,8.8,19.4,0.451,1.9,5.9,0.321,6.9,13.5,0.508,0.5,5.9,7.2,0.823,1.0,4.8,5.8,9.7,1.5,0.8,3.9,3.3,25.3,
21.0,Joel Embiid,31.0,PHI,C,24.0,24.0,30.3,8.3,17.2,0.479,1.0,4.0,0.263,7.2,13.3,0.544,0.51,7.0,8.1,0.862,2.1,5.2,7.3,3.6,0.6,1.1,3.0,2.0,24.5,
22.0,Victor Wembanyama,22.0,SAS,C,31.0,22.0,28.8,8.5,16.6,0.51,1.9,4.8,0.389,6.6,11.8,0.559,0.566,5.7,6.7,0.846,2.0,8.9,10.9,2.9,0.8,2.6,2.7,2.8,24.5,
23.0,Keyonte George,22.0,UTA,PG,44.0,44.0,34.4,7.6,16.6,0.459,2.6,6.9,0.383,5.0,9.8,0.513,0.538,6.5,7.1,0.904,0.5,3.5,4.0,6.7,1.1,0.3,3.4,2.3,24.4,
24.0,Pascal Siakam,31.0,IND,PF,44.0,44.0,33.9,8.9,18.5,0.483,1.9,4.8,0.385,7.1,13.7,0.517,0.533,4.0,6.0,0.677,1.6,5.3,6.9,4.0,1.1,0.4,2.2,2.6,23.8,
25.0,Norman Powell,32.0,MIA,SG,39.0,39.0,30.9,7.9,16.3,0.484,3.0,7.3,0.406,4.9,9.0,0.549,0.575,4.7,5.6,0.845,0.3,3.3,3.6,2.6,1.2,0.2,1.9,2.2,23.5,
26.0,Jalen Johnson,24.0,ATL,SF,43.0,43.0,35.6,8.6,16.9,0.512,1.6,4.6,0.357,7.0,12.3,0.569,0.56,4.3,5.5,0.78,1.5,9.0,10.5,8.0,1.2,0.5,3.5,2.0,23.2,
27.0,Julius Randle,31.0,MIN,PF,45.0,45.0,33.6,7.8,15.8,0.494,1.6,4.7,0.34,6.2,11.1,0.559,0.544,5.4,6.6,0.811,1.7,5.3,7.0,5.4,1.1,0.2,2.6,2.8,22.6,
28.0,LeBron James,41.0,LAL,SF,26.0,26.0,33.3,8.3,16.3,0.508,1.6,4.8,0.331,6.7,11.6,0.581,0.556,4.3,5.8,0.742,0.7,5.3,6.0,6.9,1.1,0.7,2.9,1.4,22.5,
29.0,Trey Murphy III,25.0,NOP,SF,43.0,43.0,35.7,7.8,15.8,0.494,3.1,8.1,0.381,4.7,7.7,0.614,0.592,3.6,4.0,0.906,1.1,4.9,6.0,3.6,1.6,0.3,1.9,2.1,22.3,
30.0,Franz Wagner,24.0,ORL,SF,26.0,26.0,32.8,7.6,15.8,0.482,1.5,4.1,0.368,6.1,11.7,0.521,0.529,5.5,6.6,0.826,1.6,4.5,6.1,3.6,1.1,0.3,1.8,2.3,22.2,
31.0,Zion Williamson,25.0,NOP,PF,31.0,24.0,28.9,8.2,14.1,0.58,0.0,0.1,0.0,8.2,14.0,0.584,0.58,5.6,8.1,0.694,2.2,3.7,5.9,3.4,1.2,0.6,2.3,2.3,22.0,
32.0,Tyler Herro,26.0,MIA,SG,11.0,10.0,31.7,8.2,16.5,0.497,2.2,6.1,0.358,6.0,10.4,0.579,0.564,3.4,3.7,0.902,0.5,4.2,4.7,2.7,1.0,0.5,1.5,2.0,21.9,
33.0,Shaedon Sharpe,22.0,POR,SG,42.0,36.0,30.1,8.2,18.1,0.455,2.1,6.1,0.339,6.2,12.0,0.515,0.513,3.3,4.3,0.777,1.1,3.5,4.6,2.7,1.5,0.1,3.1,2.0,21.9,
34.0,Brandon Ingram,28.0,TOR,SF,45.0,45.0,34.0,8.1,17.1,0.471,1.8,5.0,0.362,6.3,12.2,0.516,0.523,3.8,4.6,0.834,0.8,5.1,6.0,3.8,0.8,0.8,2.7,1.9,21.7,
35.0,Alperen ÅengÃ¼n,23.0,HOU,C,36.0,36.0,34.2,8.2,16.2,0.508,0.6,2.1,0.299,7.6,14.1,0.54,0.527,4.1,6.0,0.693,2.8,6.2,9.0,6.4,1.5,1.0,3.3,3.2,21.2,
36.0,Paolo Banchero,23.0,ORL,PF,33.0,33.0,33.8,7.1,15.6,0.453,1.0,3.7,0.276,6.1,11.9,0.509,0.486,5.8,7.6,0.76,1.1,7.7,8.7,5.0,0.7,0.7,2.9,2.1,21.0,
37.0,Karl-Anthony Towns,30.0,NYK,C,41.0,40.0,32.0,6.8,14.5,0.469,1.7,4.7,0.363,5.1,9.8,0.52,0.528,5.5,6.4,0.86,3.0,8.6,11.5,3.0,0.9,0.7,2.6,3.6,20.8,
38.0,De'Aaron Fox,28.0,SAS,PG,36.0,36.0,32.5,7.5,15.7,0.479,2.1,6.0,0.355,5.4,9.7,0.556,0.547,3.3,4.1,0.797,0.7,3.5,4.2,5.9,1.3,0.3,2.4,2.3,20.5,
39.0,Anthony Davis,32.0,DAL,PF,20.0,20.0,31.3,8.5,16.7,0.506,0.5,1.9,0.27,8.0,14.9,0.535,0.521,3.0,4.1,0.728,3.1,8.0,11.1,2.8,1.1,1.7,2.1,2.1,20.4,
40.0,Nickeil Alexander-Walker,27.0,ATL,SG,45.0,38.0,32.9,6.9,15.7,0.442,3.1,8.1,0.379,3.9,7.6,0.509,0.54,3.4,3.8,0.873,0.6,2.9,3.5,3.5,1.1,0.6,2.0,2.1,20.3,
41.0,Dillon Brooks,30.0,PHO,SF,39.0,39.0,30.8,7.4,17.0,0.435,2.4,7.1,0.344,4.9,9.9,0.5,0.507,3.0,3.5,0.855,0.7,2.8,3.5,1.7,1.1,0.1,1.9,3.4,20.2,
42.0,Jimmy Butler,36.0,GSW,SF,38.0,38.0,31.1,6.3,12.2,0.519,0.8,2.2,0.376,5.5,9.9,0.552,0.554,6.5,7.6,0.864,2.3,3.2,5.6,4.9,1.4,0.2,1.6,1.2,20.0,
43.0,Brandon Miller,23.0,CHO,SF,28.0,28.0,30.0,7.0,16.8,0.42,2.9,8.0,0.356,4.2,8.7,0.48,0.505,3.1,3.6,0.843,1.0,3.2,4.2,3.4,1.0,1.0,2.6,2.9,20.0,
44.0,Scottie Barnes,24.0,TOR,PF,46.0,46.0,34.6,7.7,15.3,0.501,1.0,3.2,0.315,6.7,12.2,0.55,0.534,3.3,4.0,0.826,2.2,6.1,8.2,5.5,1.3,1.4,2.7,2.8,19.7,
45.0,Zach LaVine,30.0,SAC,SG,34.0,33.0,32.2,6.9,14.1,0.486,2.7,6.7,0.399,4.2,7.4,0.565,0.581,3.0,3.5,0.866,0.2,2.6,2.8,2.3,0.7,0.3,2.0,2.1,19.5,
46.0,Ja Morant,26.0,MEM,PG,20.0,20.0,28.5,6.6,16.1,0.41,1.0,4.3,0.235,5.6,11.9,0.473,0.441,5.3,5.9,0.897,0.4,2.9,3.3,8.1,1.0,0.3,3.6,2.0,19.5,
47.0,LaMelo Ball,24.0,CHO,PG,35.0,32.0,27.3,6.8,16.7,0.407,3.3,9.2,0.362,3.4,7.4,0.462,0.507,2.4,2.7,0.884,0.9,4.1,5.1,7.5,1.2,0.3,3.1,2.7,19.3,
48.0,Josh Giddey,23.0,CHI,PG,31.0,30.0,32.6,6.7,14.3,0.468,1.8,4.8,0.378,4.9,9.5,0.514,0.532,4.1,5.4,0.762,1.1,7.7,8.8,8.9,1.0,0.4,3.5,1.7,19.3,
49.0,Trae Young,27.0,ATL,PG,10.0,10.0,28.0,5.6,13.5,0.415,1.8,5.9,0.305,3.8,7.6,0.5,0.481,6.3,7.3,0.863,0.0,1.5,1.5,8.9,1.0,0.1,2.6,2.0,19.3,
50.0,RJ Barrett,25.0,TOR,SF,24.0,24.0,30.0,7.2,14.5,0.494,1.8,5.4,0.341,5.3,9.1,0.584,0.557,3.0,4.5,0.682,0.8,4.3,5.1,3.6,0.8,0.2,1.6,2.4,19.2,
51.0,Jerami Grant,31.0,POR,PF,30.0,14.0,29.4,5.7,13.3,0.432,2.3,6.2,0.378,3.4,7.1,0.479,0.52,5.4,6.4,0.853,1.0,2.7,3.7,2.5,0.7,0.7,2.2,2.8,19.2,
52.0,Kon Knueppel,20.0,CHO,SF,44.0,43.0,32.2,6.6,13.7,0.482,3.3,7.8,0.423,3.3,5.8,0.56,0.603,2.5,2.7,0.9,1.2,4.3,5.5,3.5,0.7,0.2,2.2,2.3,19.0,
53.0,Desmond Bane,27.0,ORL,SG,43.0,43.0,33.8,6.9,15.2,0.452,1.7,4.9,0.34,5.2,10.3,0.506,0.507,3.5,3.7,0.931,1.3,3.2,4.5,4.5,0.8,0.5,2.2,3.0,18.9,
54.0,DeMar DeRozan,36.0,SAC,PF,46.0,46.0,33.5,6.7,13.3,0.506,0.7,2.1,0.354,6.0,11.2,0.534,0.534,4.7,5.4,0.874,0.5,2.8,3.3,3.9,1.4,0.2,1.1,2.1,18.9,
55.0,Jaren Jackson Jr.,26.0,MEM,C,41.0,41.0,30.5,7.0,14.6,0.479,1.7,4.6,0.363,5.3,9.9,0.533,0.537,3.3,4.2,0.779,0.9,4.8,5.7,1.9,0.9,1.5,2.3,3.8,18.9,
56.0,Cooper Flagg,19.0,DAL,SF,42.0,42.0,33.8,7.2,15.1,0.477,1.0,3.5,0.283,6.2,11.6,0.535,0.509,3.5,4.4,0.798,1.1,5.2,6.4,4.1,1.3,0.8,2.3,2.3,18.8,
57.0,Miles Bridges,27.0,CHO,PF,44.0,44.0,32.8,6.6,15.0,0.443,2.2,6.7,0.332,4.4,8.3,0.533,0.517,3.2,3.8,0.839,1.0,5.3,6.3,3.5,0.5,0.5,1.4,1.8,18.7,
58.0,Coby White,25.0,CHI,SG,23.0,20.0,28.6,6.1,13.4,0.455,2.5,7.0,0.352,3.6,6.3,0.568,0.547,4.0,5.1,0.788,0.3,3.3,3.6,4.6,0.7,0.1,3.0,2.3,18.7,
59.0,CJ McCollum,34.0,2TM,PG,42.0,36.0,30.2,6.8,15.1,0.45,2.5,6.7,0.376,4.3,8.4,0.51,0.534,2.4,3.1,0.771,0.6,2.7,3.4,3.6,0.7,0.3,1.6,2.0,18.5,
59.0,CJ McCollum,34.0,WAS,SG,35.0,35.0,30.9,6.9,15.1,0.454,2.7,7.0,0.393,4.1,8.1,0.505,0.544,2.3,2.9,0.804,0.7,2.9,3.5,3.6,0.7,0.3,1.7,2.1,18.8,
59.0,CJ McCollum,34.0,ATL,PG,7.0,1.0,26.7,6.6,15.1,0.434,1.4,5.4,0.263,5.1,9.7,0.529,0.481,2.7,4.1,0.655,0.6,2.0,2.6,3.4,0.7,0.7,1.6,1.6,17.3,
60.0,Amen Thompson,23.0,HOU,PG,43.0,43.0,37.3,7.1,13.8,0.513,0.4,1.9,0.195,6.7,11.9,0.564,0.527,3.8,4.8,0.797,2.8,4.9,7.7,5.2,1.4,0.6,2.5,2.3,18.4,
61.0,Darius Garland,26.0,CLE,PG,26.0,26.0,30.5,6.5,14.5,0.451,2.3,6.3,0.36,4.3,8.2,0.521,0.529,2.6,3.0,0.861,0.5,2.0,2.4,6.9,0.8,0.1,2.8,1.8,18.0,
62.0,Chet Holmgren,23.0,OKC,PF,40.0,40.0,29.2,6.8,11.8,0.572,1.4,3.7,0.384,5.4,8.2,0.656,0.631,3.1,4.0,0.77,1.8,6.8,8.6,1.6,0.6,2.0,1.7,2.7,18.0,
63.0,Evan Mobley,24.0,CLE,PF,40.0,38.0,33.3,7.0,13.5,0.517,1.2,3.7,0.309,5.8,9.7,0.596,0.559,2.9,4.6,0.636,2.3,6.5,8.8,4.1,1.0,2.0,2.1,2.5,18.0,
64.0,Jalen Duren,22.0,DET,C,36.0,36.0,28.3,7.0,11.2,0.627,0.0,0.0,,7.0,11.2,0.627,0.627,3.8,5.3,0.723,3.9,6.8,10.8,1.8,0.9,0.9,2.1,3.1,17.8,
65.0,Bennedict Mathurin,23.0,IND,SF,24.0,24.0,32.2,5.6,13.2,0.423,2.2,6.0,0.366,3.4,7.2,0.471,0.506,4.4,5.0,0.876,0.8,4.7,5.5,2.2,0.7,0.2,2.4,2.9,17.8,
66.0,Aaron Gordon,30.0,DEN,PF,23.0,20.0,27.9,6.0,11.9,0.509,1.8,4.6,0.4,4.2,7.3,0.577,0.586,3.7,4.7,0.789,1.3,4.9,6.2,2.5,0.7,0.2,1.0,1.7,17.7,
67.0,Andrew Nembhard,26.0,IND,PG,36.0,36.0,32.0,6.2,13.8,0.451,1.9,5.1,0.364,4.3,8.6,0.502,0.518,3.4,4.2,0.815,0.4,2.3,2.8,7.3,0.9,0.1,2.4,2.2,17.7,
68.0,Bam Adebayo,28.0,MIA,C,37.0,37.0,30.9,6.4,14.2,0.45,1.5,4.3,0.35,4.9,9.9,0.493,0.503,3.3,4.2,0.776,1.9,7.7,9.6,2.8,1.0,0.8,1.8,1.7,17.6,
69.0,Derrick White,31.0,BOS,SG,42.0,42.0,34.1,6.0,15.5,0.391,2.9,9.1,0.323,3.1,6.4,0.489,0.486,2.6,2.9,0.886,1.0,3.6,4.6,5.4,1.3,1.5,1.8,1.7,17.6,
70.0,Alex Sarr,20.0,WAS,C,34.0,34.0,28.1,6.9,13.7,0.502,0.9,2.7,0.344,5.9,11.0,0.542,0.536,2.5,3.5,0.706,2.1,5.3,7.4,2.8,0.8,2.1,1.7,2.0,17.2,
71.0,Kristaps PorziÅÄ£is,30.0,ATL,C,17.0,12.0,24.3,5.6,12.4,0.457,1.8,5.1,0.36,3.8,7.3,0.524,0.531,4.0,4.8,0.84,1.2,3.9,5.1,2.7,0.5,1.3,0.9,3.2,17.1,
72.0,Immanuel Quickley,26.0,TOR,PG,44.0,44.0,32.6,5.9,13.4,0.439,2.5,7.0,0.36,3.4,6.4,0.525,0.533,2.7,3.3,0.814,0.5,3.7,4.3,6.3,1.2,0.1,1.7,2.0,17.0,
73.0,Stephon Castle,21.0,SAS,PG,36.0,36.0,31.0,5.6,12.5,0.451,1.1,3.9,0.282,4.5,8.6,0.529,0.496,4.5,6.3,0.721,1.2,3.9,5.0,7.1,1.3,0.3,3.5,3.5,16.9,
74.0,Kevin Porter Jr.,25.0,MIL,PG,23.0,22.0,33.6,5.8,13.0,0.443,1.7,4.6,0.358,4.1,8.4,0.49,0.507,3.6,4.2,0.845,0.7,4.3,5.0,7.4,2.1,0.4,3.3,2.1,16.8,
75.0,Payton Pritchard,28.0,BOS,PG,43.0,43.0,32.9,6.3,14.0,0.451,2.5,7.4,0.344,3.8,6.6,0.57,0.542,1.7,1.9,0.867,1.0,3.4,4.4,5.3,0.8,0.1,1.1,1.5,16.8,
76.0,Nikola VuÄeviÄ,35.0,CHI,C,43.0,43.0,30.7,7.0,13.8,0.504,1.7,4.7,0.373,5.2,9.1,0.571,0.567,1.2,1.5,0.81,2.2,7.0,9.1,3.8,0.7,0.6,1.4,2.0,16.8,
77.0,Jalen Williams,24.0,OKC,SG,24.0,24.0,29.6,6.6,14.0,0.47,0.8,2.5,0.3,5.8,11.5,0.507,0.497,2.9,3.5,0.833,0.7,4.1,4.8,5.6,1.3,0.4,2.0,2.1,16.8,
78.0,Grayson Allen,30.0,PHO,SG,28.0,19.0,29.5,5.5,13.0,0.422,3.3,8.9,0.375,2.2,4.2,0.521,0.549,1.9,2.3,0.831,0.6,2.3,2.9,3.8,1.6,0.3,1.6,2.4,16.3,
79.0,Onyeka Okongwu,25.0,ATL,C,45.0,34.0,32.1,6.1,12.6,0.484,2.0,5.4,0.369,4.1,7.2,0.571,0.564,2.2,2.8,0.782,1.9,6.0,7.9,3.4,1.2,1.0,2.0,3.5,16.3,
80.0,Cam Thomas,24.0,BRK,SG,20.0,8.0,24.3,5.3,13.3,0.395,1.7,5.0,0.333,3.6,8.4,0.431,0.457,4.0,4.7,0.851,0.4,1.4,1.8,3.1,0.2,0.1,1.9,1.5,16.2,
81.0,Ryan Rollins,23.0,MIL,PG,44.0,39.0,31.6,6.2,13.4,0.459,2.3,5.8,0.392,3.9,7.6,0.509,0.543,1.5,2.0,0.764,0.8,3.6,4.5,5.4,1.5,0.4,2.3,2.8,16.1,
82.0,Domantas Sabonis,29.0,SAC,C,15.0,11.0,30.3,6.2,11.7,0.528,0.3,1.6,0.208,5.9,10.1,0.579,0.543,3.3,4.4,0.742,3.0,8.7,11.7,3.8,1.0,0.2,2.8,3.7,16.0,
83.0,Andrew Wiggins,30.0,MIA,SF,41.0,41.0,31.6,6.1,13.0,0.471,1.9,4.8,0.398,4.2,8.2,0.513,0.544,1.8,2.2,0.783,1.8,3.1,4.9,2.8,1.2,1.0,1.8,2.4,15.9,
84.0,Mikal Bridges,29.0,NYK,SF,44.0,43.0,34.7,6.3,12.6,0.504,2.3,5.6,0.399,4.1,7.0,0.588,0.593,0.8,1.1,0.787,1.1,3.3,4.5,4.2,1.6,0.9,1.0,1.9,15.8,
85.0,Saddiq Bey,26.0,NOP,SF,40.0,32.0,29.9,5.5,12.1,0.45,1.7,5.1,0.335,3.8,7.0,0.534,0.521,3.1,3.8,0.828,1.6,4.0,5.6,2.3,0.9,0.1,0.6,1.1,15.7,
86.0,Anthony Black,22.0,ORL,PG,43.0,23.0,30.5,5.6,12.3,0.459,1.6,4.5,0.354,4.0,7.7,0.521,0.525,2.8,3.8,0.726,0.7,3.3,4.0,4.0,1.3,0.7,2.4,2.7,15.6,
87.0,VJ Edgecombe,20.0,PHI,SG,39.0,39.0,35.9,5.8,13.6,0.429,2.2,5.8,0.368,3.7,7.7,0.475,0.509,1.8,2.4,0.766,1.7,3.7,5.4,4.2,1.5,0.5,1.9,3.2,15.6,
88.0,Kyshawn George,22.0,WAS,SF,34.0,34.0,31.3,5.6,12.3,0.459,2.2,5.6,0.397,3.4,6.7,0.511,0.549,2.1,2.7,0.772,1.0,4.8,5.8,5.0,1.1,0.9,3.1,4.1,15.6,
89.0,Paul George,35.0,PHI,PF,24.0,24.0,30.1,5.4,12.8,0.419,2.3,6.3,0.371,3.0,6.5,0.465,0.51,2.5,3.0,0.859,0.5,4.7,5.3,3.7,1.4,0.5,1.7,2.3,15.6,
90.0,OG Anunoby,28.0,NYK,PF,34.0,33.0,32.7,5.3,11.8,0.453,1.9,5.5,0.339,3.5,6.3,0.551,0.531,3.0,3.7,0.803,1.4,4.1,5.5,2.2,1.7,0.7,2.1,2.6,15.5,
91.0,Russell Westbrook,37.0,SAC,SF,46.0,40.0,29.7,5.7,13.1,0.435,2.0,5.8,0.351,3.7,7.3,0.503,0.513,2.0,2.9,0.696,1.4,4.7,6.1,6.8,1.4,0.2,3.3,2.5,15.5,
92.0,Jrue Holiday,35.0,POR,PG,18.0,16.0,28.8,5.8,12.8,0.45,2.4,6.6,0.361,3.4,6.2,0.545,0.543,1.4,1.8,0.813,1.2,3.4,4.6,7.1,1.3,0.2,2.4,1.7,15.4,
93.0,Jaime Jaquez Jr.,24.0,MIA,SF,40.0,1.0,28.8,6.2,12.0,0.517,0.5,1.8,0.271,5.7,10.3,0.559,0.536,2.5,3.3,0.744,1.3,3.9,5.2,4.7,0.8,0.2,2.2,2.0,15.4,
94.0,Jabari Smith Jr.,22.0,HOU,PF,42.0,42.0,35.0,5.5,12.9,0.431,2.2,6.3,0.346,3.4,6.5,0.515,0.517,2.0,2.7,0.743,1.6,5.3,6.9,1.9,0.7,0.9,1.3,2.7,15.3,
95.0,Jaden McDaniels,25.0,MIN,PF,43.0,43.0,32.2,5.7,11.1,0.516,1.4,3.3,0.417,4.3,7.7,0.559,0.579,2.2,2.7,0.842,1.2,3.4,4.6,2.9,1.1,1.0,1.7,3.4,15.1,
96.0,Jalen Suggs,24.0,ORL,PG,23.0,23.0,25.4,5.3,11.2,0.471,1.9,5.8,0.331,3.3,5.4,0.621,0.556,2.6,3.0,0.857,0.7,2.9,3.7,4.7,1.9,0.5,2.7,3.0,15.0,
97.0,Devin Vassell,25.0,SAS,SG,32.0,32.0,31.9,5.3,12.4,0.422,2.7,7.0,0.379,2.6,5.4,0.477,0.529,1.8,2.1,0.868,0.5,3.6,4.0,2.4,0.9,0.5,0.9,2.0,15.0,
98.0,Matas Buzelis,21.0,CHI,PF,44.0,44.0,27.9,5.4,11.2,0.478,1.8,5.2,0.357,3.5,6.1,0.581,0.56,2.3,3.0,0.78,1.1,4.1,5.2,1.9,0.7,1.4,1.7,2.5,14.9,
99.0,Collin Sexton,27.0,CHO,SG,36.0,12.0,23.2,5.1,10.3,0.493,1.3,3.4,0.385,3.8,6.9,0.547,0.557,3.5,4.0,0.875,0.4,1.5,2.0,4.0,0.8,0.1,2.2,1.8,14.9,
100.0,Ivica Zubac,28.0,LAC,C,38.0,37.0,31.2,6.3,10.5,0.603,0.0,0.0,,6.3,10.5,0.603,0.603,2.2,2.9,0.732,3.7,7.4,11.1,2.3,0.4,0.9,1.9,2.4,14.8,
101.0,Keegan Murray,25.0,SAC,PF,19.0,18.0,35.9,5.8,13.6,0.429,1.3,4.8,0.272,4.5,8.8,0.515,0.477,1.6,2.0,0.789,1.6,4.5,6.1,1.5,1.2,1.6,1.2,1.9,14.6,
102.0,Kelly Oubre Jr.,30.0,PHI,SF,21.0,16.0,32.3,5.4,11.0,0.489,1.9,5.0,0.385,3.5,6.0,0.575,0.576,2.0,2.6,0.745,1.0,3.6,4.5,1.4,1.1,0.8,1.4,2.7,14.6,
103.0,Naz Reid,26.0,MIN,C,45.0,2.0,26.2,5.5,11.5,0.474,2.5,6.3,0.392,3.0,5.2,0.572,0.581,1.2,1.5,0.783,1.1,5.1,6.2,2.5,0.9,0.9,1.6,2.5,14.6,
104.0,Naji Marshall,28.0,DAL,SF,45.0,22.0,29.0,5.3,9.7,0.548,0.9,2.9,0.313,4.4,6.8,0.648,0.595,3.0,3.7,0.792,0.8,3.9,4.7,3.0,1.1,0.1,1.4,2.0,14.5,
105.0,Jordan Poole,26.0,NOP,PG,28.0,6.0,25.4,4.5,12.1,0.37,2.5,7.5,0.336,1.9,4.5,0.425,0.475,3.0,3.5,0.876,0.2,1.6,1.8,3.1,0.7,0.3,1.9,2.4,14.5,
106.0,P.J. Washington,27.0,DAL,PF,32.0,31.0,31.1,5.4,12.0,0.454,1.3,4.1,0.318,4.1,7.8,0.526,0.509,2.3,3.4,0.685,1.4,5.9,7.3,1.9,1.1,1.4,2.1,2.3,14.5,
107.0,Peyton Watson,23.0,DEN,SF,43.0,33.0,29.9,5.2,10.2,0.508,1.5,3.5,0.421,3.7,6.7,0.554,0.581,2.6,3.5,0.742,0.9,4.1,5.1,1.9,1.1,1.1,1.7,2.5,14.5,
108.0,Ayo Dosunmu,26.0,CHI,SG,38.0,7.0,26.0,5.3,10.4,0.511,1.9,4.2,0.459,3.4,6.2,0.547,0.604,1.9,2.2,0.857,0.7,2.0,2.7,3.6,0.7,0.3,1.1,1.7,14.4,
109.0,Walker Kessler,24.0,UTA,C,5.0,5.0,30.8,5.2,7.4,0.703,1.2,1.6,0.75,4.0,5.8,0.69,0.784,2.8,4.0,0.7,4.6,6.2,10.8,3.0,1.4,1.8,3.2,4.4,14.4,
110.0,Ajay Mitchell,23.0,OKC,SG,43.0,9.0,26.3,5.2,10.6,0.487,1.1,3.2,0.35,4.0,7.4,0.545,0.539,2.7,3.0,0.87,0.7,2.8,3.5,3.7,1.4,0.3,1.6,2.2,14.1,
111.0,Santi Aldama,25.0,MEM,PF,41.0,9.0,28.0,5.3,11.1,0.478,1.6,4.7,0.349,3.7,6.4,0.573,0.552,1.8,2.6,0.673,1.5,5.1,6.7,3.0,0.9,0.7,1.3,1.6,14.0,
112.0,Cedric Coward,22.0,MEM,SG,40.0,27.0,26.6,5.1,10.7,0.473,1.6,4.6,0.348,3.5,6.1,0.567,0.548,2.3,2.7,0.85,1.5,5.0,6.4,2.9,0.6,0.4,1.7,2.0,14.0,
113.0,Obi Toppin,27.0,IND,PF,3.0,0.0,27.3,5.0,12.0,0.417,1.0,5.7,0.176,4.0,6.3,0.632,0.458,3.0,3.0,1.0,1.0,5.7,6.7,1.7,1.0,0.0,2.0,2.3,14.0,
114.0,Jeremiah Fears,19.0,NOP,PG,47.0,44.0,26.3,5.2,12.0,0.435,1.0,3.2,0.325,4.2,8.8,0.475,0.478,2.3,2.9,0.809,0.7,3.0,3.7,3.1,1.2,0.3,2.3,1.8,13.9,
115.0,De'Andre Hunter,28.0,CLE,SF,41.0,23.0,26.4,4.6,11.0,0.42,1.7,5.4,0.306,3.0,5.6,0.53,0.496,2.8,3.2,0.879,0.7,3.6,4.3,2.1,0.6,0.1,1.7,2.6,13.8,
116.0,Sam Merrill,29.0,CLE,SG,24.0,15.0,25.8,4.5,9.6,0.47,3.5,7.8,0.455,1.0,1.8,0.535,0.654,1.3,1.4,0.882,0.7,1.7,2.4,2.3,0.7,0.1,0.9,2.8,13.8,
117.0,Anfernee Simons,26.0,BOS,SG,44.0,0.0,24.5,4.9,11.3,0.433,2.6,6.5,0.394,2.3,4.8,0.486,0.546,1.4,1.6,0.884,0.5,1.9,2.4,2.4,0.5,0.1,1.1,1.7,13.8,
118.0,Deandre Ayton,27.0,LAL,C,38.0,38.0,28.8,6.3,9.2,0.681,0.0,0.0,,6.3,9.2,0.681,0.681,1.1,1.7,0.636,2.5,6.2,8.7,0.8,0.7,1.0,1.5,2.3,13.7,
119.0,Tim Hardaway Jr.,33.0,DEN,SG,45.0,5.0,27.2,4.5,10.1,0.443,2.8,7.0,0.392,1.7,3.1,0.557,0.579,2.0,2.2,0.9,0.2,2.2,2.4,1.4,0.5,0.2,0.5,1.2,13.7,
120.0,Zach Edey,23.0,MEM,C,11.0,11.0,25.8,5.6,8.9,0.633,0.1,0.5,0.2,5.5,8.5,0.656,0.638,2.3,2.9,0.781,3.9,7.2,11.1,1.1,0.6,1.9,2.4,3.4,13.6,
121.0,Jaylon Tyson,23.0,CLE,SG,41.0,26.0,27.7,5.2,10.1,0.512,2.0,4.4,0.459,3.2,5.7,0.553,0.612,1.2,1.6,0.742,2.1,3.4,5.5,2.2,1.0,0.5,1.5,2.9,13.6,
122.0,Jarrett Allen,27.0,CLE,C,34.0,34.0,27.1,5.2,8.8,0.59,0.0,0.2,0.143,5.2,8.6,0.601,0.592,3.1,4.0,0.772,2.2,5.7,7.9,2.0,1.0,0.8,1.5,1.9,13.5,
