Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
455.0,Chris Boucher,33.0,BOS,PF,8.0,0.0,91.0,7.0,22.0,0.318,1.0,12.0,0.083,6.0,10.0,0.6,0.341,3.0,4.0,0.75,2.0,16.0,18.0,3.0,5.0,7.0,1.0,16.0,18.0,0.0,
456.0,Monte Morris,30.0,IND,PG,6.0,0.0,65.0,7.0,20.0,0.35,2.0,8.0,0.25,5.0,12.0,0.417,0.4,2.0,4.0,0.5,1.0,6.0,7.0,9.0,1.0,1.0,2.0,3.0,18.0,0.0,
457.0,Javonte Cooke,26.0,POR,SG,9.0,0.0,61.0,7.0,26.0,0.269,3.0,15.0,0.2,4.0,11.0,0.364,0.327,0.0,0.0,,2.0,8.0,10.0,7.0,5.0,0.0,5.0,3.0,17.0,0.0,
458.0,Elijah Harkless,25.0,UTA,SG,7.0,0.0,66.0,4.0,11.0,0.364,2.0,7.0,0.286,2.0,4.0,0.5,0.455,7.0,9.0,0.778,2.0,4.0,6.0,5.0,4.0,0.0,3.0,10.0,17.0,0.0,
459.0,Bobi Klintman,22.0,DET,SF,6.0,0.0,53.0,7.0,21.0,0.333,3.0,11.0,0.273,4.0,10.0,0.4,0.405,0.0,3.0,0.0,5.0,11.0,16.0,4.0,2.0,0.0,5.0,9.0,17.0,0.0,
460.0,Emanuel Miller,25.0,CHI,PF,5.0,0.0,33.0,6.0,13.0,0.462,2.0,6.0,0.333,4.0,7.0,0.571,0.538,1.0,2.0,0.5,1.0,2.0,3.0,4.0,2.0,0.0,0.0,2.0,15.0,0.0,
461.0,Trey Alexander,22.0,NOP,SG,5.0,0.0,42.0,6.0,9.0,0.667,2.0,3.0,0.667,4.0,6.0,0.667,0.778,0.0,0.0,,0.0,4.0,4.0,5.0,1.0,1.0,1.0,4.0,14.0,0.0,
462.0,Seth Curry,35.0,GSW,SG,2.0,0.0,32.0,6.0,9.0,0.667,2.0,4.0,0.5,4.0,5.0,0.8,0.778,0.0,0.0,,1.0,3.0,4.0,3.0,2.0,0.0,0.0,3.0,14.0,0.0,
463.0,E.J. Liddell,25.0,BRK,PF,8.0,0.0,35.0,5.0,12.0,0.417,2.0,8.0,0.25,3.0,4.0,0.75,0.5,2.0,3.0,0.667,3.0,6.0,9.0,0.0,0.0,0.0,0.0,4.0,14.0,0.0,
464.0,TyTy Washington Jr.,24.0,LAC,PG,2.0,0.0,22.0,6.0,9.0,0.667,2.0,4.0,0.5,4.0,5.0,0.8,0.778,0.0,0.0,,0.0,1.0,1.0,3.0,2.0,1.0,0.0,0.0,14.0,0.0,
465.0,Ron Harper Jr.,25.0,BOS,SF,7.0,0.0,35.0,5.0,16.0,0.313,3.0,12.0,0.25,2.0,4.0,0.5,0.406,0.0,0.0,,3.0,3.0,6.0,4.0,1.0,3.0,1.0,3.0,13.0,0.0,
466.0,James Wiseman,24.0,IND,C,4.0,1.0,58.0,6.0,10.0,0.6,0.0,0.0,,6.0,10.0,0.6,0.6,1.0,2.0,0.5,5.0,3.0,8.0,3.0,0.0,1.0,5.0,10.0,13.0,0.0,
467.0,Kobe Bufkin,22.0,LAL,SG,4.0,0.0,45.0,4.0,11.0,0.364,2.0,7.0,0.286,2.0,4.0,0.5,0.455,2.0,2.0,1.0,1.0,4.0,5.0,2.0,1.0,3.0,1.0,3.0,12.0,0.0,
468.0,Tyson Etienne,26.0,BRK,PG,8.0,0.0,34.0,4.0,15.0,0.267,4.0,13.0,0.308,0.0,2.0,0.0,0.4,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,12.0,0.0,
469.0,Johni Broome,23.0,PHI,C,7.0,0.0,40.0,4.0,20.0,0.2,0.0,3.0,0.0,4.0,17.0,0.235,0.2,2.0,4.0,0.5,6.0,7.0,13.0,4.0,2.0,0.0,2.0,5.0,10.0,0.0,
470.0,Jahmir Young,25.0,MIA,PG,5.0,0.0,24.0,4.0,11.0,0.364,2.0,5.0,0.4,2.0,6.0,0.333,0.455,0.0,0.0,,0.0,2.0,2.0,4.0,1.0,0.0,2.0,3.0,10.0,0.0,
471.0,Bismack Biyombo,33.0,SAS,C,11.0,1.0,65.0,4.0,6.0,0.667,0.0,0.0,,4.0,6.0,0.667,0.667,1.0,2.0,0.5,2.0,5.0,7.0,3.0,3.0,1.0,3.0,10.0,9.0,0.0,
472.0,Curtis Jones,24.0,DEN,SG,6.0,0.0,31.0,4.0,14.0,0.286,1.0,9.0,0.111,3.0,5.0,0.6,0.321,0.0,0.0,,1.0,4.0,5.0,3.0,0.0,0.0,1.0,3.0,9.0,0.0,
473.0,DeAndre Jordan,37.0,NOP,C,2.0,1.0,23.0,4.0,5.0,0.8,0.0,0.0,,4.0,5.0,0.8,0.8,1.0,2.0,0.5,4.0,6.0,10.0,0.0,0.0,0.0,1.0,1.0,9.0,0.0,
474.0,Chris Livingston,22.0,CLE,SF,3.0,0.0,17.0,4.0,7.0,0.571,0.0,3.0,0.0,4.0,4.0,1.0,0.571,1.0,1.0,1.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,4.0,9.0,0.0,
475.0,Riley Minix,25.0,SAS,SF,3.0,0.0,8.0,4.0,6.0,0.667,1.0,3.0,0.333,3.0,3.0,1.0,0.75,0.0,0.0,,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,9.0,0.0,
476.0,Amari Williams,24.0,BOS,PF,9.0,0.0,52.0,2.0,3.0,0.667,0.0,0.0,,2.0,3.0,0.667,0.667,5.0,7.0,0.714,3.0,8.0,11.0,3.0,1.0,5.0,2.0,8.0,9.0,0.0,
477.0,Brandon Clarke,29.0,MEM,PF,2.0,2.0,20.0,3.0,9.0,0.333,0.0,0.0,,3.0,9.0,0.333,0.333,2.0,4.0,0.5,4.0,2.0,6.0,1.0,2.0,0.0,0.0,5.0,8.0,0.0,
478.0,Pacome Dadiet,20.0,NYK,SG,18.0,0.0,57.0,2.0,9.0,0.222,0.0,5.0,0.0,2.0,4.0,0.5,0.222,4.0,4.0,1.0,1.0,10.0,11.0,8.0,2.0,0.0,0.0,3.0,8.0,0.0,
479.0,Jacob Toppin,25.0,ATL,SF,5.0,0.0,17.0,4.0,6.0,0.667,0.0,0.0,,4.0,6.0,0.667,0.667,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,8.0,0.0,
480.0,Charles Bassey,25.0,MEM,C,2.0,0.0,31.0,3.0,8.0,0.375,0.0,0.0,,3.0,8.0,0.375,0.375,1.0,3.0,0.333,7.0,8.0,15.0,2.0,1.0,1.0,1.0,5.0,7.0,0.0,
481.0,Joe Ingles,38.0,MIN,SF,13.0,0.0,54.0,2.0,5.0,0.4,1.0,4.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.0,5.0,5.0,11.0,6.0,0.0,5.0,6.0,7.0,0.0,
482.0,Trey Jemison,26.0,NYK,C,6.0,0.0,38.0,3.0,3.0,1.0,0.0,0.0,,3.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,10.0,1.0,0.0,2.0,3.0,6.0,7.0,0.0,
483.0,Cody Martin,30.0,IND,SF,4.0,0.0,55.0,2.0,10.0,0.2,0.0,5.0,0.0,2.0,5.0,0.4,0.2,3.0,6.0,0.5,1.0,13.0,14.0,2.0,4.0,2.0,4.0,5.0,7.0,0.0,
484.0,Orlando Robinson,25.0,ORL,C,4.0,1.0,25.0,3.0,5.0,0.6,1.0,2.0,0.5,2.0,3.0,0.667,0.7,0.0,0.0,,2.0,2.0,4.0,3.0,1.0,0.0,0.0,3.0,7.0,0.0,
485.0,Hunter Sallis,22.0,PHI,SG,7.0,0.0,26.0,3.0,5.0,0.6,0.0,0.0,,3.0,5.0,0.6,0.6,1.0,2.0,0.5,0.0,1.0,1.0,4.0,0.0,1.0,5.0,2.0,7.0,0.0,
486.0,Kyle Lowry,39.0,PHI,PG,6.0,0.0,45.0,2.0,8.0,0.25,2.0,8.0,0.25,0.0,0.0,,0.375,0.0,0.0,,0.0,3.0,3.0,7.0,1.0,0.0,2.0,3.0,6.0,0.0,
487.0,Jahmai Mashack,23.0,MEM,SG,7.0,0.0,25.0,2.0,8.0,0.25,2.0,6.0,0.333,0.0,2.0,0.0,0.375,0.0,0.0,,0.0,5.0,5.0,2.0,1.0,0.0,3.0,1.0,6.0,0.0,
488.0,Wendell Moore Jr.,24.0,DET,SG,3.0,0.0,43.0,3.0,6.0,0.5,0.0,1.0,0.0,3.0,5.0,0.6,0.5,0.0,0.0,,1.0,3.0,4.0,3.0,2.0,1.0,1.0,1.0,6.0,0.0,
489.0,Harrison Ingram,23.0,SAS,SF,3.0,0.0,11.0,2.0,3.0,0.667,1.0,1.0,1.0,1.0,2.0,0.5,0.833,0.0,0.0,,3.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,
490.0,Drew Peterson,26.0,CHO,PF,6.0,0.0,64.0,2.0,16.0,0.125,0.0,12.0,0.0,2.0,4.0,0.5,0.125,1.0,2.0,0.5,3.0,6.0,9.0,2.0,3.0,1.0,0.0,3.0,5.0,0.0,
491.0,Dario Å ariÄ,31.0,SAC,C,5.0,0.0,41.0,1.0,6.0,0.167,1.0,3.0,0.333,0.0,3.0,0.0,0.25,2.0,2.0,1.0,1.0,5.0,6.0,2.0,0.0,0.0,2.0,3.0,5.0,0.0,
492.0,Isaac Jones,25.0,2TM,PF,4.0,1.0,18.0,2.0,4.0,0.5,0.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,2.0,0.5,2.0,0.0,2.0,1.0,0.0,0.0,0.0,4.0,5.0,0.0,
492.0,Isaac Jones,25.0,SAC,PF,3.0,1.0,17.0,1.0,2.0,0.5,0.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,2.0,0.5,2.0,0.0,2.0,1.0,0.0,0.0,0.0,4.0,3.0,0.0,
492.0,Isaac Jones,25.0,DET,PF,1.0,0.0,1.0,1.0,2.0,0.5,0.0,1.0,0.0,1.0,1.0,1.0,0.5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,
493.0,Koby Brea,23.0,PHO,SG,2.0,0.0,8.0,1.0,3.0,0.333,0.0,2.0,0.0,1.0,1.0,1.0,0.333,2.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,
494.0,Trentyn Flowers,20.0,CHI,SF,2.0,0.0,6.0,2.0,3.0,0.667,0.0,1.0,0.0,2.0,2.0,1.0,0.667,0.0,0.0,,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,0.0,
495.0,Lachlan Olbrich,22.0,CHI,C,10.0,0.0,73.0,2.0,9.0,0.222,0.0,4.0,0.0,2.0,5.0,0.4,0.222,0.0,2.0,0.0,7.0,14.0,21.0,9.0,0.0,0.0,4.0,16.0,4.0,0.0,
496.0,Garrett Temple,39.0,TOR,SG,12.0,0.0,33.0,1.0,7.0,0.143,1.0,5.0,0.2,0.0,2.0,0.0,0.214,1.0,2.0,0.5,0.0,4.0,4.0,4.0,3.0,1.0,3.0,2.0,4.0,0.0,
497.0,LJ Cryer,24.0,GSW,PG,2.0,0.0,5.0,1.0,3.0,0.333,1.0,2.0,0.5,0.0,1.0,0.0,0.5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,
498.0,N'Faly Dante,24.0,ATL,C,4.0,0.0,15.0,1.0,4.0,0.25,0.0,0.0,,1.0,4.0,0.25,0.25,1.0,1.0,1.0,3.0,4.0,7.0,0.0,2.0,0.0,1.0,1.0,3.0,0.0,
499.0,Patrick Baldwin Jr.,23.0,LAC,SF,1.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,
500.0,Hunter Dickinson,25.0,NOP,C,1.0,0.0,5.0,1.0,2.0,0.5,0.0,0.0,,1.0,2.0,0.5,0.5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,
501.0,Colby Jones,23.0,DET,SG,1.0,0.0,7.0,1.0,3.0,0.333,0.0,2.0,0.0,1.0,1.0,1.0,0.333,0.0,0.0,,0.0,4.0,4.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,
502.0,Daeqwon Plowden,27.0,SAC,SG,1.0,0.0,14.0,1.0,5.0,0.2,0.0,3.0,0.0,1.0,2.0,0.5,0.2,0.0,0.0,,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,
503.0,Oscar Tshiebwe,26.0,UTA,C,1.0,0.0,15.0,1.0,4.0,0.25,0.0,0.0,,1.0,4.0,0.25,0.25,0.0,1.0,0.0,2.0,4.0,6.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,
504.0,Jahmyl Telfort,24.0,LAC,PF,8.0,0.0,32.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,,0.0,1.0,4.0,0.25,0.0,3.0,3.0,1.0,1.0,0.0,1.0,5.0,1.0,0.0,
505.0,Mo Bamba,27.0,TOR,C,2.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,
506.0,Sharife Cooper,24.0,WAS,PG,4.0,0.0,10.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,
507.0,Isaiah Crawford,24.0,HOU,SF,2.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
508.0,Noa Essengue,19.0,CHI,PF,2.0,0.0,6.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,
509.0,Tosan Evbuomwan,24.0,NYK,SF,5.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
510.0,Vladislav Goldin,24.0,MIA,C,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
511.0,Chucky Hepburn,22.0,TOR,PG,2.0,0.0,13.0,0.0,6.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,
512.0,Malevy Leons,26.0,GSW,SF,2.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,
513.0,Chris MaÃ±on,24.0,LAL,SG,4.0,0.0,14.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,2.0,3.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,
,League Average,,,,,,,,,0.469,,,0.359,,,0.547,0.544,,,0.786,,,,,,,,,,,
