Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
384.0,Christian Koloko,25.0,ATL,C,2.0,0.0,23.0,5.8,0.7,0.2,0.0,0.0,9.6,4.7,0.0,2.0,11.9,37.5,14.5,-0.1,0.0,0.0,-0.048,-9.7,3.6,-6.1,0.0,
385.0,KJ Simpson,23.0,CHO,PG,14.0,2.0,223.0,7.8,0.437,0.438,0.18,2.6,11.9,7.3,22.1,3.3,0.0,20.0,22.7,-0.5,0.2,-0.2,-0.052,-5.8,0.0,-5.8,-0.2,
386.0,Yang Hansen,20.0,POR,C,26.0,1.0,217.0,2.6,0.389,0.457,0.229,5.4,16.7,11.0,11.7,0.4,3.3,23.0,18.7,-0.6,0.2,-0.4,-0.096,-8.7,-0.2,-8.9,-0.4,
387.0,Amir Coffey,28.0,MIL,SG,26.0,0.0,212.0,6.9,0.538,0.5,0.318,2.7,7.9,5.3,4.9,0.5,0.9,7.4,11.3,0.1,0.1,0.1,0.033,-3.8,-2.1,-5.9,-0.2,
388.0,Yanic Konan NiederhÃ¤user,22.0,LAC,C,24.0,0.0,211.0,15.3,0.665,0.039,0.608,11.4,17.2,14.4,5.8,0.5,4.9,15.7,16.1,0.4,0.2,0.5,0.116,-2.9,-1.0,-3.9,-0.1,
389.0,Jae'Sean Tate,30.0,HOU,SF,26.0,0.0,208.0,11.7,0.573,0.328,0.086,10.2,10.7,10.5,9.0,1.2,1.3,10.4,13.5,0.3,0.2,0.5,0.121,-2.1,-0.5,-2.7,0.0,
390.0,Ben Saraf,19.0,BRK,SG,12.0,5.0,203.0,7.0,0.474,0.532,0.242,2.7,8.4,5.4,24.8,2.0,1.4,25.1,19.7,-0.4,0.1,-0.3,-0.06,-4.8,-1.6,-6.4,-0.2,
391.0,Dorian Finney-Smith,32.0,HOU,PF,13.0,0.0,201.0,5.0,0.452,0.795,0.068,7.2,12.2,9.7,4.3,0.7,0.9,13.4,10.9,0.0,0.2,0.2,0.036,-4.8,-0.8,-5.6,-0.2,
392.0,Garrison Mathews,29.0,IND,SG,15.0,1.0,196.0,11.5,0.628,0.885,0.442,1.0,8.5,4.6,7.1,1.5,1.3,4.6,14.0,0.3,0.1,0.5,0.111,-1.3,0.1,-1.2,0.0,
393.0,Lindy Waters III,28.0,SAS,SG,26.0,0.0,188.0,6.3,0.496,0.87,0.019,1.2,10.8,6.0,7.5,1.0,0.0,5.2,12.9,0.0,0.2,0.2,0.05,-3.5,0.0,-3.4,-0.1,
394.0,Javon Small,23.0,MEM,PG,15.0,0.0,184.0,10.0,0.512,0.552,0.293,2.9,8.5,5.8,34.9,1.0,1.0,22.5,18.9,0.0,0.1,0.1,0.035,-2.0,-1.2,-3.2,-0.1,
395.0,Zach Collins,28.0,CHI,C,10.0,0.0,184.0,18.0,0.666,0.328,0.313,9.5,22.7,16.3,11.7,0.5,1.9,12.1,19.0,0.4,0.1,0.5,0.141,1.0,-0.9,0.1,0.1,
396.0,Mohamed Diawara,20.0,NYK,SF,36.0,5.0,183.0,11.4,0.51,0.554,0.092,5.3,17.1,11.1,12.5,2.1,2.2,12.9,17.8,0.0,0.2,0.2,0.059,-2.0,0.0,-1.9,0.0,
397.0,Nigel Hayes-Davis,31.0,PHO,SF,23.0,0.0,180.0,4.5,0.376,0.349,0.047,6.7,11.4,9.0,5.0,1.9,0.5,13.8,11.9,-0.2,0.2,0.0,-0.011,-6.2,-0.9,-7.1,-0.2,
398.0,Brooks Barnhizer,23.0,OKC,SG,23.0,0.0,179.0,7.4,0.489,0.222,0.222,4.5,19.7,12.5,6.0,1.3,1.1,11.9,8.1,0.0,0.3,0.4,0.098,-3.9,1.5,-2.4,0.0,
399.0,RayJ Dennis,24.0,3TM,PG,15.0,0.0,177.0,6.8,0.416,0.534,0.123,4.6,9.5,7.0,23.8,1.1,2.0,16.3,21.9,-0.4,0.1,-0.3,-0.068,-4.1,-1.0,-5.1,-0.1,
399.0,RayJ Dennis,24.0,IND,PG,13.0,0.0,168.0,6.6,0.421,0.528,0.125,4.9,8.6,6.7,22.4,0.9,2.1,15.6,22.6,-0.3,0.1,-0.3,-0.072,-4.0,-1.4,-5.3,-0.1,
399.0,RayJ Dennis,24.0,LAC,PG,1.0,0.0,4.0,-6.0,,,,0.0,56.8,29.2,0.0,0.0,0.0,100.0,11.1,0.0,0.0,0.0,-0.28,-15.5,-0.4,-15.8,0.0,
399.0,RayJ Dennis,24.0,ATL,PG,1.0,0.0,5.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,89.3,9.4,0.0,0.0,8.4,0.0,0.0,0.0,0.243,1.3,9.2,10.5,0.0,
400.0,DaRon Holmes,23.0,DEN,PF,12.0,6.0,169.0,9.9,0.606,0.829,0.195,3.5,12.1,8.0,11.2,0.0,2.2,10.1,12.8,0.2,0.1,0.3,0.081,-0.8,-1.5,-2.3,0.0,
401.0,Taurean Prince,31.0,MIL,SF,8.0,0.0,169.0,7.7,0.623,0.737,0.079,0.0,8.6,4.3,6.3,1.7,1.2,11.3,11.6,0.1,0.1,0.2,0.052,-3.4,-0.3,-3.7,-0.1,
402.0,Rasheer Fleming,21.0,PHO,PF,24.0,0.0,167.0,9.6,0.438,0.574,0.132,10.4,9.5,10.0,3.3,1.8,3.4,5.3,19.1,-0.1,0.2,0.1,0.036,-4.3,-1.3,-5.7,-0.2,
403.0,Bronny James,21.0,LAL,SG,24.0,1.0,165.0,6.1,0.428,0.525,0.05,2.9,4.2,3.6,20.0,2.7,0.6,22.7,13.9,-0.2,0.1,-0.1,-0.022,-4.4,-0.9,-5.3,-0.1,
404.0,AJ Johnson,21.0,WAS,SG,23.0,0.0,163.0,1.3,0.306,0.306,0.065,4.5,12.3,8.4,11.3,1.5,0.0,14.7,19.2,-0.6,0.0,-0.6,-0.175,-8.8,-3.8,-12.6,-0.4,
405.0,Walker Kessler,24.0,UTA,C,5.0,5.0,154.0,20.7,0.786,0.216,0.541,16.0,22.4,19.2,13.9,2.1,5.6,25.9,16.6,0.3,0.1,0.5,0.146,1.7,1.7,3.4,0.2,
406.0,PJ Hall,23.0,2TM,C,15.0,2.0,154.0,17.7,0.653,0.114,0.455,17.1,20.6,18.9,6.7,0.3,5.3,17.2,17.4,0.3,0.2,0.4,0.136,-0.1,-0.5,-0.6,0.1,
406.0,PJ Hall,23.0,MEM,C,7.0,0.0,27.0,18.8,0.63,0.333,0.333,11.9,23.3,17.6,10.9,0.0,7.0,8.8,17.3,0.1,0.0,0.1,0.173,1.6,0.4,2.0,0.0,
406.0,PJ Hall,23.0,CHO,C,8.0,2.0,127.0,17.5,0.659,0.057,0.486,18.2,20.0,19.1,5.7,0.4,5.0,19.1,17.4,0.2,0.1,0.3,0.129,-0.5,-0.7,-1.2,0.0,
407.0,Chaz Lanier,24.0,DET,SG,16.0,0.0,153.0,10.8,0.528,0.854,0.104,4.4,6.4,5.4,10.1,1.6,0.0,2.0,13.7,0.2,0.2,0.4,0.125,-0.6,-0.3,-0.9,0.0,
408.0,Pat Connaughton,33.0,CHO,SG,21.0,0.0,147.0,15.8,0.621,0.6,0.289,3.9,17.3,10.8,12.6,1.7,0.6,5.6,15.4,0.3,0.1,0.5,0.148,1.8,0.9,2.7,0.2,
409.0,Chris Youngblood,23.0,OKC,SG,29.0,0.0,144.0,10.0,0.54,0.891,0.152,4.8,13.0,9.1,6.1,1.0,0.7,2.0,15.0,0.2,0.2,0.4,0.13,-2.5,-0.6,-3.1,0.0,
410.0,Hunter Tyson,25.0,DEN,PF,18.0,2.0,144.0,5.8,0.374,0.62,0.22,3.3,20.2,12.2,13.0,0.7,0.6,6.8,17.9,-0.2,0.1,-0.1,-0.035,-5.9,-2.0,-7.9,-0.2,
411.0,JD Davison,23.0,HOU,PG,20.0,0.0,143.0,9.2,0.454,0.538,0.231,1.6,10.1,5.9,17.7,1.7,2.6,10.4,14.0,0.1,0.2,0.2,0.072,-2.9,1.3,-1.6,0.0,
412.0,Keshad Johnson,24.0,MIA,SF,18.0,0.0,142.0,9.0,0.458,0.392,0.255,9.4,16.2,12.7,0.9,1.6,2.6,9.6,17.9,-0.1,0.2,0.1,0.018,-5.0,-1.0,-6.1,-0.1,
413.0,Taelon Peter,23.0,IND,SG,22.0,0.0,139.0,7.2,0.446,0.925,0.15,4.4,13.7,8.9,15.7,2.1,1.3,19.0,16.0,-0.2,0.1,-0.1,-0.022,-3.6,0.1,-3.5,-0.1,
414.0,Jonathan Mogbo,24.0,TOR,PF,20.0,0.0,136.0,10.1,0.514,0.0,0.185,9.7,20.8,15.2,9.5,0.7,2.9,14.6,10.7,0.1,0.2,0.2,0.082,-4.0,-0.4,-4.4,-0.1,
415.0,Joan Beringer,19.0,MIN,PF,19.0,0.0,128.0,19.5,0.717,0.0,0.105,15.7,17.8,16.8,5.7,1.1,4.8,11.2,14.7,0.4,0.2,0.5,0.203,-0.3,0.3,0.1,0.1,
416.0,Andre Jackson Jr.,24.0,MIL,SG,19.0,0.0,127.0,7.3,0.443,0.647,0.294,4.5,8.8,6.7,20.4,1.9,1.5,17.2,16.2,-0.1,0.1,0.0,0.008,-5.3,-1.0,-6.4,-0.1,
417.0,Jamal Cain,26.0,ORL,SF,18.0,0.0,126.0,7.7,0.534,0.486,0.486,6.1,5.3,5.7,5.3,1.5,0.7,11.8,17.0,0.0,0.1,0.1,0.048,-5.6,-1.5,-7.2,-0.2,
418.0,Mason Plumlee,35.0,CHO,C,14.0,2.0,125.0,13.4,0.752,0.0,1.0,9.2,26.5,18.1,16.5,2.4,0.0,34.2,8.9,0.2,0.2,0.3,0.125,-1.7,2.3,0.7,0.1,
419.0,Marcus Sasser,25.0,DET,PG,12.0,0.0,121.0,18.4,0.616,0.654,0.212,0.9,10.8,5.9,27.2,2.8,1.6,12.3,22.0,0.3,0.2,0.5,0.196,2.1,2.1,4.2,0.2,
420.0,Bradley Beal,32.0,LAC,SG,6.0,6.0,121.0,5.1,0.476,0.396,0.167,2.0,2.8,2.4,12.4,1.2,0.0,14.9,22.2,-0.2,0.0,-0.2,-0.078,-6.6,-4.0,-10.6,-0.3,
421.0,Myron Gardner,24.0,MIA,SF,17.0,0.0,117.0,17.5,0.621,0.619,0.167,9.6,16.1,12.8,11.6,2.8,1.6,4.2,16.3,0.3,0.2,0.5,0.201,0.8,2.4,3.1,0.2,
422.0,Jordan McLaughlin,29.0,SAS,PG,19.0,0.0,116.0,12.5,0.551,0.543,0.143,3.8,9.2,6.5,17.3,4.1,0.0,17.7,16.4,0.0,0.2,0.2,0.092,-2.4,2.9,0.5,0.1,
423.0,Dereck Lively II,21.0,DAL,C,7.0,4.0,115.0,15.0,0.67,0.0,0.556,13.3,20.5,17.0,14.6,1.6,8.0,30.9,11.9,0.1,0.2,0.3,0.145,-3.1,3.9,0.8,0.1,
424.0,Xavier Tillman Sr.,27.0,BOS,C,13.0,1.0,110.0,11.7,0.517,0.467,0.0,10.1,15.0,12.6,6.0,2.7,1.8,14.3,13.7,0.0,0.2,0.2,0.079,-1.7,0.8,-1.0,0.0,
425.0,A.J. Lawson,25.0,TOR,SG,11.0,0.0,106.0,12.4,0.545,0.537,0.22,7.3,16.0,11.6,3.9,1.8,2.8,8.2,19.7,0.1,0.2,0.2,0.095,-2.1,-0.4,-2.5,0.0,
426.0,Pete Nance,25.0,MIL,PF,14.0,0.0,104.0,14.9,0.707,0.621,0.0,5.5,14.0,9.8,6.9,2.3,2.8,17.1,14.9,0.1,0.1,0.2,0.097,1.5,-0.1,1.4,0.1,
427.0,Luke Travers,24.0,CLE,SG,12.0,0.0,103.0,10.2,0.35,0.444,0.25,9.3,15.9,12.6,10.8,3.2,3.6,7.0,17.2,-0.1,0.2,0.0,0.021,-4.4,1.0,-3.4,0.0,
428.0,Devin Carter,23.0,SAC,PG,12.0,0.0,101.0,9.9,0.463,0.526,0.184,5.4,10.1,7.7,17.8,2.9,1.8,16.3,20.8,-0.1,0.1,-0.1,-0.028,-3.2,-0.1,-3.4,0.0,
429.0,Blake Wesley,22.0,POR,SG,6.0,0.0,98.0,12.7,0.469,0.294,0.294,2.2,13.5,7.7,27.7,4.9,0.9,15.4,18.8,0.0,0.2,0.1,0.068,-4.4,3.9,-0.5,0.0,
430.0,Chris Boucher,33.0,BOS,PF,8.0,0.0,91.0,7.7,0.379,0.545,0.182,2.4,19.3,10.9,4.0,2.8,7.8,4.0,11.7,-0.1,0.2,0.1,0.052,-5.9,2.7,-3.2,0.0,
431.0,Alijah Martin,24.0,TOR,SG,10.0,0.0,88.0,11.8,0.48,0.423,0.462,7.5,7.7,7.6,11.7,2.8,3.3,8.8,16.6,0.0,0.1,0.2,0.09,-2.5,1.5,-1.0,0.0,
432.0,Adou Thiero,21.0,LAL,SF,15.0,0.0,87.0,8.1,0.465,0.056,0.444,9.7,14.5,12.1,7.3,2.8,1.1,15.7,12.7,0.0,0.1,0.1,0.041,-5.9,0.0,-6.0,-0.1,
433.0,Kam Jones,23.0,IND,SG,12.0,0.0,87.0,5.7,0.364,0.357,0.071,3.5,7.7,5.5,17.9,1.6,0.0,9.4,15.4,-0.1,0.1,-0.1,-0.052,-5.1,-1.3,-6.4,-0.1,
434.0,Kevin McCullar Jr.,24.0,NYK,SF,12.0,0.0,87.0,11.5,0.556,0.609,0.217,9.8,15.5,12.6,22.3,2.2,0.0,24.1,16.0,0.1,0.1,0.1,0.079,-1.6,0.4,-1.2,0.0,
435.0,Leonard Miller,22.0,MIN,SF,17.0,0.0,86.0,14.6,0.597,0.344,0.344,7.8,21.4,14.7,8.5,2.2,0.0,16.0,21.5,0.0,0.1,0.2,0.086,-4.1,-0.3,-4.4,-0.1,
436.0,Anthony Gill,33.0,WAS,PF,20.0,0.0,84.0,13.3,0.784,0.333,0.222,7.5,16.4,11.9,0.0,0.6,3.2,20.2,12.3,0.1,0.0,0.1,0.073,-1.4,-2.2,-3.6,0.0,
437.0,Khaman Maluach,19.0,PHO,C,18.0,0.0,84.0,5.5,0.489,0.25,0.4,6.5,17.6,11.9,4.7,0.6,7.9,27.7,16.2,-0.2,0.1,-0.1,-0.029,-10.1,0.3,-9.8,-0.2,
438.0,Grant Williams,27.0,CHO,PF,5.0,0.0,84.0,11.1,0.47,0.84,0.24,5.5,18.4,12.1,9.5,2.3,2.1,6.7,14.9,0.0,0.1,0.1,0.077,-2.1,1.0,-1.1,0.0,
439.0,Drew Timme,25.0,LAL,PF,10.0,0.0,83.0,17.0,0.7,0.346,0.038,5.8,12.4,9.2,17.9,1.8,0.0,10.2,15.4,0.2,0.1,0.3,0.157,1.8,-0.1,1.7,0.1,
440.0,Obi Toppin,27.0,IND,PF,3.0,0.0,82.0,11.9,0.526,0.472,0.25,3.8,23.2,13.1,9.5,1.7,0.0,13.1,23.6,-0.1,0.1,0.0,0.012,-2.4,-0.4,-2.8,0.0,
441.0,Miles Kelly,23.0,DAL,PG,9.0,0.0,77.0,8.8,0.518,0.786,0.0,5.7,10.7,8.3,8.9,1.2,0.0,9.7,16.9,0.0,0.1,0.1,0.039,-4.7,-1.6,-6.2,-0.1,
442.0,Eric Gordon,37.0,PHI,SG,6.0,0.0,74.0,14.4,0.754,0.667,0.095,1.5,1.5,1.5,5.9,2.6,1.2,12.1,14.2,0.1,0.1,0.2,0.123,2.1,0.3,2.3,0.1,
443.0,Lachlan Olbrich,22.0,CHI,C,10.0,0.0,73.0,1.4,0.202,0.444,0.222,10.5,20.0,15.4,14.2,0.0,0.0,28.8,8.0,-0.1,0.0,-0.1,-0.033,-9.0,-0.2,-9.2,-0.1,
444.0,Doug McDermott,34.0,SAC,SF,7.0,0.0,70.0,4.4,0.522,1.0,0.0,0.0,8.1,4.0,3.9,0.0,1.3,11.5,15.9,-0.1,0.0,-0.1,-0.055,-3.9,-3.3,-7.2,-0.1,
445.0,David Jones GarcÃ­a,24.0,SAS,SF,11.0,0.0,68.0,21.2,0.579,0.2,0.24,6.4,14.2,10.3,38.6,4.2,1.3,15.3,20.2,0.1,0.1,0.3,0.2,2.6,3.6,6.2,0.1,
446.0,Johnny Juzang,24.0,MIN,SG,17.0,0.0,67.0,15.1,0.533,0.625,0.125,8.4,14.6,11.5,13.1,1.4,0.0,8.2,23.1,0.1,0.1,0.1,0.088,0.1,-1.5,-1.4,0.0,
447.0,Jeff Green,39.0,HOU,PF,15.0,0.0,66.0,13.0,0.64,0.68,0.0,1.7,11.8,6.8,4.3,0.0,1.4,3.8,16.4,0.1,0.0,0.2,0.139,1.4,-1.9,-0.6,0.0,
448.0,Elijah Harkless,25.0,UTA,SG,7.0,0.0,66.0,7.5,0.568,0.636,0.818,3.2,6.8,5.0,9.4,2.9,0.0,16.7,11.2,0.0,0.0,0.0,0.033,-4.7,1.6,-3.1,0.0,
449.0,Bismack Biyombo,33.0,SAS,C,11.0,1.0,65.0,5.2,0.654,0.0,0.333,3.4,8.2,5.8,5.7,2.2,1.4,30.4,6.4,0.0,0.1,0.1,0.062,-5.4,1.7,-3.7,0.0,
450.0,Monte Morris,30.0,IND,PG,6.0,0.0,65.0,7.0,0.414,0.4,0.2,1.6,10.3,5.8,19.4,0.7,1.3,8.4,15.4,-0.1,0.0,0.0,-0.016,-4.6,-1.4,-6.0,-0.1,
451.0,Drew Peterson,26.0,CHO,PF,6.0,0.0,64.0,0.6,0.148,0.75,0.125,5.4,10.4,7.9,3.8,2.3,1.4,0.0,11.1,-0.2,0.1,-0.1,-0.093,-8.4,-1.8,-10.2,-0.1,
452.0,Javonte Cooke,26.0,POR,SG,9.0,0.0,61.0,4.4,0.327,0.577,0.0,3.5,14.4,8.9,15.7,3.9,0.0,16.1,20.6,-0.2,0.1,-0.1,-0.1,-7.5,0.9,-6.6,-0.1,
453.0,James Wiseman,24.0,IND,C,4.0,1.0,58.0,4.2,0.597,0.0,0.2,8.9,5.8,7.4,7.2,0.0,1.5,31.5,11.5,0.0,0.0,0.0,-0.02,-8.0,-0.9,-8.9,-0.1,
454.0,Pacome Dadiet,20.0,NYK,SG,18.0,0.0,57.0,8.7,0.372,0.556,0.444,1.9,19.7,10.6,16.5,1.7,0.0,0.0,7.9,0.0,0.1,0.1,0.087,-3.6,2.1,-1.4,0.0,
455.0,Antonio Reeves,25.0,CHO,SG,7.0,0.0,56.0,11.5,0.656,0.625,0.0,2.1,7.9,5.0,5.0,0.9,0.0,0.0,12.0,0.1,0.0,0.1,0.113,-0.1,0.3,0.2,0.0,
456.0,Tolu Smith,25.0,DET,PF,5.0,0.0,55.0,23.3,0.602,0.0,1.0,20.3,35.7,28.1,9.6,1.7,9.0,15.6,19.1,0.1,0.2,0.3,0.249,1.7,3.4,5.2,0.1,
457.0,Cody Martin,30.0,IND,SF,4.0,0.0,55.0,3.0,0.277,0.5,0.6,1.9,26.4,13.6,4.6,3.5,3.2,24.0,12.7,-0.2,0.1,-0.1,-0.092,-10.1,2.3,-7.8,-0.1,
458.0,Joe Ingles,38.0,MIN,SF,13.0,0.0,54.0,9.0,0.595,0.8,0.4,0.0,10.0,5.1,23.8,5.3,0.0,46.0,8.5,0.0,0.1,0.1,0.077,-4.6,4.6,0.0,0.0,
459.0,Jalen Green,23.0,PHO,SG,4.0,2.0,54.0,21.1,0.574,0.514,0.243,4.0,10.5,7.2,26.1,1.8,0.0,10.9,35.7,0.1,0.1,0.1,0.118,5.9,-0.3,5.6,0.1,
460.0,Bobi Klintman,22.0,DET,SF,6.0,0.0,53.0,4.1,0.381,0.524,0.143,10.6,22.6,16.7,10.0,1.8,0.0,18.3,21.2,-0.2,0.1,-0.1,-0.06,-8.5,-1.8,-10.3,-0.1,
461.0,Amari Williams,24.0,BOS,PF,9.0,0.0,52.0,11.5,0.74,0.0,2.333,6.4,16.9,11.7,6.8,1.0,9.7,24.8,6.7,0.1,0.1,0.2,0.139,-3.4,3.0,-0.4,0.0,
462.0,Caleb Houstan,23.0,ATL,SF,10.0,0.0,49.0,11.5,0.705,0.8,0.2,8.8,2.2,5.6,5.4,1.0,1.9,19.7,17.3,0.0,0.0,0.1,0.066,-1.1,-2.8,-3.9,0.0,
463.0,Matisse Thybulle,28.0,POR,SG,4.0,0.0,49.0,21.6,0.85,0.6,0.4,0.0,9.0,4.4,8.5,9.7,0.0,7.8,10.6,0.2,0.1,0.3,0.282,0.5,10.8,11.3,0.2,
464.0,Kyle Lowry,39.0,PHI,PG,6.0,0.0,45.0,3.5,0.375,1.0,0.0,0.0,7.5,3.7,19.4,1.1,0.0,20.0,9.4,0.0,0.0,0.0,-0.007,-6.4,-1.7,-8.2,-0.1,
465.0,Kobe Bufkin,22.0,LAL,SG,4.0,0.0,45.0,9.1,0.505,0.636,0.182,2.7,10.2,6.5,5.7,1.1,6.3,7.8,12.4,0.0,0.0,0.0,0.045,-2.9,-1.5,-4.3,0.0,
466.0,Thanasis Antetokounmpo,33.0,MIL,SF,14.0,0.0,43.0,19.6,0.612,0.071,0.643,8.0,7.8,7.9,3.5,6.8,6.8,14.3,21.6,0.0,0.1,0.1,0.141,-2.7,4.6,1.9,0.0,
467.0,Wendell Moore Jr.,24.0,DET,SG,3.0,0.0,43.0,7.7,0.5,0.167,0.0,2.6,7.6,5.1,8.5,2.2,2.3,14.3,6.7,0.0,0.1,0.1,0.078,-3.8,1.6,-2.2,0.0,
468.0,Trey Alexander,22.0,NOP,SG,5.0,0.0,42.0,13.6,0.778,0.333,0.0,0.0,10.6,5.2,16.3,1.1,2.3,10.0,9.9,0.1,0.0,0.1,0.124,0.3,0.2,0.5,0.0,
469.0,Dario Å ariÄ,31.0,SAC,C,5.0,0.0,41.0,0.7,0.363,0.5,0.333,2.7,13.8,8.2,5.9,0.0,0.0,22.5,9.3,-0.1,0.0,-0.1,-0.078,-6.9,-2.1,-9.0,-0.1,
470.0,Johni Broome,23.0,PHI,C,7.0,0.0,40.0,2.4,0.23,0.15,0.2,16.2,19.6,17.8,13.4,2.4,0.0,8.4,25.0,-0.2,0.1,-0.1,-0.17,-10.4,-5.0,-15.4,-0.1,
471.0,Moritz Wagner,28.0,ORL,C,3.0,0.0,39.0,22.0,0.738,0.412,0.353,0.0,20.0,9.9,12.8,2.5,0.0,13.3,24.4,0.1,0.1,0.2,0.197,2.3,1.3,3.6,0.1,
472.0,Trey Jemison,26.0,NYK,C,6.0,0.0,38.0,9.5,1.017,0.0,0.333,14.0,14.7,14.4,3.3,0.0,5.3,46.6,7.1,0.0,0.0,0.1,0.082,-5.7,-0.8,-6.5,0.0,
473.0,E.J. Liddell,25.0,BRK,PF,8.0,0.0,35.0,10.7,0.526,0.667,0.25,9.5,20.9,14.9,0.0,0.0,0.0,0.0,16.6,0.0,0.0,0.0,0.065,-2.2,-4.6,-6.8,0.0,
474.0,Ron Harper Jr.,25.0,BOS,SF,7.0,0.0,35.0,12.4,0.406,0.75,0.0,9.6,9.4,9.5,15.3,1.4,8.7,5.9,21.0,0.0,0.0,0.0,0.051,-1.2,0.1,-1.1,0.0,
475.0,Tyson Etienne,26.0,BRK,PG,8.0,0.0,34.0,-1.2,0.4,0.867,0.0,0.0,0.0,0.0,4.4,0.0,0.0,6.3,20.5,-0.1,0.0,-0.1,-0.137,-8.8,-5.6,-14.5,-0.1,
476.0,Mac McClung,27.0,IND,SG,3.0,0.0,34.0,13.1,0.481,0.556,0.222,0.0,13.1,6.3,4.8,7.0,2.6,9.2,27.0,-0.1,0.1,0.0,0.002,-5.7,6.2,0.5,0.0,
477.0,Garrett Temple,39.0,TOR,SG,12.0,0.0,33.0,2.7,0.254,0.714,0.286,0.0,13.7,6.8,14.3,4.4,3.0,27.6,14.0,-0.1,0.1,-0.1,-0.092,-8.7,2.3,-6.4,0.0,
478.0,Emanuel Miller,25.0,CHI,PF,5.0,0.0,33.0,15.2,0.54,0.462,0.154,3.3,6.3,4.9,17.0,2.9,0.0,0.0,17.7,0.1,0.0,0.1,0.115,1.7,0.9,2.6,0.0,
479.0,Jahmyl Telfort,24.0,LAC,PF,8.0,0.0,32.0,-5.4,0.087,1.0,1.0,0.0,10.6,5.5,3.8,1.6,0.0,14.8,9.4,-0.1,0.0,-0.1,-0.171,-12.2,-1.9,-14.0,-0.1,
480.0,Seth Curry,35.0,GSW,SG,2.0,0.0,32.0,18.7,0.778,0.444,0.0,3.4,10.4,6.9,14.0,3.0,0.0,0.0,11.9,0.1,0.0,0.2,0.225,1.6,3.8,5.3,0.1,
481.0,Curtis Jones,24.0,DEN,SG,6.0,0.0,31.0,1.4,0.321,0.643,0.0,3.8,13.9,9.1,12.7,0.0,0.0,6.7,21.2,-0.1,0.0,-0.1,-0.14,-9.7,-5.9,-15.6,-0.1,
482.0,Charles Bassey,25.0,MEM,C,2.0,0.0,31.0,12.6,0.376,0.0,0.375,24.2,27.0,25.6,8.4,1.5,3.0,9.7,13.7,0.0,0.1,0.1,0.088,-3.0,-1.0,-4.0,0.0,
483.0,Hunter Sallis,22.0,PHI,SG,7.0,0.0,26.0,2.0,0.595,0.0,0.4,0.0,4.3,2.1,21.0,0.0,3.5,46.0,17.6,-0.1,0.0,-0.1,-0.141,-7.7,-3.0,-10.7,-0.1,
484.0,Mark Sears,23.0,MIL,PG,7.0,0.0,26.0,15.1,0.666,0.615,0.615,4.4,4.3,4.3,12.4,0.0,0.0,19.5,34.9,0.0,0.0,0.0,0.022,2.3,-4.5,-2.3,0.0,
485.0,Jahmai Mashack,23.0,MEM,SG,7.0,0.0,25.0,0.6,0.375,0.75,0.0,0.0,20.9,10.6,10.2,1.9,0.0,27.3,18.1,-0.1,0.0,-0.1,-0.142,-9.4,-0.9,-10.3,-0.1,
486.0,Orlando Robinson,25.0,ORL,C,4.0,1.0,25.0,14.7,0.7,0.4,0.0,8.7,8.9,8.8,16.3,1.9,0.0,0.0,8.4,0.1,0.0,0.1,0.193,0.5,0.5,1.0,0.0,
487.0,Jahmir Young,25.0,MIA,PG,5.0,0.0,24.0,6.4,0.455,0.455,0.0,0.0,8.7,4.3,22.6,1.9,0.0,15.4,22.0,0.0,0.0,0.0,-0.043,-6.5,-1.0,-7.6,0.0,
488.0,DeAndre Jordan,37.0,NOP,C,2.0,1.0,23.0,18.3,0.765,0.0,0.4,18.5,29.1,23.7,0.0,0.0,0.0,14.5,12.4,0.1,0.0,0.1,0.139,1.9,-2.8,-0.8,0.0,
489.0,TyTy Washington Jr.,24.0,LAC,PG,2.0,0.0,22.0,29.9,0.778,0.444,0.0,0.0,5.2,2.7,25.2,4.5,4.3,0.0,18.2,0.1,0.0,0.1,0.304,9.0,4.5,13.6,0.1,
490.0,Brandon Clarke,29.0,MEM,PF,2.0,2.0,20.0,12.3,0.372,0.0,0.444,21.4,10.5,15.9,7.0,4.7,0.0,0.0,22.2,0.0,0.0,0.0,0.064,-4.7,0.3,-4.4,0.0,
491.0,Isaac Jones,25.0,2TM,PF,4.0,1.0,18.0,7.2,0.512,0.5,0.5,12.2,0.0,6.2,7.0,0.0,0.0,0.0,11.4,0.0,0.0,0.0,0.073,-6.2,-2.2,-8.5,0.0,
491.0,Isaac Jones,25.0,SAC,PF,3.0,1.0,17.0,5.7,0.521,0.5,1.0,12.9,0.0,6.6,7.4,0.0,0.0,0.0,7.2,0.0,0.0,0.0,0.064,-6.5,-1.8,-8.2,0.0,
491.0,Isaac Jones,25.0,DET,PF,1.0,0.0,1.0,34.1,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.2,0.0,0.0,0.0,0.221,-2.5,-9.8,-12.3,0.0,
