Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
275.0,Tari Eason,24.0,HOU,PF,23.0,9.0,546.0,17.0,0.591,0.475,0.12,9.2,19.4,14.3,9.4,2.7,2.4,14.3,20.3,0.6,0.9,1.5,0.135,1.4,0.8,2.2,0.6,
276.0,Jakob Poeltl,30.0,TOR,C,21.0,21.0,531.0,16.4,0.691,0.0,0.37,11.9,22.4,17.1,11.9,1.5,2.0,18.3,14.5,0.9,0.8,1.7,0.155,-0.7,1.2,0.4,0.3,
277.0,Jared McCain,21.0,PHI,SG,31.0,1.0,519.0,8.1,0.461,0.477,0.128,0.8,13.4,7.0,12.9,2.1,0.2,10.0,18.6,-0.4,0.5,0.1,0.01,-4.5,-0.4,-4.9,-0.4,
278.0,Jrue Holiday,35.0,POR,PG,18.0,16.0,519.0,17.9,0.565,0.515,0.139,4.3,13.1,8.7,38.3,2.1,0.5,14.9,22.5,0.9,0.5,1.4,0.133,3.2,-0.1,3.0,0.7,
279.0,Tyler Kolek,24.0,NYK,PG,39.0,1.0,518.0,11.1,0.511,0.425,0.089,2.7,13.2,7.8,27.9,1.6,0.6,17.3,18.2,0.2,0.4,0.6,0.057,-2.0,0.0,-2.1,0.0,
280.0,Josh Minott,23.0,BOS,PF,29.0,10.0,510.0,15.7,0.646,0.557,0.198,8.5,16.4,12.5,8.2,2.4,2.2,11.2,13.6,1.1,0.7,1.8,0.165,0.9,1.0,2.0,0.5,
281.0,Jabari Walker,23.0,PHI,PF,40.0,6.0,509.0,10.5,0.515,0.432,0.333,10.6,18.0,14.2,5.3,1.2,2.0,10.1,13.9,0.3,0.6,0.9,0.085,-3.6,-0.6,-4.2,-0.3,
282.0,Al Horford,39.0,GSW,C,26.0,1.0,509.0,13.5,0.534,0.708,0.068,5.2,23.0,14.0,14.2,1.9,4.8,13.1,15.8,0.2,0.8,1.0,0.097,-0.5,1.7,1.2,0.4,
283.0,Gary Harris,31.0,MIL,SG,34.0,2.0,505.0,8.2,0.653,0.618,0.132,2.7,8.7,5.7,9.1,2.0,1.0,16.3,7.5,0.4,0.4,0.8,0.076,-3.3,1.0,-2.3,0.0,
284.0,Baylor Scheierman,25.0,BOS,SG,39.0,3.0,503.0,9.0,0.633,0.78,0.055,2.7,13.8,8.3,7.4,2.3,0.4,15.4,9.5,0.4,0.6,1.0,0.095,-3.1,1.5,-1.6,0.0,
285.0,Johnny Furphy,21.0,IND,SG,28.0,14.0,500.0,9.9,0.576,0.483,0.237,5.6,20.3,12.6,6.8,1.5,1.0,15.0,12.9,0.0,0.5,0.5,0.052,-3.5,0.3,-3.2,-0.1,
286.0,Robert Williams,28.0,POR,C,31.0,1.0,497.0,21.9,0.749,0.106,0.212,13.3,29.4,21.3,8.9,1.8,7.3,13.3,11.6,1.3,0.9,2.3,0.219,2.6,2.4,4.9,0.9,
287.0,D'Angelo Russell,29.0,DAL,PG,26.0,3.0,495.0,12.4,0.511,0.483,0.259,1.8,11.0,6.5,30.9,1.1,0.3,15.9,26.1,-0.3,0.5,0.1,0.011,-0.8,-1.3,-2.1,0.0,
288.0,Corey Kispert,26.0,2TM,SF,26.0,5.0,494.0,13.3,0.62,0.635,0.275,2.2,10.8,6.5,11.8,1.2,0.5,10.1,17.6,0.6,0.1,0.7,0.072,0.1,-1.9,-1.8,0.0,
288.0,Corey Kispert,26.0,WAS,SF,19.0,2.0,370.0,14.1,0.649,0.639,0.286,1.7,10.9,6.3,12.4,1.0,0.7,9.5,16.7,0.7,0.0,0.7,0.087,0.9,-2.0,-1.1,0.1,
288.0,Corey Kispert,26.0,ATL,SF,7.0,3.0,124.0,10.9,0.544,0.625,0.25,3.5,10.7,7.0,9.8,1.9,0.0,11.6,20.3,0.0,0.1,0.1,0.029,-2.3,-1.7,-4.0,-0.1,
289.0,Jordan Hawkins,23.0,NOP,SG,35.0,0.0,493.0,5.0,0.424,0.55,0.107,3.0,10.9,6.9,6.9,0.8,1.4,11.1,16.8,-0.7,0.0,-0.7,-0.069,-4.6,-3.2,-7.8,-0.7,
290.0,Bones Hyland,25.0,MIN,PG,36.0,3.0,491.0,14.2,0.574,0.617,0.17,1.6,9.0,5.4,25.4,1.7,1.6,11.8,19.7,0.7,0.5,1.2,0.121,-0.1,0.4,0.4,0.3,
291.0,Will Riley,19.0,WAS,SF,35.0,0.0,489.0,9.8,0.506,0.384,0.274,5.6,9.7,7.7,11.1,1.5,0.7,13.6,18.2,-0.2,0.0,-0.1,-0.012,-3.2,-2.2,-5.4,-0.4,
292.0,Cam Thomas,24.0,BRK,SG,20.0,8.0,486.0,13.0,0.525,0.372,0.353,1.6,7.0,4.2,22.4,0.4,0.4,10.7,30.9,-0.1,0.0,0.0,-0.003,-0.6,-4.1,-4.8,-0.3,
293.0,Jonathan Kuminga,23.0,GSW,PF,20.0,13.0,476.0,12.5,0.543,0.273,0.34,6.7,20.6,13.6,15.7,0.8,1.1,17.1,23.9,-0.2,0.5,0.3,0.031,-2.4,-1.1,-3.6,-0.2,
294.0,Tidjane SalaÃ¼n,20.0,CHO,PF,29.0,0.0,475.0,13.5,0.642,0.507,0.224,5.3,24.2,15.0,7.8,1.1,1.3,12.5,14.9,0.6,0.5,1.1,0.112,-0.7,0.1,-0.5,0.2,
295.0,Jaden Ivey,23.0,DET,SG,28.0,2.0,475.0,13.2,0.577,0.497,0.193,3.5,10.1,6.9,14.0,1.3,2.3,12.5,20.1,0.4,0.6,1.0,0.104,0.1,0.3,0.4,0.3,
296.0,Justin Edwards,22.0,PHI,SF,33.0,5.0,474.0,9.0,0.518,0.658,0.116,3.4,8.3,5.8,11.0,2.1,1.5,12.0,15.5,0.0,0.5,0.5,0.05,-3.1,0.3,-2.8,-0.1,
297.0,Tre Mann,24.0,CHO,PG,28.0,1.0,473.0,9.0,0.473,0.516,0.076,4.6,11.4,8.1,19.7,1.4,0.6,14.2,23.9,-0.4,0.3,-0.1,-0.013,-3.5,-1.6,-5.1,-0.4,
298.0,Cole Anthony,25.0,MIL,PG,31.0,0.0,468.0,11.7,0.506,0.308,0.109,3.2,15.8,9.5,36.0,2.0,2.1,22.2,25.6,-0.6,0.5,-0.1,-0.015,-3.3,-0.4,-3.7,-0.2,
299.0,Taylor Hendricks,22.0,UTA,PF,31.0,6.0,466.0,11.0,0.599,0.538,0.256,6.4,16.0,11.1,6.0,1.3,1.7,11.5,13.0,0.4,0.1,0.5,0.048,-1.3,-1.7,-3.0,-0.1,
300.0,Jonas ValanÄiÅ«nas,33.0,DEN,C,34.0,2.0,460.0,21.6,0.628,0.063,0.314,12.4,27.0,20.0,14.9,0.7,4.0,13.6,25.9,0.9,0.6,1.5,0.155,0.3,-0.5,-0.2,0.2,
301.0,Rayan Rupert,21.0,POR,SG,39.0,0.0,459.0,5.8,0.427,0.469,0.106,4.0,11.5,7.7,8.1,2.2,0.4,11.3,11.8,-0.3,0.4,0.1,0.014,-5.6,0.6,-5.0,-0.3,
302.0,Gabe Vincent,29.0,LAL,PG,23.0,7.0,455.0,5.0,0.505,0.785,0.103,1.6,3.5,2.6,8.1,1.0,0.2,7.4,11.5,0.1,0.1,0.2,0.018,-4.2,-1.3,-5.5,-0.4,
303.0,Dwight Powell,34.0,DAL,C,31.0,6.0,454.0,12.1,0.703,0.0,1.234,9.6,17.4,13.7,8.5,1.7,2.0,18.1,8.2,0.8,0.6,1.4,0.153,-3.0,1.9,-1.1,0.1,
304.0,Domantas Sabonis,29.0,SAC,C,15.0,11.0,454.0,18.2,0.585,0.136,0.375,10.9,32.5,21.5,19.3,1.6,0.6,17.0,23.3,0.4,0.4,0.8,0.086,-0.3,-0.3,-0.6,0.2,
305.0,Zeke Nnaji,25.0,DEN,PF,33.0,2.0,453.0,12.1,0.59,0.354,0.354,6.0,16.7,11.6,5.4,1.4,3.4,10.9,14.2,0.4,0.4,0.9,0.092,-2.5,-0.3,-2.8,-0.1,
306.0,Dalton Knecht,24.0,LAL,SF,36.0,1.0,450.0,8.8,0.544,0.603,0.106,2.9,11.4,7.3,4.0,0.9,1.9,9.2,16.8,0.0,0.2,0.2,0.019,-2.6,-1.9,-4.5,-0.3,
307.0,Caleb Martin,30.0,DAL,SF,38.0,4.0,449.0,8.1,0.484,0.279,0.267,4.1,12.6,8.5,15.0,2.4,1.3,20.0,11.3,-0.2,0.6,0.5,0.049,-5.3,2.3,-3.0,-0.1,
308.0,Keaton Wallace,26.0,ATL,PG,36.0,2.0,440.0,11.3,0.548,0.617,0.083,0.7,10.8,5.7,23.3,2.2,1.0,13.8,15.2,0.2,0.4,0.6,0.07,-2.2,0.4,-1.8,0.0,
309.0,Karlo MatkoviÄ,24.0,NOP,PF,34.0,2.0,436.0,15.7,0.688,0.325,0.128,6.8,20.8,13.6,7.8,1.0,5.5,12.1,13.4,0.7,0.3,1.1,0.116,-0.3,0.1,-0.2,0.2,
310.0,Jericho Sims,27.0,MIL,C,31.0,4.0,434.0,9.2,0.822,0.0,0.265,10.2,19.1,14.7,5.8,0.7,1.1,35.4,8.6,0.3,0.3,0.7,0.074,-4.3,-1.0,-5.3,-0.4,
311.0,Kevin Love,37.0,UTA,PF,25.0,4.0,433.0,14.4,0.562,0.699,0.231,10.4,25.2,17.7,14.4,0.9,1.8,11.3,16.9,0.6,0.1,0.7,0.081,0.8,-1.4,-0.6,0.1,
312.0,Clint Capela,31.0,HOU,C,37.0,1.0,430.0,19.3,0.535,0.0,0.265,23.1,20.7,21.9,5.9,2.2,5.8,11.9,13.9,0.7,0.8,1.5,0.167,0.4,0.0,0.4,0.3,
313.0,Nolan TraorÃ©,19.0,BRK,PG,23.0,0.0,427.0,6.2,0.461,0.485,0.194,0.8,7.1,3.8,21.1,1.3,1.3,17.1,17.9,-0.5,0.2,-0.4,-0.04,-5.5,-1.9,-7.4,-0.6,
314.0,Jordan Miller,26.0,LAC,SF,23.0,0.0,422.0,16.3,0.646,0.381,0.421,5.4,13.2,9.4,12.9,1.9,0.9,12.8,18.0,0.8,0.3,1.1,0.125,1.3,-0.4,0.9,0.3,
315.0,Drew Eubanks,28.0,SAC,C,30.0,11.0,420.0,11.9,0.609,0.036,0.391,6.5,15.4,10.9,2.7,1.4,4.0,16.2,15.7,0.0,0.3,0.3,0.033,-3.7,-0.7,-4.4,-0.3,
316.0,Aaron Holiday,29.0,HOU,PG,30.0,1.0,420.0,9.8,0.567,0.69,0.2,1.1,5.6,3.3,9.5,1.5,0.9,11.7,17.7,0.4,0.3,0.8,0.086,-2.1,-0.5,-2.6,-0.1,
317.0,De'Anthony Melton,27.0,GSW,PG,20.0,0.0,417.0,14.1,0.544,0.476,0.251,3.2,11.2,7.1,14.5,3.2,2.4,12.3,24.0,0.0,0.6,0.6,0.067,-2.6,0.7,-1.9,0.0,
318.0,Tony Bradley,28.0,IND,C,38.0,3.0,416.0,13.3,0.604,0.019,0.406,13.8,13.7,13.8,7.1,0.7,1.5,12.0,14.4,0.7,0.3,1.0,0.11,-2.5,-1.5,-4.0,-0.2,
319.0,Kristaps PorziÅÄ£is,30.0,ATL,C,17.0,12.0,413.0,20.4,0.592,0.41,0.386,5.5,17.6,11.5,16.8,1.0,4.9,6.1,26.5,0.9,0.5,1.4,0.16,2.5,0.7,3.2,0.5,
320.0,Pat Spencer,29.0,GSW,PG,30.0,3.0,411.0,13.0,0.498,0.309,0.158,5.1,10.8,7.9,30.7,2.1,0.2,14.2,19.5,0.3,0.4,0.7,0.082,-1.5,0.4,-1.1,0.1,
321.0,Derrick Jones Jr.,28.0,LAC,SF,17.0,13.0,411.0,15.3,0.674,0.47,0.265,4.4,8.3,6.4,7.4,1.6,4.1,9.7,15.6,0.8,0.3,1.0,0.122,0.9,-0.2,0.7,0.3,
322.0,Christian Braun,24.0,DEN,SG,14.0,14.0,404.0,10.3,0.532,0.297,0.288,5.9,10.4,8.3,11.3,1.1,1.3,12.0,15.4,0.2,0.2,0.4,0.05,-2.3,-1.3,-3.6,-0.2,
323.0,Gui Santos,23.0,GSW,PF,35.0,3.0,403.0,10.8,0.598,0.646,0.242,7.1,15.5,11.2,11.7,1.8,1.6,19.2,14.2,0.2,0.5,0.7,0.082,-2.3,0.5,-1.8,0.0,
324.0,Jalen Wilson,25.0,BRK,PF,29.0,0.0,398.0,7.4,0.532,0.631,0.303,1.1,9.5,5.1,6.0,1.1,0.5,9.2,16.7,-0.1,0.1,0.1,0.007,-4.1,-2.1,-6.2,-0.4,
325.0,Noah Penda,21.0,ORL,SF,28.0,2.0,394.0,15.2,0.563,0.405,0.284,12.2,19.2,15.7,12.3,2.0,2.9,13.9,16.1,0.4,0.5,1.0,0.118,0.1,0.6,0.6,0.3,
326.0,Kenrich Williams,31.0,OKC,PF,26.0,0.0,384.0,15.6,0.605,0.488,0.138,6.3,16.5,11.6,14.4,1.9,1.0,9.7,16.3,0.6,0.7,1.4,0.171,1.3,1.2,2.5,0.4,
327.0,Landry Shamet,28.0,NYK,SG,19.0,6.0,383.0,13.9,0.656,0.739,0.348,2.0,7.6,4.7,7.3,1.3,1.3,5.7,15.4,0.9,0.2,1.1,0.14,1.5,-0.3,1.2,0.3,
328.0,Jaden Hardy,23.0,DAL,SG,31.0,4.0,381.0,10.5,0.547,0.641,0.193,3.2,8.4,5.8,9.6,0.9,0.4,11.7,24.6,-0.2,0.3,0.1,0.017,-2.2,-2.1,-4.3,-0.2,
329.0,Trayce Jackson-Davis,25.0,GSW,C,32.0,1.0,380.0,16.5,0.608,0.011,0.489,13.0,18.2,15.5,10.8,1.3,4.3,10.9,14.3,0.7,0.5,1.3,0.158,-0.6,0.4,-0.1,0.2,
330.0,Paul Reed,26.0,DET,C,31.0,6.0,378.0,21.4,0.621,0.154,0.246,17.5,21.6,19.6,14.7,3.5,5.0,18.2,19.1,0.6,0.9,1.5,0.193,0.7,2.8,3.4,0.5,
331.0,Jase Richardson,20.0,ORL,SG,30.0,0.0,374.0,13.3,0.601,0.396,0.224,4.7,8.6,6.6,15.4,1.0,0.5,11.4,18.7,0.5,0.2,0.7,0.092,-0.4,-1.3,-1.7,0.0,
332.0,John Konchar,29.0,MEM,SG,27.0,1.0,368.0,12.5,0.585,0.541,0.213,4.4,18.2,11.4,11.8,3.5,2.8,14.2,8.7,0.3,0.7,1.0,0.126,-1.8,4.2,2.4,0.4,
333.0,Dylan Cardwell,24.0,SAC,C,19.0,1.0,364.0,15.3,0.565,0.014,0.371,16.3,24.3,20.2,7.4,2.0,7.6,13.8,11.1,0.5,0.5,1.0,0.128,-3.3,1.3,-2.0,0.0,
334.0,Jonathan Isaac,28.0,ORL,PF,36.0,0.0,361.0,12.0,0.521,0.392,0.544,8.8,20.3,14.5,4.0,1.7,4.7,10.9,12.8,0.1,0.5,0.7,0.088,-2.6,0.8,-1.8,0.0,
335.0,GG Jackson II,21.0,MEM,PF,23.0,3.0,361.0,11.8,0.569,0.481,0.244,2.7,16.2,9.5,6.4,2.1,3.1,13.2,19.1,-0.1,0.5,0.4,0.055,-3.1,0.6,-2.5,0.0,
336.0,Bogdan BogdanoviÄ,33.0,LAC,SG,16.0,3.0,360.0,8.5,0.511,0.615,0.162,1.7,12.9,7.5,17.3,1.1,0.3,13.2,17.8,0.0,0.2,0.1,0.016,-2.7,-1.0,-3.8,-0.2,
337.0,Jeremiah Robinson-Earl,25.0,2TM,PF,21.0,3.0,358.0,9.7,0.468,0.41,0.18,10.4,20.3,15.2,5.8,1.2,0.2,9.2,14.0,0.0,0.3,0.3,0.044,-3.4,-1.6,-4.9,-0.3,
337.0,Jeremiah Robinson-Earl,25.0,IND,PF,17.0,3.0,300.0,8.8,0.443,0.398,0.169,11.0,20.8,15.7,5.5,1.1,0.3,10.1,13.9,-0.1,0.3,0.2,0.026,-3.6,-1.7,-5.3,-0.3,
337.0,Jeremiah Robinson-Earl,25.0,DAL,PF,4.0,0.0,58.0,14.3,0.586,0.471,0.235,7.6,17.7,12.8,7.1,1.6,0.0,5.1,14.3,0.1,0.1,0.2,0.139,-2.3,-0.8,-3.1,0.0,
338.0,Jeremy Sochan,22.0,SAS,PF,27.0,0.0,354.0,10.0,0.543,0.357,0.163,8.0,14.2,11.1,10.6,1.4,1.0,14.6,14.6,0.2,0.4,0.6,0.081,-3.5,0.3,-3.2,-0.1,
339.0,Cam Whitmore,21.0,WAS,SF,21.0,0.0,354.0,13.8,0.528,0.331,0.183,5.7,11.7,8.7,6.6,2.0,2.0,9.0,23.7,-0.1,0.1,0.1,0.007,-1.2,-2.0,-3.2,-0.1,
340.0,Asa Newell,20.0,ATL,PF,33.0,0.0,351.0,14.7,0.66,0.475,0.167,8.6,11.0,9.8,7.3,1.6,2.9,11.7,17.4,0.5,0.3,0.8,0.109,-0.7,-0.6,-1.3,0.1,
341.0,Branden Carlson,26.0,OKC,C,32.0,2.0,351.0,15.5,0.603,0.452,0.135,5.9,18.6,12.6,7.5,0.8,4.5,8.2,17.9,0.4,0.7,1.1,0.15,-0.3,0.3,-0.1,0.2,
342.0,Trendon Watford,25.0,PHI,PF,22.0,4.0,350.0,14.4,0.6,0.198,0.317,5.5,18.5,11.9,25.9,0.8,1.5,17.3,16.7,0.5,0.4,0.9,0.122,-0.9,0.6,-0.3,0.2,
343.0,Tyler Herro,26.0,MIA,SG,11.0,10.0,349.0,18.1,0.605,0.37,0.227,1.8,13.8,7.7,13.3,1.5,1.3,7.9,25.1,0.5,0.4,0.9,0.12,2.5,0.2,2.7,0.4,
344.0,Guerschon Yabusele,30.0,NYK,C,37.0,0.0,348.0,8.2,0.503,0.637,0.118,6.4,18.7,12.4,6.3,0.6,1.4,11.5,14.6,0.0,0.3,0.3,0.04,-3.2,-1.1,-4.3,-0.2,
345.0,Quenton Jackson,27.0,IND,PG,22.0,9.0,348.0,12.3,0.569,0.387,0.429,3.5,9.9,6.6,17.5,1.9,1.0,15.5,20.3,0.1,0.3,0.4,0.053,-2.2,0.5,-1.7,0.0,
346.0,Tristan Vukcevic,22.0,WAS,C,30.0,2.0,342.0,15.9,0.557,0.39,0.468,5.2,16.7,11.0,13.0,1.1,5.2,13.9,26.4,0.0,0.2,0.2,0.029,-1.5,-1.1,-2.6,-0.1,
347.0,Tyrese Proctor,21.0,CLE,PG,32.0,1.0,337.0,9.1,0.5,0.634,0.162,1.9,10.7,6.2,15.2,1.4,0.0,10.1,20.7,-0.1,0.2,0.2,0.027,-3.7,-1.3,-5.0,-0.3,
348.0,Liam McNeeley,20.0,CHO,SF,27.0,0.0,336.0,9.7,0.577,0.674,0.36,3.8,15.8,9.9,9.1,0.7,0.8,10.7,14.0,0.4,0.2,0.6,0.082,-1.8,-0.4,-2.2,0.0,
349.0,Josh Green,25.0,CHO,SG,21.0,0.0,334.0,10.4,0.591,0.75,0.079,7.3,7.6,7.4,8.4,1.9,0.5,11.3,11.2,0.4,0.2,0.6,0.088,-1.2,0.3,-0.9,0.1,
350.0,Kyle Anderson,32.0,UTA,SF,16.0,0.0,320.0,14.4,0.553,0.043,0.351,5.4,13.9,9.6,20.0,2.9,2.4,12.1,15.9,0.3,0.2,0.5,0.075,-1.1,0.8,-0.3,0.1,
351.0,Rob Dillingham,21.0,MIN,PG,32.0,0.0,312.0,6.5,0.409,0.233,0.15,1.8,11.8,6.9,24.4,2.6,0.8,18.4,23.5,-0.8,0.4,-0.4,-0.06,-7.5,-0.3,-7.8,-0.5,
352.0,Jett Howard,22.0,ORL,SF,28.0,0.0,308.0,10.7,0.516,0.634,0.146,3.5,10.8,7.2,11.0,0.6,1.1,4.4,18.7,0.2,0.2,0.4,0.067,-1.3,-1.6,-2.9,-0.1,
353.0,Ethan Thompson,26.0,IND,SG,19.0,5.0,305.0,6.9,0.479,0.691,0.185,3.7,8.8,6.1,11.7,1.6,1.4,12.0,13.8,-0.1,0.2,0.1,0.015,-4.3,0.3,-4.0,-0.2,
354.0,Moussa Cisse,23.0,DAL,C,26.0,1.0,302.0,16.3,0.608,0.0,0.82,17.8,23.4,20.7,2.7,1.4,8.6,20.2,14.5,0.2,0.6,0.8,0.133,-3.9,1.6,-2.3,0.0,
355.0,Nick Smith Jr.,21.0,LAL,SG,23.0,1.0,300.0,9.6,0.543,0.548,0.089,0.8,6.1,3.5,13.1,1.3,0.6,12.3,21.2,-0.1,0.1,0.0,0.002,-2.4,-2.4,-4.8,-0.2,
356.0,Jamison Battle,24.0,TOR,SF,34.0,2.0,299.0,11.6,0.686,0.585,0.11,3.7,15.5,9.5,6.4,0.8,0.7,13.1,14.1,0.3,0.3,0.6,0.099,-1.2,-0.4,-1.6,0.0,
357.0,Cam Christie,20.0,LAC,SG,29.0,0.0,294.0,10.6,0.524,0.424,0.459,4.1,16.2,10.3,8.3,1.4,0.6,10.5,17.2,0.0,0.2,0.2,0.038,-2.7,-1.6,-4.3,-0.2,
358.0,Julian Phillips,22.0,CHI,SF,30.0,2.0,291.0,9.4,0.535,0.587,0.08,7.5,7.2,7.3,3.1,2.4,1.8,7.2,12.1,0.1,0.2,0.4,0.061,-3.1,0.0,-3.1,-0.1,
359.0,Carter Bryant,20.0,SAS,PF,35.0,0.0,287.0,6.1,0.442,0.522,0.13,5.7,16.8,11.3,3.2,1.0,1.6,11.0,16.0,-0.3,0.4,0.0,0.004,-5.6,-1.2,-6.7,-0.3,
360.0,Dalen Terry,23.0,CHI,SG,28.0,0.0,284.0,11.2,0.525,0.436,0.141,5.8,12.1,9.0,13.6,3.0,2.4,16.2,14.7,0.0,0.3,0.3,0.053,-3.2,1.2,-2.0,0.0,
361.0,Zach Edey,23.0,MEM,C,11.0,11.0,284.0,20.6,0.669,0.051,0.327,16.2,29.1,22.7,6.6,1.2,7.0,18.8,20.0,0.4,0.5,0.9,0.155,-0.6,1.5,0.9,0.2,
362.0,Thomas Bryant,28.0,CLE,C,31.0,0.0,282.0,17.6,0.641,0.48,0.296,8.7,21.3,14.9,6.5,1.2,3.9,8.3,17.7,0.6,0.4,1.0,0.166,0.5,-0.3,0.1,0.1,
363.0,Terrence Shannon Jr.,25.0,MIN,SG,22.0,0.0,282.0,6.9,0.538,0.457,0.333,2.4,8.5,5.5,6.4,1.2,0.3,13.9,16.1,-0.1,0.2,0.2,0.027,-4.8,-0.9,-5.6,-0.2,
364.0,Jamaree Bouyea,26.0,PHO,PG,19.0,0.0,280.0,19.8,0.647,0.371,0.152,3.9,11.8,7.7,18.1,2.1,2.4,5.9,17.8,0.8,0.3,1.1,0.197,3.6,1.7,5.3,0.5,
365.0,Trae Young,27.0,ATL,PG,10.0,10.0,280.0,19.7,0.577,0.437,0.541,0.0,5.9,2.9,45.6,1.7,0.3,13.5,28.8,0.7,0.2,0.8,0.144,3.3,-2.0,1.3,0.2,
366.0,Kasparas JakuÄionis,19.0,MIA,PG,19.0,3.0,275.0,7.3,0.5,0.627,0.239,4.8,9.5,7.1,14.9,1.5,0.0,16.8,13.1,0.0,0.2,0.3,0.045,-3.9,0.4,-3.6,-0.1,
367.0,Larry Nance Jr.,33.0,CLE,PF,19.0,2.0,272.0,7.0,0.445,0.527,0.041,6.3,14.0,10.1,9.7,1.9,1.3,10.7,12.8,-0.1,0.3,0.2,0.037,-5.4,0.6,-4.8,-0.2,
368.0,Kelly Olynyk,34.0,SAS,C,28.0,0.0,267.0,13.1,0.569,0.528,0.417,7.4,14.0,10.7,17.5,2.3,0.3,15.8,16.0,0.3,0.4,0.7,0.121,-1.7,1.2,-0.5,0.1,
369.0,Ariel Hukporti,23.0,NYK,C,29.0,4.0,263.0,10.7,0.562,0.03,0.606,12.2,21.3,16.6,7.9,0.9,6.5,26.4,9.1,0.2,0.3,0.5,0.091,-4.0,1.5,-2.5,0.0,
370.0,Kobe Brown,26.0,LAC,PF,28.0,0.0,262.0,10.4,0.49,0.597,0.306,7.8,13.9,10.9,12.8,1.3,0.7,11.9,15.7,0.1,0.1,0.2,0.042,-1.7,-1.4,-3.1,-0.1,
371.0,Micah Potter,27.0,IND,C,15.0,2.0,262.0,13.9,0.647,0.691,0.441,5.1,19.6,12.1,11.3,0.7,1.3,11.0,14.7,0.5,0.2,0.7,0.129,-0.1,-0.4,-0.5,0.1,
372.0,Duop Reath,29.0,POR,C,32.0,0.0,258.0,10.7,0.613,0.743,0.081,4.1,11.9,8.0,5.4,0.9,2.8,8.4,13.2,0.3,0.2,0.5,0.096,-0.7,-0.2,-0.9,0.1,
373.0,Nick Richards,28.0,PHO,C,28.0,2.0,254.0,11.3,0.534,0.0,0.394,15.0,25.1,19.9,4.3,0.8,5.2,23.1,17.9,-0.2,0.4,0.2,0.042,-6.0,-0.7,-6.7,-0.3,
374.0,Jamir Watkins,24.0,WAS,SG,18.0,2.0,246.0,7.8,0.586,0.59,0.41,4.7,18.1,11.4,4.7,1.5,1.8,14.8,9.2,0.1,0.1,0.2,0.047,-5.5,-0.3,-5.8,-0.2,
375.0,Ousmane Dieng,22.0,OKC,C,22.0,0.0,243.0,11.2,0.581,0.527,0.081,2.8,12.4,7.9,10.7,0.2,2.8,7.3,14.7,0.3,0.4,0.6,0.123,-0.8,0.0,-0.8,0.1,
376.0,Julian Strawther,23.0,DEN,SG,23.0,1.0,240.0,9.1,0.504,0.43,0.43,1.0,13.9,7.8,10.5,1.0,0.4,8.9,20.5,-0.1,0.1,0.1,0.016,-4.6,-1.9,-6.5,-0.3,
377.0,Kevon Looney,29.0,NOP,C,17.0,6.0,237.0,13.0,0.455,0.191,0.17,17.6,22.6,20.0,13.4,1.2,3.3,13.7,10.3,0.3,0.2,0.4,0.087,-1.8,-0.8,-2.6,0.0,
378.0,Isaiah Livers,27.0,PHO,PF,23.0,0.0,234.0,8.3,0.515,0.721,0.14,6.0,14.6,10.2,8.1,2.1,2.4,18.0,10.0,0.0,0.3,0.3,0.07,-3.3,1.5,-1.9,0.0,
379.0,Jevon Carter,30.0,CHI,PG,21.0,0.0,233.0,12.3,0.58,0.753,0.108,2.3,7.2,4.8,10.5,2.4,0.0,9.3,19.4,0.1,0.2,0.3,0.061,-0.7,-0.5,-1.2,0.0,
380.0,Malaki Branham,22.0,WAS,SG,24.0,0.0,230.0,13.9,0.581,0.375,0.417,4.6,12.9,8.7,12.8,2.1,1.2,12.3,17.7,0.2,0.1,0.3,0.068,-1.4,-1.0,-2.4,0.0,
381.0,Maxi Kleber,34.0,LAL,PF,20.0,1.0,230.0,6.0,0.444,0.425,0.35,7.3,11.4,9.4,7.5,1.3,2.0,13.2,10.0,0.0,0.1,0.1,0.028,-5.0,-0.5,-5.5,-0.2,
382.0,Chris Paul,40.0,LAC,PG,16.0,0.0,228.0,8.2,0.413,0.536,0.036,3.2,11.0,7.2,31.7,2.4,0.0,22.0,14.2,-0.1,0.2,0.0,0.01,-4.0,-0.4,-4.4,-0.1,
383.0,Olivier-Maxence Prosper,23.0,MEM,PF,20.0,0.0,226.0,12.5,0.622,0.344,0.438,5.7,15.3,10.5,9.2,0.8,0.4,13.6,16.1,0.3,0.2,0.5,0.103,-1.9,-0.8,-2.7,0.0,
384.0,Christian Koloko,25.0,3TM,C,15.0,2.0,224.0,8.4,0.431,0.05,0.1,9.1,13.2,11.1,5.6,2.3,6.7,19.3,9.5,-0.2,0.4,0.2,0.042,-5.3,2.2,-3.2,-0.1,
384.0,Christian Koloko,25.0,LAL,C,2.0,0.0,6.0,-0.4,,,,0.0,19.1,9.8,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.018,-6.6,-1.7,-8.3,0.0,
384.0,Christian Koloko,25.0,MEM,C,11.0,2.0,195.0,9.0,0.394,0.029,0.114,10.4,13.4,11.9,6.5,2.4,6.3,16.0,9.2,-0.1,0.3,0.2,0.053,-4.8,2.1,-2.6,0.0,
