Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Added,Added,Unnamed: 26_level_0
Rk,Player,Age,Team,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add,Awards
233.0,Herbert Jones,27.0,NOP,SF,24.0,24.0,676.0,0.388,0.449,0.323,0.466,0.813,0.495,0.155,0.481,83.0,82.0,90.0,86.0,103.0,85.0,58.0,116.0,-32.0,-37.5,
234.0,Keon Ellis,26.0,SAC,SG,39.0,5.0,675.0,0.384,0.441,0.357,0.505,0.633,0.52,0.162,0.681,82.0,81.0,99.0,93.0,81.0,90.0,61.0,164.0,-14.2,-24.1,
235.0,Jarred Vanderbilt,26.0,LAL,PF,34.0,3.0,675.0,0.485,0.603,0.315,0.549,0.71,0.573,0.235,0.409,103.0,110.0,88.0,101.0,90.0,99.0,88.0,99.0,1.5,-2.1,
236.0,Bilal Coulibaly,21.0,WAS,SG,25.0,25.0,664.0,0.392,0.479,0.273,0.45,0.765,0.513,0.407,0.421,84.0,88.0,76.0,83.0,97.0,88.0,152.0,102.0,-39.3,-33.1,
237.0,Buddy Hield,33.0,GSW,SG,39.0,3.0,661.0,0.441,0.612,0.357,0.561,0.929,0.583,0.109,0.668,94.0,112.0,99.0,103.0,118.0,100.0,41.0,161.0,8.6,1.5,
238.0,Coby White,25.0,CHI,SG,23.0,20.0,657.0,0.455,0.568,0.352,0.547,0.788,0.597,0.383,0.526,97.0,104.0,98.0,101.0,100.0,103.0,143.0,127.0,2.1,12.1,
239.0,Tyrese Martin,26.0,BRK,SG,34.0,6.0,656.0,0.408,0.485,0.355,0.513,0.731,0.527,0.109,0.592,87.0,89.0,99.0,94.0,93.0,91.0,41.0,143.0,-14.8,-26.6,
240.0,Ja'Kobe Walter,21.0,TOR,SG,37.0,9.0,654.0,0.431,0.557,0.367,0.552,0.75,0.577,0.199,0.663,92.0,102.0,102.0,102.0,95.0,99.0,74.0,160.0,3.2,-1.6,
241.0,Goga Bitadze,26.0,ORL,C,39.0,1.0,652.0,0.688,0.725,0.2,0.695,0.731,0.714,0.369,0.071,147.0,132.0,56.0,128.0,93.0,123.0,138.0,17.0,42.7,43.7,
242.0,Ryan Nembhard,22.0,DAL,PG,32.0,17.0,650.0,0.452,0.482,0.397,0.523,0.727,0.529,0.05,0.356,96.0,88.0,111.0,96.0,93.0,91.0,19.0,86.0,-9.2,-22.9,
243.0,Isaiah Hartenstein,27.0,OKC,C,24.0,24.0,645.0,0.644,0.659,0.0,0.644,0.649,0.656,0.317,0.022,137.0,120.0,0.0,119.0,83.0,113.0,118.0,5.0,36.3,30.9,
244.0,Aaron Gordon,30.0,DEN,PF,23.0,20.0,642.0,0.509,0.577,0.4,0.586,0.789,0.632,0.399,0.385,108.0,105.0,111.0,108.0,100.0,109.0,149.0,93.0,23.1,33.3,
245.0,Nikola JoviÄ,22.0,MIA,PF,34.0,1.0,641.0,0.371,0.47,0.285,0.447,0.705,0.49,0.318,0.531,79.0,86.0,79.0,82.0,90.0,84.0,119.0,128.0,-47.4,-50.3,
246.0,Lonzo Ball,28.0,CLE,PG,30.0,3.0,636.0,0.304,0.464,0.271,0.416,0.7,0.436,0.124,0.826,65.0,85.0,75.0,77.0,89.0,75.0,46.0,199.0,-41.1,-49.2,
247.0,Micah Peavy,24.0,NOP,SG,39.0,1.0,627.0,0.4,0.484,0.257,0.448,0.733,0.46,0.075,0.37,85.0,88.0,72.0,82.0,93.0,79.0,28.0,89.0,-38.5,-49.9,
248.0,Ochai Agbaji,25.0,TOR,SG,38.0,13.0,627.0,0.422,0.569,0.188,0.458,0.889,0.495,0.163,0.386,90.0,104.0,52.0,84.0,113.0,85.0,61.0,93.0,-28.5,-30.5,
249.0,Brook Lopez,37.0,LAC,C,37.0,7.0,627.0,0.362,0.458,0.327,0.482,0.846,0.506,0.118,0.733,77.0,84.0,91.0,89.0,108.0,87.0,44.0,177.0,-27.3,-34.9,
250.0,Anthony Davis,32.0,DAL,PF,20.0,20.0,626.0,0.506,0.535,0.27,0.521,0.728,0.551,0.243,0.111,108.0,98.0,75.0,96.0,93.0,95.0,91.0,27.0,-15.2,-22.2,
251.0,Vince Williams Jr.,25.0,MEM,PG,29.0,11.0,625.0,0.346,0.419,0.298,0.435,0.829,0.469,0.161,0.604,74.0,76.0,83.0,80.0,105.0,81.0,60.0,146.0,-47.0,-51.8,
252.0,Sam Merrill,29.0,CLE,SG,24.0,15.0,619.0,0.47,0.535,0.455,0.654,0.882,0.676,0.148,0.813,100.0,98.0,127.0,120.0,112.0,116.0,55.0,196.0,50.9,46.6,
253.0,Jaxson Hayes,25.0,LAL,C,35.0,4.0,615.0,0.769,0.767,1.0,0.774,0.625,0.761,0.547,0.009,164.0,140.0,278.0,142.0,80.0,131.0,204.0,2.0,53.8,52.5,
254.0,Drake Powell,20.0,BRK,SG,32.0,6.0,614.0,0.451,0.585,0.313,0.528,0.892,0.572,0.228,0.494,96.0,107.0,87.0,97.0,113.0,99.0,85.0,119.0,-5.2,-3.0,
255.0,Caris LeVert,31.0,DET,SG,31.0,0.0,612.0,0.431,0.519,0.34,0.515,0.679,0.541,0.26,0.49,92.0,95.0,95.0,95.0,86.0,93.0,97.0,118.0,-11.8,-17.9,
256.0,Daniel Gafford,27.0,DAL,C,29.0,20.0,602.0,0.629,0.629,,0.629,0.761,0.67,0.479,0.0,134.0,115.0,,116.0,97.0,115.0,179.0,0.0,23.8,30.2,
257.0,Luka Garza,27.0,BOS,C,36.0,1.0,597.0,0.588,0.641,0.472,0.662,0.813,0.699,0.376,0.312,125.0,117.0,131.0,122.0,103.0,120.0,141.0,75.0,40.1,46.9,
258.0,Mitchell Robinson,27.0,NYK,C,31.0,13.0,597.0,0.677,0.677,,0.677,0.377,0.629,0.552,0.0,144.0,124.0,,125.0,48.0,108.0,206.0,0.0,25.6,11.5,
259.0,Jaylen Clark,24.0,MIN,SG,42.0,0.0,590.0,0.433,0.537,0.288,0.493,0.647,0.526,0.362,0.418,92.0,98.0,80.0,91.0,82.0,91.0,135.0,101.0,-14.3,-17.8,
260.0,Jalen Pickett,26.0,DEN,SG,31.0,13.0,586.0,0.435,0.463,0.411,0.544,0.909,0.558,0.065,0.529,93.0,85.0,114.0,100.0,116.0,96.0,24.0,128.0,0.1,-8.0,
261.0,Jalen Suggs,24.0,ORL,PG,23.0,23.0,584.0,0.471,0.621,0.331,0.556,0.857,0.601,0.272,0.518,100.0,113.0,92.0,102.0,109.0,104.0,102.0,125.0,6.5,11.8,
262.0,Hugo GonzÃ¡lez,19.0,BOS,SF,39.0,2.0,583.0,0.512,0.611,0.382,0.594,0.529,0.595,0.134,0.433,109.0,112.0,106.0,109.0,67.0,102.0,50.0,104.0,12.9,3.9,
263.0,Alex Caruso,31.0,OKC,SG,32.0,0.0,582.0,0.417,0.6,0.301,0.509,0.821,0.538,0.167,0.613,89.0,110.0,84.0,94.0,104.0,93.0,62.0,148.0,-11.7,-15.4,
264.0,Daniss Jenkins,24.0,DET,PG,35.0,7.0,572.0,0.429,0.452,0.396,0.509,0.792,0.545,0.235,0.403,91.0,83.0,110.0,94.0,101.0,94.0,88.0,97.0,-15.8,-17.5,
265.0,Adem Bona,22.0,PHI,C,34.0,3.0,571.0,0.593,0.605,0.4,0.605,0.672,0.644,0.753,0.062,126.0,111.0,111.0,111.0,86.0,111.0,281.0,15.0,9.9,13.8,
266.0,Isaiah Jackson,24.0,IND,C,33.0,14.0,569.0,0.583,0.587,0.0,0.583,0.708,0.618,0.43,0.007,124.0,107.0,0.0,107.0,90.0,106.0,161.0,2.0,11.8,13.5,
267.0,Ja Morant,26.0,MEM,PG,20.0,20.0,569.0,0.41,0.473,0.235,0.441,0.897,0.521,0.363,0.264,87.0,86.0,66.0,81.0,114.0,90.0,136.0,64.0,-66.2,-44.6,
268.0,T.J. McConnell,33.0,IND,PG,33.0,0.0,568.0,0.529,0.56,0.314,0.549,0.923,0.559,0.047,0.126,113.0,102.0,88.0,101.0,117.0,96.0,17.0,30.0,2.7,-12.4,
269.0,Bryce McGowens,23.0,NOP,SG,29.0,11.0,563.0,0.477,0.5,0.436,0.556,0.761,0.606,0.438,0.359,102.0,91.0,122.0,102.0,97.0,104.0,164.0,87.0,3.6,9.1,
270.0,Nae'Qwan Tomlin,25.0,CLE,PF,35.0,2.0,561.0,0.475,0.621,0.215,0.514,0.718,0.54,0.215,0.359,101.0,113.0,60.0,94.0,91.0,93.0,81.0,87.0,-10.8,-16.1,
271.0,Jaylin Williams,23.0,OKC,PF,31.0,4.0,558.0,0.365,0.576,0.304,0.483,0.732,0.521,0.277,0.777,78.0,105.0,85.0,89.0,93.0,90.0,104.0,187.0,-17.9,-19.8,
272.0,Cody Williams,21.0,UTA,SG,32.0,9.0,557.0,0.463,0.589,0.228,0.503,0.571,0.511,0.128,0.348,99.0,108.0,64.0,93.0,73.0,88.0,48.0,84.0,-13.3,-24.1,
273.0,Danny Wolf,21.0,BRK,PF,29.0,4.0,553.0,0.399,0.426,0.367,0.482,0.824,0.514,0.172,0.455,85.0,78.0,102.0,89.0,105.0,89.0,64.0,110.0,-24.3,-28.3,
274.0,Gary Payton II,33.0,GSW,SG,43.0,1.0,549.0,0.542,0.636,0.292,0.582,0.571,0.584,0.079,0.271,116.0,116.0,81.0,107.0,73.0,101.0,30.0,65.0,13.5,1.3,
275.0,Tari Eason,24.0,HOU,PF,23.0,9.0,546.0,0.475,0.482,0.466,0.585,0.615,0.591,0.12,0.475,101.0,88.0,130.0,108.0,78.0,102.0,45.0,115.0,18.0,4.8,
276.0,Jakob Poeltl,30.0,TOR,C,21.0,21.0,531.0,0.693,0.693,,0.693,0.596,0.691,0.37,0.0,148.0,127.0,,127.0,76.0,119.0,138.0,0.0,37.9,32.5,
277.0,Jared McCain,21.0,PHI,SG,31.0,1.0,519.0,0.354,0.382,0.323,0.431,0.88,0.461,0.128,0.477,75.0,70.0,90.0,79.0,112.0,79.0,48.0,115.0,-44.1,-49.2,
278.0,Jrue Holiday,35.0,POR,PG,18.0,16.0,519.0,0.45,0.545,0.361,0.543,0.813,0.565,0.139,0.515,96.0,100.0,101.0,100.0,103.0,97.0,52.0,124.0,-0.2,-7.6,
279.0,Tyler Kolek,24.0,NYK,PG,39.0,1.0,518.0,0.43,0.505,0.329,0.5,0.688,0.511,0.089,0.425,92.0,92.0,92.0,92.0,87.0,88.0,33.0,102.0,-15.7,-26.0,
280.0,Josh Minott,23.0,BOS,PF,29.0,10.0,510.0,0.504,0.586,0.438,0.626,0.769,0.646,0.198,0.557,107.0,107.0,122.0,115.0,98.0,111.0,74.0,134.0,21.5,18.6,
281.0,Jabari Walker,23.0,PHI,PF,40.0,6.0,509.0,0.417,0.547,0.246,0.47,0.727,0.515,0.333,0.432,89.0,100.0,68.0,86.0,93.0,89.0,125.0,104.0,-19.5,-19.7,
282.0,Al Horford,39.0,GSW,C,26.0,1.0,509.0,0.391,0.489,0.351,0.516,1.0,0.534,0.068,0.708,83.0,89.0,98.0,95.0,127.0,92.0,26.0,171.0,-9.1,-15.6,
283.0,Gary Harris,31.0,MIL,SG,34.0,2.0,505.0,0.485,0.5,0.476,0.632,0.889,0.653,0.132,0.618,103.0,91.0,133.0,116.0,113.0,113.0,49.0,149.0,12.1,10.4,
284.0,Baylor Scheierman,25.0,BOS,SG,39.0,3.0,503.0,0.462,0.6,0.423,0.626,0.8,0.633,0.055,0.78,98.0,110.0,118.0,115.0,102.0,109.0,21.0,188.0,15.0,9.8,
285.0,Johnny Furphy,21.0,IND,SG,28.0,14.0,500.0,0.492,0.607,0.368,0.581,0.464,0.576,0.237,0.483,105.0,111.0,103.0,107.0,59.0,99.0,89.0,117.0,8.7,-1.3,
286.0,Robert Williams,28.0,POR,C,31.0,1.0,497.0,0.726,0.782,0.25,0.739,0.75,0.749,0.212,0.106,155.0,143.0,70.0,136.0,95.0,129.0,79.0,26.0,44.1,41.5,
287.0,D'Angelo Russell,29.0,DAL,PG,26.0,3.0,495.0,0.405,0.508,0.295,0.476,0.717,0.511,0.259,0.483,86.0,93.0,82.0,88.0,91.0,88.0,97.0,116.0,-31.3,-36.0,
288.0,Corey Kispert,26.0,2TM,SF,26.0,5.0,494.0,0.467,0.623,0.377,0.587,0.783,0.62,0.275,0.635,100.0,114.0,105.0,108.0,100.0,107.0,103.0,153.0,14.4,14.6,
288.0,Corey Kispert,26.0,WAS,SF,19.0,2.0,370.0,0.496,0.674,0.395,0.622,0.765,0.649,0.286,0.639,106.0,123.0,110.0,114.0,97.0,112.0,107.0,154.0,18.6,18.5,
288.0,Corey Kispert,26.0,ATL,SF,7.0,3.0,124.0,0.396,0.5,0.333,0.5,0.833,0.544,0.25,0.625,84.0,91.0,93.0,92.0,106.0,94.0,93.0,151.0,-4.2,-3.9,
289.0,Jordan Hawkins,23.0,NOP,SG,35.0,0.0,493.0,0.32,0.342,0.301,0.402,0.778,0.424,0.107,0.55,68.0,63.0,84.0,74.0,99.0,73.0,40.0,133.0,-47.8,-55.4,
290.0,Bones Hyland,25.0,MIN,PG,36.0,3.0,491.0,0.447,0.597,0.353,0.556,0.719,0.574,0.17,0.617,95.0,109.0,98.0,102.0,91.0,99.0,64.0,149.0,4.6,-2.6,
291.0,Will Riley,19.0,WAS,SF,35.0,0.0,489.0,0.409,0.505,0.254,0.457,0.8,0.506,0.274,0.384,87.0,92.0,71.0,84.0,102.0,87.0,103.0,93.0,-28.3,-27.4,
292.0,Cam Thomas,24.0,BRK,SG,20.0,8.0,486.0,0.395,0.431,0.333,0.457,0.851,0.525,0.353,0.372,84.0,79.0,93.0,84.0,108.0,91.0,132.0,90.0,-46.3,-33.9,
293.0,Jonathan Kuminga,23.0,GSW,PF,20.0,13.0,476.0,0.454,0.504,0.321,0.497,0.742,0.543,0.34,0.273,97.0,92.0,89.0,91.0,94.0,93.0,127.0,66.0,-18.0,-17.0,
294.0,Tidjane SalaÃ¼n,20.0,CHO,PF,29.0,0.0,475.0,0.515,0.591,0.441,0.627,0.7,0.642,0.224,0.507,110.0,108.0,123.0,115.0,89.0,111.0,84.0,122.0,22.3,18.1,
295.0,Jaden Ivey,23.0,DET,SG,28.0,2.0,475.0,0.46,0.553,0.366,0.551,0.778,0.577,0.193,0.497,98.0,101.0,102.0,101.0,99.0,99.0,72.0,120.0,2.6,-1.5,
296.0,Justin Edwards,22.0,PHI,SF,33.0,5.0,474.0,0.384,0.48,0.333,0.493,0.882,0.518,0.116,0.658,82.0,88.0,93.0,91.0,112.0,89.0,44.0,159.0,-14.8,-19.2,
297.0,Tre Mann,24.0,CHO,PG,28.0,1.0,473.0,0.372,0.426,0.322,0.455,0.882,0.473,0.076,0.516,79.0,78.0,90.0,84.0,112.0,81.0,28.0,124.0,-39.5,-49.6,
298.0,Cole Anthony,25.0,MIL,PG,31.0,0.0,468.0,0.448,0.504,0.323,0.498,0.591,0.506,0.109,0.308,95.0,92.0,90.0,92.0,75.0,87.0,41.0,74.0,-18.6,-31.6,
299.0,Taylor Hendricks,22.0,UTA,PF,31.0,6.0,466.0,0.47,0.593,0.365,0.568,0.767,0.599,0.256,0.538,100.0,108.0,102.0,105.0,98.0,103.0,96.0,130.0,5.8,4.8,
300.0,Jonas ValanÄiÅ«nas,33.0,DEN,C,34.0,2.0,460.0,0.585,0.608,0.231,0.592,0.785,0.628,0.314,0.063,125.0,111.0,64.0,109.0,100.0,108.0,117.0,15.0,19.9,22.4,
301.0,Rayan Rupert,21.0,POR,SG,39.0,0.0,459.0,0.354,0.433,0.264,0.416,0.583,0.427,0.106,0.469,75.0,79.0,74.0,76.0,74.0,74.0,40.0,113.0,-28.9,-36.3,
302.0,Gabe Vincent,29.0,LAL,PG,23.0,7.0,455.0,0.336,0.217,0.369,0.481,0.909,0.505,0.103,0.785,72.0,40.0,103.0,89.0,116.0,87.0,38.0,189.0,-13.4,-16.9,
303.0,Dwight Powell,34.0,DAL,C,31.0,6.0,454.0,0.681,0.681,,0.681,0.655,0.703,1.234,0.0,145.0,124.0,,125.0,83.0,121.0,461.0,0.0,12.9,17.8,
304.0,Domantas Sabonis,29.0,SAC,C,15.0,11.0,454.0,0.528,0.579,0.208,0.543,0.742,0.585,0.375,0.136,113.0,106.0,58.0,100.0,94.0,101.0,140.0,33.0,-0.4,1.9,
305.0,Zeke Nnaji,25.0,DEN,PF,33.0,2.0,453.0,0.487,0.603,0.275,0.535,0.825,0.59,0.354,0.354,104.0,110.0,77.0,98.0,105.0,102.0,132.0,85.0,-1.9,2.4,
306.0,Dalton Knecht,24.0,LAL,SF,36.0,1.0,450.0,0.437,0.617,0.319,0.533,0.688,0.544,0.106,0.603,93.0,113.0,89.0,98.0,87.0,94.0,40.0,145.0,-3.2,-11.5,
307.0,Caleb Martin,30.0,DAL,SF,38.0,4.0,449.0,0.43,0.516,0.208,0.459,0.609,0.484,0.267,0.279,92.0,94.0,58.0,84.0,77.0,83.0,100.0,67.0,-14.5,-18.6,
308.0,Keaton Wallace,26.0,ATL,PG,36.0,2.0,440.0,0.421,0.451,0.402,0.545,0.545,0.548,0.083,0.617,90.0,82.0,112.0,100.0,69.0,94.0,31.0,149.0,0.4,-9.0,
309.0,Karlo MatkoviÄ,24.0,NOP,PF,34.0,2.0,436.0,0.624,0.722,0.421,0.692,0.533,0.688,0.128,0.325,133.0,132.0,117.0,127.0,68.0,118.0,48.0,78.0,34.8,26.5,
310.0,Jericho Sims,27.0,MIL,C,31.0,4.0,434.0,0.837,0.837,,0.837,0.615,0.822,0.265,0.0,178.0,153.0,,154.0,78.0,142.0,99.0,0.0,28.7,26.5,
311.0,Kevin Love,37.0,UTA,PF,25.0,4.0,433.0,0.399,0.488,0.36,0.524,0.818,0.562,0.231,0.699,85.0,89.0,100.0,96.0,104.0,97.0,86.0,169.0,-5.5,-5.9,
312.0,Clint Capela,31.0,HOU,C,37.0,1.0,430.0,0.531,0.531,,0.531,0.5,0.535,0.265,0.0,113.0,97.0,,98.0,64.0,92.0,99.0,0.0,-2.9,-11.5,
313.0,Nolan TraorÃ©,19.0,BRK,PG,23.0,0.0,427.0,0.343,0.362,0.323,0.422,0.808,0.461,0.194,0.485,73.0,66.0,90.0,78.0,103.0,79.0,73.0,117.0,-32.7,-34.9,
314.0,Jordan Miller,26.0,LAC,SF,23.0,0.0,422.0,0.516,0.59,0.396,0.591,0.83,0.646,0.421,0.381,110.0,108.0,110.0,109.0,106.0,111.0,157.0,92.0,12.0,19.6,
315.0,Drew Eubanks,28.0,SAC,C,30.0,11.0,420.0,0.6,0.613,0.25,0.605,0.558,0.609,0.391,0.036,128.0,112.0,70.0,111.0,71.0,105.0,146.0,9.0,13.4,7.3,
316.0,Aaron Holiday,29.0,HOU,PG,30.0,1.0,420.0,0.4,0.444,0.38,0.531,0.862,0.567,0.2,0.69,85.0,81.0,106.0,98.0,110.0,98.0,75.0,166.0,-3.7,-4.2,
317.0,De'Anthony Melton,27.0,GSW,PG,20.0,0.0,417.0,0.433,0.551,0.303,0.505,0.787,0.544,0.251,0.476,92.0,101.0,84.0,93.0,100.0,94.0,94.0,115.0,-14.4,-15.1,
318.0,Tony Bradley,28.0,IND,C,38.0,3.0,416.0,0.557,0.558,0.5,0.561,0.744,0.604,0.406,0.019,119.0,102.0,139.0,103.0,95.0,104.0,152.0,5.0,3.7,6.0,
319.0,Kristaps PorziÅÄ£is,30.0,ATL,C,17.0,12.0,413.0,0.457,0.524,0.36,0.531,0.84,0.592,0.386,0.41,97.0,96.0,100.0,98.0,107.0,102.0,144.0,99.0,-5.4,5.8,
320.0,Pat Spencer,29.0,GSW,PG,30.0,3.0,411.0,0.408,0.429,0.362,0.464,0.875,0.498,0.158,0.309,87.0,78.0,101.0,85.0,111.0,86.0,59.0,75.0,-24.3,-26.7,
321.0,Derrick Jones Jr.,28.0,LAC,SF,17.0,13.0,411.0,0.556,0.694,0.4,0.65,0.774,0.674,0.265,0.47,118.0,127.0,111.0,119.0,98.0,116.0,99.0,113.0,24.8,24.3,
322.0,Christian Braun,24.0,DEN,SG,14.0,14.0,404.0,0.459,0.564,0.212,0.491,0.75,0.532,0.288,0.297,98.0,103.0,59.0,90.0,95.0,92.0,108.0,72.0,-11.7,-12.2,
323.0,Gui Santos,23.0,GSW,PF,35.0,3.0,403.0,0.465,0.657,0.359,0.581,0.667,0.598,0.242,0.646,99.0,120.0,100.0,107.0,85.0,103.0,91.0,156.0,7.3,3.8,
324.0,Jalen Wilson,25.0,BRK,PF,29.0,0.0,398.0,0.377,0.422,0.351,0.488,0.757,0.532,0.303,0.631,80.0,77.0,98.0,90.0,96.0,92.0,113.0,152.0,-13.7,-13.6,
325.0,Noah Penda,21.0,ORL,SF,28.0,2.0,394.0,0.457,0.464,0.447,0.547,0.606,0.563,0.284,0.405,97.0,85.0,124.0,101.0,77.0,97.0,106.0,98.0,0.9,-4.5,
326.0,Kenrich Williams,31.0,OKC,PF,26.0,0.0,384.0,0.52,0.667,0.367,0.61,0.471,0.605,0.138,0.488,111.0,122.0,102.0,112.0,60.0,104.0,52.0,118.0,16.2,6.5,
327.0,Landry Shamet,28.0,NYK,SG,19.0,6.0,383.0,0.461,0.533,0.435,0.622,0.775,0.656,0.348,0.739,98.0,97.0,121.0,114.0,99.0,113.0,130.0,178.0,17.9,20.0,
328.0,Jaden Hardy,23.0,DAL,SG,31.0,4.0,381.0,0.398,0.446,0.371,0.517,0.8,0.547,0.193,0.641,85.0,82.0,103.0,95.0,102.0,94.0,72.0,155.0,-9.8,-13.0,
329.0,Trayce Jackson-Davis,25.0,GSW,C,32.0,1.0,380.0,0.596,0.591,1.0,0.601,0.565,0.608,0.489,0.011,127.0,108.0,278.0,111.0,72.0,105.0,183.0,3.0,10.8,6.4,
330.0,Paul Reed,26.0,DET,C,31.0,6.0,378.0,0.592,0.636,0.35,0.619,0.563,0.621,0.246,0.154,126.0,116.0,97.0,114.0,72.0,107.0,92.0,37.0,19.6,11.7,
331.0,Jase Richardson,20.0,ORL,SG,30.0,0.0,374.0,0.5,0.556,0.415,0.582,0.7,0.601,0.224,0.396,107.0,102.0,116.0,107.0,89.0,104.0,84.0,95.0,10.3,6.1,
332.0,John Konchar,29.0,MEM,SG,27.0,1.0,368.0,0.492,0.714,0.303,0.574,0.615,0.585,0.213,0.541,105.0,131.0,84.0,106.0,78.0,101.0,80.0,131.0,3.7,0.5,
333.0,Dylan Cardwell,24.0,SAC,C,19.0,1.0,364.0,0.557,0.565,0.0,0.557,0.538,0.565,0.371,0.014,119.0,103.0,0.0,102.0,68.0,97.0,139.0,3.0,1.9,-2.6,
334.0,Jonathan Isaac,28.0,ORL,PF,36.0,0.0,361.0,0.443,0.604,0.194,0.481,0.605,0.521,0.544,0.392,94.0,110.0,54.0,88.0,77.0,90.0,203.0,95.0,-9.9,-11.7,
335.0,GG Jackson II,21.0,MEM,PF,23.0,3.0,361.0,0.466,0.618,0.302,0.538,0.75,0.569,0.244,0.481,99.0,113.0,84.0,99.0,95.0,98.0,91.0,116.0,-1.5,-3.5,
336.0,Bogdan BogdanoviÄ,33.0,LAC,SG,16.0,3.0,360.0,0.376,0.444,0.333,0.479,0.842,0.511,0.162,0.615,80.0,81.0,93.0,88.0,107.0,88.0,61.0,148.0,-15.2,-17.6,
337.0,Jeremiah Robinson-Earl,25.0,2TM,PF,21.0,3.0,358.0,0.37,0.458,0.244,0.42,0.944,0.468,0.18,0.41,79.0,84.0,68.0,77.0,120.0,81.0,67.0,99.0,-24.8,-24.3,
337.0,Jeremiah Robinson-Earl,25.0,IND,PF,17.0,3.0,300.0,0.349,0.42,0.242,0.398,0.929,0.443,0.169,0.398,74.0,77.0,68.0,73.0,118.0,76.0,63.0,96.0,-24.3,-24.5,
337.0,Jeremiah Robinson-Earl,25.0,DAL,PF,4.0,0.0,58.0,0.471,0.667,0.25,0.529,1.0,0.586,0.235,0.471,100.0,122.0,70.0,97.0,127.0,101.0,88.0,114.0,-0.5,0.2,
338.0,Jeremy Sochan,22.0,SAS,PF,27.0,0.0,354.0,0.48,0.603,0.257,0.526,0.688,0.543,0.163,0.357,102.0,110.0,72.0,97.0,87.0,93.0,61.0,86.0,-3.6,-8.0,
339.0,Cam Whitmore,21.0,WAS,SF,21.0,0.0,354.0,0.456,0.54,0.286,0.503,0.742,0.528,0.183,0.331,97.0,99.0,80.0,93.0,94.0,91.0,69.0,80.0,-13.8,-19.1,
340.0,Asa Newell,20.0,ATL,PF,33.0,0.0,351.0,0.558,0.667,0.439,0.663,0.55,0.66,0.167,0.475,119.0,122.0,122.0,122.0,70.0,114.0,62.0,115.0,28.5,20.5,
341.0,Branden Carlson,26.0,OKC,C,32.0,2.0,351.0,0.524,0.667,0.351,0.603,0.529,0.603,0.135,0.452,112.0,122.0,98.0,111.0,67.0,104.0,50.0,109.0,15.0,6.0,
342.0,Trendon Watford,25.0,PHI,PF,22.0,4.0,350.0,0.525,0.556,0.4,0.564,0.75,0.6,0.317,0.198,112.0,102.0,111.0,104.0,95.0,103.0,118.0,48.0,4.2,4.4,
343.0,Tyler Herro,26.0,MIA,SG,11.0,10.0,349.0,0.497,0.579,0.358,0.564,0.902,0.605,0.227,0.37,106.0,106.0,100.0,104.0,115.0,104.0,85.0,89.0,7.2,9.9,
344.0,Guerschon Yabusele,30.0,NYK,C,37.0,0.0,348.0,0.392,0.541,0.308,0.49,0.667,0.503,0.118,0.637,84.0,99.0,86.0,90.0,85.0,87.0,44.0,154.0,-10.9,-16.6,
345.0,Quenton Jackson,27.0,IND,PG,22.0,9.0,348.0,0.437,0.479,0.37,0.508,0.784,0.569,0.429,0.387,93.0,88.0,103.0,94.0,100.0,98.0,160.0,93.0,-8.4,-3.2,
346.0,Tristan Vukcevic,22.0,WAS,C,30.0,2.0,342.0,0.455,0.617,0.2,0.494,0.764,0.557,0.468,0.39,97.0,113.0,56.0,91.0,97.0,96.0,175.0,94.0,-15.5,-8.6,
347.0,Tyrese Proctor,21.0,CLE,PG,32.0,1.0,337.0,0.366,0.442,0.322,0.468,0.826,0.5,0.162,0.634,78.0,81.0,90.0,86.0,105.0,86.0,61.0,153.0,-21.4,-24.6,
348.0,Liam McNeeley,20.0,CHO,SF,27.0,0.0,336.0,0.395,0.429,0.379,0.523,0.806,0.577,0.36,0.674,84.0,78.0,106.0,96.0,103.0,99.0,135.0,163.0,-3.5,-0.7,
349.0,Josh Green,25.0,CHO,SG,21.0,0.0,334.0,0.434,0.526,0.404,0.586,0.667,0.591,0.079,0.75,93.0,96.0,112.0,108.0,85.0,102.0,30.0,181.0,6.4,1.7,
350.0,Kyle Anderson,32.0,UTA,SF,16.0,0.0,320.0,0.521,0.522,0.5,0.532,0.606,0.553,0.351,0.043,111.0,95.0,139.0,98.0,77.0,95.0,131.0,10.0,-2.2,-6.0,
351.0,Rob Dillingham,21.0,MIN,PG,32.0,0.0,312.0,0.338,0.333,0.355,0.38,0.75,0.409,0.15,0.233,72.0,61.0,99.0,70.0,95.0,70.0,56.0,56.0,-43.6,-48.6,
352.0,Jett Howard,22.0,ORL,SF,28.0,0.0,308.0,0.374,0.444,0.333,0.48,0.944,0.516,0.146,0.634,80.0,81.0,93.0,88.0,120.0,89.0,55.0,153.0,-15.8,-17.0,
