Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
123,Trey Lyles,PF,27,SAC,7,0,118,6.7,15.8,.425,3.6,10.7,.333,3.2,5.1,.615,1.2,2.0,.600,3.6,12.3,15.8,2.0,0.8,0.0,1.2,4.8,18.2,,118,112
124,Terance Mann,SG,26,LAC,5,0,133,6.9,12.1,.576,3.3,6.9,.474,3.7,5.1,.714,2.2,3.3,.667,2.6,3.3,5.8,4.0,1.5,0.4,3.3,6.2,19.4,,125,126
125,Caleb Martin,SF,27,MIA,23,4,694,8.0,15.1,.529,3.2,7.6,.423,4.8,7.5,.637,2.1,2.6,.829,2.0,7.2,9.1,2.6,1.5,0.7,1.8,4.0,21.3,,125,113
126,Wesley Matthews,SF,36,MIL,2,0,41,4.6,10.3,.444,4.6,8.0,.571,0.0,2.3,.000,0.0,0.0,,1.1,2.3,3.4,1.1,2.3,1.1,0.0,3.4,13.8,,139,118
127,Tyrese Maxey,SG,22,PHI,11,11,423,10.2,23.8,.427,4.2,10.6,.400,6.0,13.3,.449,3.5,3.8,.903,1.1,5.5,6.6,3.1,1.9,0.6,1.0,3.2,28.1,,116,114
128,Miles McBride,PG,22,NYK,8,0,20,2.6,10.4,.250,2.6,7.8,.333,0.0,2.6,.000,0.0,0.0,,0.0,5.2,5.2,2.6,0.0,2.6,0.0,2.6,7.8,,98,111
129,Jalen McDaniels,SF,25,PHI,8,0,102,4.1,10.3,.400,1.5,4.6,.333,2.6,5.7,.455,0.0,0.0,,1.5,6.7,8.2,2.6,0.5,0.0,1.5,4.1,9.8,,99,118
130,Jordan McLaughlin,PG,26,MIN,2,0,14,0.0,14.6,.000,0.0,7.3,.000,0.0,7.3,.000,0.0,0.0,,0.0,7.3,7.3,7.3,0.0,0.0,0.0,7.3,0.0,,31,123
131,De'Anthony Melton,SG,24,PHI,11,0,274,5.9,15.5,.383,3.6,9.4,.388,2.3,6.1,.375,1.2,1.5,.750,2.7,4.2,6.9,3.5,2.5,1.7,1.5,3.8,16.7,,111,112
132,Chimezie Metu,PF,25,SAC,3,0,6,0.0,7.8,.000,0.0,0.0,,0.0,7.8,.000,15.6,23.4,.667,7.8,0.0,7.8,0.0,0.0,0.0,7.8,0.0,15.6,,80,122
133,Khris Middleton,SF,31,MIL,5,5,173,10.9,23.4,.465,3.5,8.7,.406,7.3,14.7,.500,7.1,8.2,.867,1.9,6.8,8.7,8.4,0.8,0.0,4.6,4.1,32.3,,117,121
134,Patty Mills,PG,34,BRK,1,0,5,0.0,21.4,.000,0.0,21.4,.000,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7,0.0,,0,125
135,Shake Milton,SG,26,PHI,6,0,21,7.5,12.5,.600,0.0,2.5,.000,7.5,10.0,.750,5.0,5.0,1.000,0.0,7.5,7.5,5.0,5.0,0.0,2.5,7.5,20.0,,127,107
136,Josh Minott,SF,20,MIN,1,0,6,0.0,8.5,.000,0.0,8.5,.000,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,17.0,8.5,8.5,8.5,0.0,,0,78
137,Davion Mitchell,PG,24,SAC,7,0,140,6.3,15.4,.413,2.3,9.0,.259,4.0,6.3,.632,1.7,2.0,.833,1.0,2.0,3.0,4.0,2.0,0.3,2.0,2.3,16.7,,107,116
138,Donovan Mitchell,SG,26,CLE,5,5,207,11.5,26.5,.433,3.3,11.5,.289,8.1,15.0,.542,3.3,4.6,.722,0.8,5.6,6.4,9.2,2.5,0.8,4.8,3.6,29.5,,102,108
139,Evan Mobley,PF,21,CLE,5,5,188,6.2,13.5,.458,0.0,0.3,.000,6.2,13.2,.468,1.4,2.2,.625,4.2,9.8,14.0,2.8,0.8,1.7,3.4,3.6,13.7,,94,107
140,Malik Monk,SG,24,SAC,7,0,205,8.7,21.2,.409,3.0,8.9,.333,5.7,12.3,.463,10.0,11.2,.898,1.4,7.3,8.7,5.7,1.1,0.7,3.2,3.4,30.3,,120,114
141,Moses Moody,SG,20,GSW,12,0,161,6.8,12.7,.535,3.8,6.5,.591,3.0,6.2,.476,3.2,3.5,.917,2.1,7.1,9.1,2.4,1.5,1.2,0.6,5.3,20.7,,148,112
142,Wendell Moore Jr.,SG,21,MIN,1,0,2,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,25.5,0.0,0.0,,0,127
143,Ja Morant,PG,23,MEM,5,5,187,11.7,27.5,.425,3.4,8.0,.419,8.3,19.5,.427,5.2,6.7,.769,2.1,6.7,8.8,9.1,2.3,0.3,4.4,3.1,31.9,,106,110
144,Marcus Morris,PF,33,LAC,3,2,68,7.1,20.7,.345,1.4,8.6,.167,5.7,12.2,.471,2.9,2.9,1.000,0.7,7.9,8.6,0.0,0.7,0.7,0.7,4.3,18.6,,91,124
145,Dejounte Murray,SG,26,ATL,5,5,190,11.5,25.8,.447,3.5,9.3,.378,8.0,16.6,.485,2.3,2.3,1.000,2.3,6.8,9.0,8.5,2.5,0.3,2.5,1.8,28.9,,116,119
146,Jamal Murray,PG,25,DEN,20,20,799,12.3,26.1,.473,3.8,9.5,.396,8.6,16.6,.517,4.8,5.2,.926,1.0,6.2,7.2,9.0,1.9,0.3,3.2,2.6,33.2,,120,111
147,Keegan Murray,SF,22,SAC,7,7,194,6.3,14.0,.448,2.9,7.7,.375,3.4,6.3,.538,1.0,1.4,.667,3.6,7.0,10.6,1.2,1.0,0.5,1.0,4.3,16.4,,121,115
148,Mike Muscala,C,31,BOS,6,0,21,4.8,9.6,.500,4.8,9.6,.500,0.0,0.0,,7.2,9.6,.750,7.2,2.4,9.6,2.4,0.0,0.0,2.4,2.4,21.6,,150,121
149,Raul Neto,PG,30,CLE,2,0,7,0.0,7.5,.000,0.0,7.5,.000,0.0,0.0,,7.5,15.1,.500,0.0,0.0,0.0,7.5,0.0,0.0,15.1,15.1,7.5,,40,119
150,Georges Niang,PF,29,PHI,11,0,157,6.0,12.0,.500,4.0,8.7,.462,2.0,3.3,.600,0.0,0.0,,0.0,1.3,1.3,0.7,0.0,0.7,1.7,5.4,16.1,,114,120
151,Zeke Nnaji,PF,22,DEN,5,0,12,8.5,16.9,.500,4.2,12.7,.333,4.2,4.2,1.000,0.0,0.0,,0.0,8.5,8.5,0.0,4.2,0.0,4.2,0.0,21.2,,92,105
152,Jaylen Nowell,SG,23,MIN,5,0,62,4.9,21.4,.231,2.5,7.4,.333,2.5,14.0,.176,0.8,1.6,.500,3.3,0.8,4.1,2.5,0.0,0.0,1.6,3.3,13.2,,72,127
153,Royce O'Neale,SF,29,BRK,4,0,118,3.2,13.1,.241,1.8,10.0,.182,1.4,3.2,.429,0.9,0.9,1.000,1.8,5.9,7.7,6.3,2.3,0.5,1.8,5.0,9.1,,84,114
154,Josh Okogie,SG,24,PHO,10,5,175,3.9,10.4,.378,0.6,3.9,.143,3.4,6.5,.522,3.1,3.7,.846,3.4,2.5,5.9,3.7,1.7,0.6,0.8,5.1,11.5,,117,122
155,Onyeka Okongwu,C,22,ATL,6,0,131,5.5,9.1,.600,0.4,0.4,1.000,5.1,8.7,.583,1.8,3.6,.500,6.9,6.9,13.8,2.5,0.7,2.9,2.5,6.5,13.1,,123,119
156,Isaac Okoro,SF,22,CLE,5,2,75,7.7,16.2,.478,2.8,9.1,.308,4.9,7.0,.700,4.2,4.2,1.000,2.1,2.8,4.9,2.8,1.4,1.4,2.8,7.0,22.5,,116,112
157,Victor Oladipo,SG,30,MIA,2,0,45,11.3,21.4,.526,2.3,5.6,.400,9.0,15.8,.571,1.1,3.4,.333,1.1,6.8,7.9,2.3,2.3,1.1,2.3,5.6,25.9,,104,110
158,Cedi Osman,SF,27,CLE,5,0,93,5.1,14.2,.360,3.4,11.3,.300,1.7,2.8,.600,3.4,5.1,.667,0.6,7.9,8.5,2.8,1.1,0.6,2.8,6.8,17.0,,96,109
159,Chris Paul,PG,37,PHO,7,7,250,7.5,17.9,.418,1.8,5.5,.321,5.7,12.4,.460,0.4,0.8,.500,1.0,5.9,6.9,10.2,2.4,1.0,1.4,3.1,17.1,,112,118
160,Cameron Payne,PG,28,PHO,7,4,152,7.4,15.5,.479,3.6,8.7,.407,3.9,6.8,.571,0.0,1.0,.000,0.0,4.5,4.5,6.5,1.0,0.6,2.9,4.9,18.4,,107,122
161,Gary Payton II,SG,30,GSW,12,3,192,8.9,13.4,.667,1.0,3.7,.267,7.9,9.7,.821,1.5,2.2,.667,5.4,5.4,10.9,2.2,2.0,1.5,2.7,4.7,20.3,,127,111
162,Mason Plumlee,C,32,LAC,5,0,91,7.5,8.5,.875,0.0,0.0,,7.5,8.5,.875,6.9,7.5,.929,8.5,9.6,18.2,4.8,1.1,1.1,1.6,8.0,21.9,,181,122
163,Jordan Poole,PG,23,GSW,13,4,284,7.7,22.6,.341,2.7,10.5,.254,5.0,12.0,.417,4.4,5.7,.765,0.7,4.0,4.7,7.7,1.7,0.5,2.5,5.4,22.4,,100,114
164,Michael Porter Jr.,SF,24,DEN,20,20,654,7.7,18.2,.423,3.6,10.2,.351,4.1,8.0,.515,1.8,2.3,.793,1.6,11.0,12.6,2.4,0.8,0.9,0.7,3.3,20.8,,116,111
165,Bobby Portis,PF,27,MIL,5,2,107,8.8,18.0,.488,2.2,7.9,.278,6.6,10.1,.652,1.3,1.3,1.000,4.4,13.6,18.0,2.6,1.3,0.9,1.8,6.6,21.1,,117,116
166,Norman Powell,SG,29,LAC,5,3,167,10.5,22.1,.474,3.8,9.3,.406,6.7,12.8,.523,7.0,9.0,.774,1.2,3.2,4.4,3.2,1.2,0.6,2.3,4.7,31.7,,122,126
167,Jason Preston,PG,23,LAC,1,0,1,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,131
168,Taurean Prince,PF,28,MIN,5,1,100,6.1,16.8,.364,4.1,10.7,.381,2.0,6.1,.333,3.6,4.6,.778,1.5,2.0,3.6,2.0,1.5,0.5,2.6,4.6,19.9,,100,122
169,Payton Pritchard,PG,25,BOS,10,0,57,10.6,19.5,.545,3.5,8.9,.400,7.1,10.6,.667,3.5,4.4,.800,0.0,5.3,5.3,9.7,0.9,0.0,4.4,2.7,28.4,,122,117
170,Immanuel Quickley,SG,23,NYK,8,0,175,6.9,19.7,.348,2.7,11.0,.243,4.2,8.7,.483,5.1,6.0,.850,0.6,3.3,3.9,2.4,1.2,0.0,2.7,3.3,21.5,,99,113
171,Julius Randle,PF,28,NYK,10,10,330,8.7,23.3,.374,2.7,10.4,.258,6.0,12.8,.469,6.2,8.7,.709,2.7,10.4,13.1,5.7,0.8,0.5,5.5,3.8,26.3,,97,109
172,Austin Reaves,SG,24,LAL,16,16,579,7.6,16.4,.464,3.3,7.4,.443,4.3,9.0,.481,4.3,4.8,.895,1.7,4.3,6.0,6.2,0.8,0.3,2.1,3.3,22.8,,124,116
173,Paul Reed,C,23,PHI,11,2,157,7.4,12.7,.579,0.0,0.0,,7.4,12.7,.579,2.3,2.3,1.000,9.0,11.0,20.1,2.3,2.0,1.3,2.0,5.0,17.1,,134,110
174,Austin Rivers,SG,30,MIN,4,0,46,4.4,8.9,.500,2.2,6.7,.333,2.2,2.2,1.000,0.0,0.0,,1.1,4.4,5.5,1.1,1.1,0.0,1.1,1.1,11.1,,114,122
175,Duncan Robinson,SF,28,MIA,23,1,418,9.1,19.2,.475,6.1,13.7,.442,3.0,5.5,.556,0.9,1.0,.875,0.1,4.0,4.1,4.7,1.0,0.4,2.4,4.4,25.1,,117,116
176,Mitchell Robinson,C,24,NYK,11,11,298,5.1,8.4,.604,0.0,0.0,,5.1,8.4,.604,2.3,5.8,.394,9.6,8.2,17.9,1.6,1.4,2.8,1.8,5.1,12.4,,126,106
177,David Roddy,PF,21,MEM,6,0,76,5.1,18.5,.276,3.8,12.8,.300,1.3,5.7,.222,0.6,0.6,1.000,2.6,8.3,10.8,2.6,0.0,1.3,0.6,3.8,14.7,,93,113
178,Derrick Rose,PG,34,NYK,1,0,3,0.0,69.6,.000,0.0,17.4,.000,0.0,52.2,.000,0.0,0.0,,0.0,0.0,0.0,17.4,0.0,0.0,0.0,0.0,0.0,,18,118
179,Terrence Ross,SG,31,PHO,6,0,69,5.7,19.3,.296,4.3,15.7,.273,1.4,3.6,.400,0.0,0.0,,0.0,5.7,5.7,0.7,0.7,1.4,0.7,4.3,15.7,,84,121
180,Ricky Rubio,PG,32,CLE,3,0,17,0.0,3.1,.000,0.0,0.0,,0.0,3.1,.000,0.0,0.0,,6.2,12.4,18.6,9.3,3.1,0.0,15.5,15.5,0.0,,42,100
181,D'Angelo Russell,PG,26,LAL,16,15,473,8.6,20.2,.426,2.8,9.0,.310,5.8,11.2,.519,2.1,2.7,.769,1.0,3.8,4.9,7.7,1.1,0.5,3.0,3.3,22.0,,104,115
182,Domantas Sabonis,C,26,SAC,7,7,243,9.4,19.0,.495,0.2,1.0,.200,9.2,18.1,.511,3.1,5.4,.571,6.0,8.8,14.8,6.3,1.9,1.2,5.0,5.4,22.1,,104,110
183,Dennis Schr̦der,PG,29,LAL,16,3,417,4.8,12.1,.398,1.5,4.6,.333,3.3,7.5,.438,2.7,3.3,.821,0.4,3.3,3.6,5.4,1.9,0.4,2.3,4.7,13.8,,102,114
184,Landry Shamet,SG,25,PHO,10,1,184,4.5,12.0,.378,2.9,7.8,.379,1.6,4.3,.375,0.8,1.1,.750,0.8,3.7,4.5,2.9,0.5,0.3,1.1,4.0,12.8,,107,124
185,Day'Ron Sharpe,C,21,BRK,2,0,20,5.3,8.0,.667,0.0,0.0,,5.3,8.0,.667,5.3,5.3,1.000,5.3,10.7,16.0,13.4,0.0,2.7,5.3,8.0,16.0,,134,113
186,Marcus Smart,PG,28,BOS,20,20,679,7.5,16.6,.453,3.3,9.1,.361,4.2,7.5,.564,3.9,4.8,.800,1.6,4.4,6.0,7.5,1.9,0.4,3.3,2.8,22.2,,117,115
187,Ish Smith,PG,34,DEN,4,0,12,4.2,8.5,.500,0.0,0.0,,4.2,8.5,.500,0.0,0.0,,0.0,4.2,4.2,4.2,0.0,0.0,0.0,8.5,8.5,,122,117
188,Jaden Springer,SG,20,PHI,4,0,17,12.4,12.4,1.000,0.0,0.0,,12.4,12.4,1.000,3.1,6.2,.500,0.0,0.0,0.0,0.0,3.1,0.0,3.1,6.2,27.8,,137,115
189,Lamar Stevens,SF,25,CLE,2,0,9,5.9,11.7,.500,5.9,5.9,1.000,0.0,5.9,.000,11.7,11.7,1.000,0.0,17.6,17.6,0.0,0.0,0.0,0.0,0.0,29.3,,179,104
190,Max Strus,SF,26,MIA,23,23,648,6.0,14.8,.402,3.4,10.6,.319,2.6,4.2,.611,1.6,2.0,.800,1.1,5.4,6.5,2.6,0.6,0.5,0.5,3.7,16.8,,115,116
191,Edmond Sumner,SG,27,BRK,1,0,4,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,13.4,0.0,0.0,0.0,0.0,0.0,,233,125
192,Jayson Tatum,SF,24,BOS,20,20,799,11.7,25.5,.458,3.4,10.4,.323,8.3,15.2,.550,7.6,8.7,.876,1.6,11.6,13.3,6.6,1.3,1.3,3.5,2.8,34.3,,118,111
193,Cam Thomas,SG,21,BRK,2,0,16,10.0,23.4,.429,0.0,6.7,.000,10.0,16.7,.600,0.0,0.0,,0.0,3.3,3.3,3.3,0.0,0.0,3.3,6.7,20.1,,76,122
194,Klay Thompson,SF,32,GSW,13,13,468,8.6,22.2,.388,5.1,13.8,.368,3.6,8.4,.422,2.1,2.4,.875,0.1,5.4,5.5,2.9,0.7,0.4,2.6,2.8,24.5,,100,116
195,Tristan Thompson,C,31,LAL,6,0,32,7.6,16.8,.455,0.0,0.0,,7.6,16.8,.455,1.5,7.6,.200,6.1,9.2,15.3,3.1,0.0,0.0,1.5,1.5,16.8,,98,115
196,Xavier Tillman Sr.,C,24,MEM,6,6,183,6.4,11.9,.533,0.3,1.1,.250,6.1,10.9,.561,0.8,1.3,.600,4.5,8.2,12.7,5.0,1.1,1.1,1.1,4.5,13.8,,125,111
197,Obi Toppin,PF,24,NYK,11,1,175,8.9,20.9,.429,3.9,12.8,.302,5.1,8.1,.630,1.2,1.5,.800,3.0,8.7,11.6,2.1,2.4,0.9,2.4,3.6,23.0,,109,106
198,Karl-Anthony Towns,PF,27,MIN,5,5,180,9.1,19.8,.457,1.7,6.8,.250,7.4,13.0,.565,6.0,7.9,.750,1.7,12.8,14.5,2.8,0.9,1.1,5.1,6.0,25.8,,97,116
199,P.J. Tucker,PF,37,PHI,11,11,294,3.4,9.1,.373,2.5,7.1,.350,0.9,2.0,.455,0.4,0.5,.667,3.2,5.7,8.9,2.9,2.3,0.5,0.9,5.0,9.6,,119,113
200,Jarred Vanderbilt,PF,23,LAL,15,13,247,4.8,11.9,.400,1.4,5.7,.241,3.4,6.1,.548,2.8,4.0,.700,3.8,5.7,9.5,2.4,2.2,2.4,2.6,6.1,13.7,,102,109
201,Gabe Vincent,PG,26,MIA,22,22,672,7.5,18.6,.402,3.9,10.2,.378,3.6,8.4,.432,2.3,2.6,.882,0.6,1.7,2.3,5.9,1.4,0.3,2.3,5.0,21.1,,108,116
202,Dean Wade,PF,26,CLE,2,0,11,0.0,4.8,.000,0.0,4.8,.000,0.0,0.0,,9.6,9.6,1.000,0.0,14.4,14.4,0.0,0.0,0.0,0.0,0.0,9.6,,125,106
203,Ish Wainright,SF,28,PHO,6,0,21,2.3,9.4,.250,2.3,9.4,.250,0.0,0.0,,0.0,0.0,,0.0,2.3,2.3,0.0,0.0,2.3,0.0,4.7,7.0,,80,124
204,Lonnie Walker IV,SG,24,LAL,13,0,179,7.9,16.4,.483,3.6,9.3,.382,4.4,7.1,.615,2.5,3.3,.750,0.3,3.0,3.3,3.0,1.9,0.3,1.1,4.4,21.9,,120,115
205,T.J. Warren,SF,29,PHO,6,0,81,3.6,11.5,.316,0.6,4.3,.143,3.0,7.3,.417,1.8,2.4,.750,1.2,3.0,4.3,1.8,0.6,1.8,0.6,3.0,9.7,,90,122
206,Yuta Watanabe,SF,28,BRK,1,0,5,10.7,21.4,.500,10.7,21.4,.500,0.0,0.0,,0.0,21.4,.000,0.0,10.7,10.7,0.0,0.0,0.0,10.7,0.0,32.1,,57,116
207,Peyton Watson,SG,20,DEN,5,0,14,7.3,18.2,.400,3.6,7.3,.500,3.6,10.9,.333,0.0,0.0,,3.6,10.9,14.5,3.6,0.0,3.6,3.6,7.3,18.2,,98,108
208,Russell Westbrook,PG,34,LAC,5,5,192,10.9,26.6,.410,2.5,7.1,.357,8.4,19.5,.429,5.6,6.3,.880,2.3,7.3,9.6,9.4,1.5,1.8,5.1,3.8,29.9,,106,122
209,Derrick White,SG,28,BOS,20,16,593,7.9,15.7,.505,4.3,9.4,.455,3.7,6.3,.581,2.6,2.9,.912,1.1,3.9,5.0,3.6,1.0,1.7,1.5,3.2,22.7,,131,116
210,Andrew Wiggins,SF,27,GSW,13,12,442,8.9,19.5,.459,2.0,6.9,.297,6.9,12.6,.547,3.4,5.1,.681,2.6,5.3,7.8,2.7,1.2,1.6,1.8,4.8,23.3,,111,113
211,Grant Williams,PF,24,BOS,15,0,265,4.8,10.1,.472,3.4,7.6,.450,1.3,2.5,.538,1.5,1.9,.800,2.1,4.2,6.3,3.4,1.0,1.1,0.8,4.8,14.5,,140,116
212,Robert Williams,C,25,BOS,20,4,417,8.1,10.3,.788,0.0,0.1,.000,8.1,10.2,.798,2.3,3.4,.679,4.4,10.1,14.4,2.3,1.1,3.0,1.9,5.3,18.5,,145,110
213,Ziaire Williams,SF,21,MEM,4,0,12,8.1,28.3,.286,4.0,12.1,.333,4.0,16.2,.250,0.0,0.0,,0.0,8.1,8.1,8.1,0.0,0.0,8.1,4.0,20.2,,67,114
214,Trae Young,PG,24,ATL,6,6,230,12.4,30.9,.403,3.7,11.2,.333,8.7,19.7,.442,7.7,8.9,.860,1.0,3.5,4.6,12.6,2.1,0.8,5.0,2.3,36.3,,110,121
215,Omer Yurtseven,C,24,MIA,8,0,16,6.3,22.2,.286,0.0,6.3,.000,6.3,15.9,.400,0.0,0.0,,9.5,6.3,15.9,3.2,0.0,3.2,3.2,6.3,12.7,,80,113
216,Cody Zeller,C,30,MIA,21,0,174,5.8,10.2,.571,0.0,0.0,,5.8,10.2,.571,1.8,4.4,.400,3.2,10.8,14.0,2.0,0.6,1.2,3.8,8.2,13.4,,95,111
217,Ivica Zubac,C,25,LAC,5,5,130,6.4,11.2,.567,0.0,0.0,,6.4,11.2,.567,4.5,6.0,.750,6.0,12.0,17.9,1.1,1.1,0.4,4.1,3.0,17.2,,112,121
