Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,% of FG Ast'd,% of FG Ast'd,Dunks,Dunks,Corner 3s,Corner 3s,1/2 Court,1/2 Court,Unnamed: 30_level_0
Rk,Player,Age,Team,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards
76.0,Tim Hardaway Jr.,30.0,DAL,SF,71.0,45.0,2152.0,0.401,19.7,0.351,0.109,0.093,0.09,0.059,0.649,0.431,0.543,0.367,0.434,0.32,0.385,0.641,0.896,0.014,9.0,0.271,0.389,4.0,0.0,
77.0,De'Anthony Melton,24.0,PHI,SG,77.0,58.0,2150.0,0.425,17.8,0.381,0.183,0.131,0.037,0.026,0.619,0.484,0.622,0.329,0.292,0.529,0.39,0.467,0.873,0.011,6.0,0.241,0.371,2.0,0.0,
78.0,Rudy Gobert,30.0,MIN,C,70.0,70.0,2148.0,0.659,2.5,0.995,0.778,0.19,0.022,0.004,0.005,0.663,0.748,0.365,0.333,0.0,0.0,0.744,,0.388,200.0,0.0,,2.0,0.0,
79.0,Jimmy Butler,33.0,MIA,PF,64.0,64.0,2138.0,0.539,8.3,0.884,0.314,0.341,0.158,0.055,0.116,0.564,0.703,0.492,0.5,0.408,0.35,0.377,0.694,0.068,54.0,0.534,0.345,1.0,0.0,"MVP-10,DPOY-12,CPOY-2,NBA2"
80.0,James Harden,33.0,PHI,PG,58.0,58.0,2135.0,0.441,16.4,0.504,0.162,0.188,0.106,0.043,0.496,0.495,0.618,0.418,0.438,0.528,0.385,0.129,0.416,0.001,1.0,0.05,0.429,0.0,0.0,
81.0,Jamal Murray,25.0,DEN,PG,65.0,65.0,2133.0,0.454,16.2,0.585,0.144,0.161,0.134,0.142,0.415,0.494,0.667,0.44,0.46,0.399,0.398,0.326,0.587,0.018,17.0,0.12,0.5,8.0,0.0,
82.0,John Collins,25.0,ATL,PF,71.0,71.0,2130.0,0.508,12.0,0.661,0.29,0.207,0.109,0.045,0.339,0.619,0.795,0.459,0.481,0.5,0.292,0.775,0.943,0.113,73.0,0.4,0.302,0.0,0.0,
83.0,Saddiq Bey,23.0,2TM,SF,77.0,37.0,2129.0,0.422,15.3,0.5,0.218,0.177,0.05,0.049,0.5,0.483,0.643,0.399,0.286,0.268,0.361,0.381,0.894,0.036,30.0,0.347,0.407,6.0,0.0,
83.0,Saddiq Bey,23.0,DET,SF,52.0,30.0,1500.0,0.404,15.9,0.517,0.203,0.201,0.061,0.051,0.483,0.46,0.626,0.402,0.243,0.29,0.345,0.333,0.921,0.026,16.0,0.29,0.424,5.0,0.0,
83.0,Saddiq Bey,23.0,ATL,SF,25.0,7.0,629.0,0.47,14.8,0.457,0.257,0.113,0.022,0.043,0.543,0.552,0.678,0.385,0.6,0.2,0.4,0.5,0.84,0.061,14.0,0.48,0.383,1.0,0.0,
84.0,De'Andre Hunter,25.0,ATL,SF,67.0,67.0,2126.0,0.461,14.4,0.652,0.157,0.176,0.193,0.114,0.348,0.521,0.651,0.421,0.522,0.489,0.35,0.584,0.9,0.044,32.0,0.406,0.397,0.0,0.0,
85.0,Russell Westbrook,34.0,2TM,PG,73.0,24.0,2126.0,0.436,11.8,0.711,0.305,0.229,0.103,0.075,0.289,0.487,0.632,0.379,0.461,0.257,0.311,0.23,0.663,0.023,19.0,0.227,0.231,1.0,0.0,6MOY-9
85.0,Russell Westbrook,34.0,LAL,PG,52.0,3.0,1491.0,0.417,11.7,0.708,0.31,0.23,0.096,0.071,0.292,0.467,0.624,0.333,0.414,0.288,0.296,0.203,0.635,0.018,11.0,0.174,0.243,1.0,0.0,
85.0,Russell Westbrook,34.0,LAC,PG,21.0,21.0,635.0,0.489,11.8,0.721,0.29,0.225,0.122,0.084,0.279,0.54,0.658,0.508,0.563,0.182,0.356,0.294,0.731,0.038,8.0,0.384,0.214,0.0,0.0,
86.0,Quentin Grimes,22.0,NYK,SG,71.0,66.0,2121.0,0.468,17.9,0.324,0.248,0.047,0.018,0.012,0.676,0.641,0.745,0.321,0.182,0.429,0.386,0.776,0.994,0.043,24.0,0.327,0.474,0.0,0.0,
87.0,Kristaps PorziÅÄ£is,27.0,WAS,C,65.0,65.0,2120.0,0.498,14.9,0.65,0.166,0.229,0.163,0.092,0.35,0.559,0.74,0.536,0.494,0.404,0.385,0.622,0.949,0.095,83.0,0.053,0.526,2.0,0.0,
88.0,Gary Trent Jr.,24.0,TOR,SG,66.0,44.0,2118.0,0.433,17.6,0.519,0.116,0.128,0.118,0.15,0.481,0.493,0.704,0.475,0.455,0.364,0.369,0.494,0.855,0.024,20.0,0.176,0.291,0.0,0.0,
89.0,Damian Lillard,32.0,POR,PG,58.0,58.0,2107.0,0.463,17.5,0.453,0.231,0.103,0.049,0.057,0.547,0.574,0.673,0.452,0.525,0.493,0.371,0.157,0.5,0.012,10.0,0.058,0.395,2.0,0.0,"CPOY-10,AS,NBA3"
90.0,Ayo Dosunmu,23.0,CHI,SG,80.0,51.0,2098.0,0.493,11.2,0.668,0.411,0.147,0.07,0.04,0.332,0.583,0.679,0.429,0.5,0.304,0.312,0.55,1.0,0.018,9.0,0.466,0.33,0.0,0.0,
91.0,Corey Kispert,23.0,WAS,SF,74.0,45.0,2093.0,0.497,18.7,0.344,0.179,0.126,0.029,0.009,0.656,0.637,0.762,0.541,0.412,0.2,0.424,0.766,0.982,0.029,15.0,0.224,0.488,0.0,0.0,
92.0,Malik Beasley,26.0,2TM,SG,81.0,27.0,2093.0,0.395,20.9,0.298,0.036,0.131,0.073,0.058,0.702,0.484,0.706,0.528,0.353,0.407,0.357,0.511,0.855,0.006,4.0,0.167,0.373,3.0,0.0,
92.0,Malik Beasley,26.0,UTA,SG,55.0,13.0,1472.0,0.396,21.0,0.296,0.028,0.135,0.07,0.063,0.704,0.485,0.632,0.511,0.404,0.452,0.359,0.5,0.817,0.006,2.0,0.185,0.356,3.0,0.0,
92.0,Malik Beasley,26.0,LAL,SG,26.0,14.0,621.0,0.392,20.7,0.302,0.056,0.123,0.078,0.045,0.698,0.481,0.8,0.576,0.238,0.25,0.353,0.538,0.955,0.007,2.0,0.123,0.435,0.0,0.0,
93.0,Caleb Martin,27.0,MIA,SF,71.0,49.0,2077.0,0.464,14.9,0.569,0.235,0.155,0.049,0.117,0.431,0.545,0.674,0.424,0.481,0.469,0.356,0.588,0.833,0.051,21.0,0.407,0.302,1.0,0.0,
94.0,Andrew Nembhard,23.0,IND,SG,75.0,63.0,2073.0,0.441,15.3,0.592,0.169,0.182,0.169,0.068,0.408,0.504,0.716,0.436,0.376,0.455,0.35,0.406,0.902,0.002,1.0,0.266,0.357,0.0,0.0,
95.0,Keldon Johnson,23.0,SAS,SF,63.0,63.0,2063.0,0.452,12.7,0.634,0.27,0.27,0.08,0.014,0.366,0.523,0.657,0.455,0.337,0.313,0.329,0.509,0.903,0.022,22.0,0.226,0.348,2.0,0.0,
96.0,Aaron Gordon,27.0,DEN,PF,68.0,68.0,2055.0,0.564,8.8,0.773,0.481,0.18,0.063,0.035,0.227,0.628,0.779,0.394,0.292,0.333,0.347,0.618,0.733,0.26,178.0,0.312,0.259,4.0,0.0,
97.0,Mason Plumlee,32.0,2TM,C,79.0,60.0,2054.0,0.68,2.5,1.0,0.707,0.25,0.033,0.01,0.0,0.68,0.766,0.463,0.5,0.6,,0.657,,0.26,115.0,,,0.0,0.0,
97.0,Mason Plumlee,32.0,CHO,C,56.0,56.0,1597.0,0.669,2.8,1.0,0.697,0.253,0.038,0.013,0.0,0.669,0.764,0.43,0.533,0.6,,0.623,,0.253,90.0,,,0.0,0.0,
97.0,Mason Plumlee,32.0,LAC,C,23.0,4.0,457.0,0.727,2.2,1.0,0.75,0.239,0.011,0.0,0.0,0.727,0.773,0.619,0.0,,,0.797,,0.295,25.0,,,0.0,0.0,
98.0,Grant Williams,24.0,BOS,PF,79.0,23.0,2045.0,0.454,17.2,0.389,0.137,0.197,0.046,0.006,0.611,0.546,0.738,0.468,0.364,0.333,0.395,0.594,0.922,0.032,15.0,0.416,0.421,2.0,0.0,
99.0,Deandre Ayton,24.0,PHO,C,67.0,67.0,2035.0,0.589,7.7,0.973,0.313,0.352,0.223,0.085,0.027,0.597,0.806,0.532,0.455,0.467,0.292,0.792,0.857,0.131,110.0,0.0,,0.0,0.0,
100.0,Mike Conley,35.0,2TM,PG,67.0,66.0,2029.0,0.428,18.1,0.425,0.084,0.203,0.108,0.03,0.575,0.486,0.608,0.427,0.5,0.5,0.385,0.381,0.696,0.0,0.0,0.157,0.545,2.0,0.0,
100.0,Mike Conley,35.0,UTA,PG,43.0,42.0,1276.0,0.408,18.0,0.432,0.085,0.216,0.099,0.032,0.568,0.469,0.531,0.469,0.459,0.333,0.362,0.368,0.636,0.0,0.0,0.136,0.586,2.0,0.0,
100.0,Mike Conley,35.0,MIN,PG,24.0,24.0,753.0,0.46,18.3,0.413,0.081,0.183,0.123,0.026,0.587,0.515,0.737,0.349,0.552,0.833,0.42,0.4,0.776,0.0,0.0,0.188,0.5,0.0,0.0,
101.0,Giannis Antetokounmpo,28.0,MIL,PF,63.0,63.0,2024.0,0.553,8.1,0.866,0.48,0.212,0.091,0.084,0.134,0.596,0.791,0.354,0.353,0.355,0.275,0.415,0.617,0.166,198.0,0.023,0.25,0.0,0.0,"MVP-3,DPOY-6,AS,NBA1"
102.0,Kevin Porter Jr.,22.0,HOU,PG,59.0,59.0,2024.0,0.442,15.7,0.564,0.153,0.221,0.115,0.076,0.436,0.501,0.711,0.385,0.461,0.478,0.366,0.18,0.525,0.054,41.0,0.117,0.489,1.0,0.0,
103.0,Deni Avdija,22.0,WAS,SF,76.0,40.0,2020.0,0.437,12.9,0.599,0.283,0.263,0.038,0.016,0.401,0.53,0.72,0.395,0.227,0.111,0.297,0.538,0.942,0.057,29.0,0.241,0.339,1.0,0.0,
104.0,Tyrese Maxey,22.0,PHI,SG,60.0,41.0,2016.0,0.481,14.4,0.596,0.222,0.208,0.101,0.06,0.404,0.513,0.626,0.447,0.467,0.4,0.434,0.444,0.688,0.014,13.0,0.195,0.514,1.0,0.0,
105.0,Dorian Finney-Smith,29.0,2TM,PF,66.0,66.0,2009.0,0.391,17.6,0.325,0.218,0.088,0.012,0.008,0.675,0.503,0.642,0.227,0.0,0.5,0.337,0.671,0.974,0.084,33.0,0.382,0.38,2.0,0.0,
105.0,Dorian Finney-Smith,29.0,DAL,PF,40.0,40.0,1288.0,0.416,18.4,0.3,0.2,0.077,0.013,0.01,0.7,0.559,0.758,0.167,0.0,0.333,0.355,0.692,0.987,0.077,21.0,0.401,0.425,2.0,0.0,
105.0,Dorian Finney-Smith,29.0,BRK,PF,26.0,26.0,721.0,0.351,16.8,0.366,0.246,0.105,0.01,0.005,0.634,0.429,0.489,0.3,0.0,1.0,0.306,0.633,0.946,0.094,12.0,0.347,0.286,0.0,0.0,
106.0,Jordan Clarkson,30.0,UTA,SG,61.0,61.0,1988.0,0.444,15.5,0.555,0.109,0.302,0.13,0.015,0.445,0.53,0.688,0.508,0.47,0.333,0.338,0.215,0.748,0.016,12.0,0.12,0.4,3.0,0.0,
107.0,Dennis SchrÃ¶der,29.0,LAL,PG,66.0,50.0,1986.0,0.415,14.4,0.654,0.168,0.208,0.18,0.098,0.346,0.461,0.55,0.422,0.462,0.391,0.329,0.245,0.905,0.0,0.0,0.258,0.345,0.0,0.0,
108.0,Tre Jones,23.0,SAS,PG,68.0,65.0,1984.0,0.459,10.7,0.787,0.276,0.262,0.21,0.039,0.213,0.506,0.673,0.385,0.442,0.483,0.285,0.26,0.867,0.004,1.0,0.323,0.255,0.0,0.0,
109.0,Grayson Allen,27.0,MIL,SG,72.0,70.0,1972.0,0.44,18.7,0.343,0.18,0.104,0.054,0.005,0.657,0.518,0.67,0.345,0.4,0.0,0.399,0.606,0.884,0.027,12.0,0.213,0.474,0.0,0.0,
110.0,Jonas ValanÄiÅ«nas,30.0,NOP,C,79.0,79.0,1968.0,0.547,8.1,0.866,0.357,0.325,0.134,0.039,0.134,0.577,0.725,0.494,0.44,0.313,0.349,0.569,0.974,0.086,67.0,0.046,0.2,0.0,0.0,
111.0,Eric Gordon,34.0,2TM,SG,69.0,58.0,1965.0,0.446,17.7,0.455,0.164,0.243,0.041,0.006,0.545,0.535,0.71,0.453,0.37,0.25,0.371,0.39,0.811,0.002,1.0,0.084,0.467,1.0,0.0,
111.0,Eric Gordon,34.0,HOU,SG,47.0,47.0,1418.0,0.439,16.5,0.487,0.163,0.274,0.042,0.008,0.513,0.536,0.744,0.458,0.3,0.25,0.347,0.32,0.765,0.002,1.0,0.078,0.526,1.0,0.0,
111.0,Eric Gordon,34.0,LAC,SG,22.0,11.0,547.0,0.463,19.0,0.366,0.166,0.16,0.04,0.0,0.634,0.531,0.621,0.429,0.571,,0.423,0.647,0.894,0.0,0.0,0.099,0.364,0.0,0.0,
112.0,Kevon Looney,26.0,GSW,C,82.0,70.0,1958.0,0.63,3.5,0.997,0.557,0.365,0.044,0.031,0.003,0.632,0.734,0.521,0.412,0.417,0.0,0.669,,0.177,68.0,0.0,,0.0,0.0,
113.0,Kyle Anderson,29.0,MIN,PF,69.0,46.0,1957.0,0.509,9.9,0.788,0.246,0.426,0.087,0.028,0.212,0.536,0.648,0.512,0.465,0.143,0.41,0.512,0.93,0.02,10.0,0.448,0.468,1.0,0.0,
114.0,Marcus Smart,28.0,BOS,PG,61.0,61.0,1957.0,0.415,17.0,0.432,0.14,0.204,0.053,0.025,0.568,0.519,0.75,0.431,0.438,0.267,0.336,0.274,0.826,0.008,4.0,0.193,0.333,3.0,0.0,
115.0,LeBron James,38.0,LAL,PF,55.0,54.0,1954.0,0.5,12.8,0.691,0.302,0.197,0.084,0.107,0.309,0.58,0.788,0.463,0.34,0.397,0.321,0.395,0.628,0.062,74.0,0.08,0.267,0.0,0.0,"AS,NBA3"
116.0,Herbert Jones,24.0,NOP,PF,66.0,66.0,1951.0,0.469,10.8,0.667,0.381,0.22,0.018,0.038,0.333,0.536,0.66,0.391,0.444,0.211,0.335,0.659,0.911,0.084,37.0,0.503,0.321,1.0,0.0,
117.0,Torrey Craig,32.0,PHO,PF,79.0,60.0,1948.0,0.456,15.0,0.494,0.266,0.138,0.062,0.028,0.506,0.518,0.699,0.319,0.258,0.357,0.395,0.57,0.99,0.044,17.0,0.474,0.45,1.0,0.0,
118.0,Ja Morant,23.0,MEM,PG,61.0,59.0,1948.0,0.466,11.1,0.753,0.289,0.295,0.144,0.025,0.247,0.519,0.652,0.419,0.463,0.467,0.307,0.181,0.533,0.058,55.0,0.1,0.433,3.0,0.0,"MVP-12,AS"
119.0,Kelly Olynyk,31.0,UTA,C,68.0,68.0,1942.0,0.499,14.1,0.576,0.223,0.269,0.048,0.036,0.424,0.576,0.702,0.54,0.296,0.45,0.394,0.643,0.968,0.025,13.0,0.203,0.438,0.0,0.0,
120.0,Stephen Curry,34.0,GSW,PG,56.0,56.0,1941.0,0.493,18.8,0.436,0.107,0.191,0.063,0.076,0.564,0.579,0.76,0.551,0.493,0.465,0.427,0.371,0.593,0.0,0.0,0.097,0.597,9.0,1.0,"MVP-9,CPOY-9,AS,NBA2"
121.0,Tyus Jones,26.0,MEM,PG,80.0,22.0,1940.0,0.438,16.6,0.541,0.085,0.182,0.235,0.039,0.459,0.495,0.6,0.488,0.473,0.429,0.371,0.284,0.793,0.0,0.0,0.202,0.53,0.0,0.0,6MOY-6
122.0,Paul George,32.0,LAC,SF,56.0,56.0,1939.0,0.457,16.7,0.576,0.145,0.14,0.132,0.157,0.424,0.521,0.699,0.553,0.421,0.411,0.371,0.322,0.614,0.042,36.0,0.134,0.491,4.0,0.0,AS
123.0,Al Horford,36.0,BOS,C,63.0,63.0,1922.0,0.476,18.8,0.322,0.14,0.123,0.038,0.021,0.678,0.539,0.672,0.525,0.278,0.2,0.446,0.675,0.993,0.023,11.0,0.378,0.488,0.0,0.0,
124.0,P.J. Tucker,37.0,PHI,PF,75.0,75.0,1920.0,0.427,16.5,0.378,0.173,0.151,0.036,0.018,0.622,0.482,0.487,0.441,0.5,0.75,0.393,0.732,0.982,0.0,0.0,0.914,0.398,0.0,0.0,
125.0,Jalen McDaniels,25.0,2TM,SF,80.0,24.0,1913.0,0.455,11.0,0.624,0.305,0.207,0.078,0.016,0.376,0.53,0.649,0.398,0.396,0.4,0.332,0.549,0.974,0.073,36.0,0.384,0.337,0.0,0.0,
125.0,Jalen McDaniels,25.0,CHO,SF,56.0,21.0,1494.0,0.447,13.1,0.591,0.298,0.206,0.071,0.016,0.409,0.534,0.673,0.392,0.4,0.375,0.322,0.526,0.969,0.073,29.0,0.376,0.329,0.0,0.0,
125.0,Jalen McDaniels,25.0,PHI,SF,24.0,3.0,419.0,0.488,8.9,0.756,0.333,0.211,0.106,0.016,0.244,0.516,0.561,0.423,0.385,0.5,0.4,0.625,1.0,0.073,7.0,0.433,0.385,0.0,0.0,
126.0,Jakob Poeltl,27.0,2TM,C,72.0,71.0,1906.0,0.629,4.6,0.998,0.487,0.351,0.138,0.002,0.002,0.63,0.757,0.516,0.471,0.0,0.0,0.632,,0.045,27.0,0.0,,1.0,0.0,
126.0,Jakob Poeltl,27.0,SAS,C,46.0,46.0,1199.0,0.616,4.9,0.997,0.5,0.343,0.152,0.003,0.003,0.618,0.768,0.481,0.441,0.0,0.0,0.598,,0.039,15.0,0.0,,1.0,0.0,
126.0,Jakob Poeltl,27.0,TOR,C,26.0,25.0,707.0,0.652,4.2,1.0,0.465,0.365,0.113,0.0,0.0,0.652,0.738,0.571,0.538,,,0.687,,0.057,12.0,,,0.0,0.0,
127.0,Anthony Davis,29.0,LAL,C,56.0,54.0,1904.0,0.563,8.2,0.923,0.348,0.323,0.134,0.117,0.077,0.589,0.788,0.514,0.442,0.372,0.257,0.625,1.0,0.156,138.0,0.149,0.364,0.0,0.0,
128.0,Donte DiVincenzo,26.0,GSW,SG,72.0,36.0,1894.0,0.435,19.7,0.3,0.124,0.131,0.026,0.019,0.7,0.525,0.567,0.563,0.286,0.3,0.397,0.612,0.927,0.017,9.0,0.228,0.419,1.0,0.0,
129.0,Bojan BogdanoviÄ,33.0,DET,PF,59.0,59.0,1893.0,0.488,15.2,0.6,0.144,0.214,0.169,0.073,0.4,0.539,0.685,0.487,0.537,0.406,0.411,0.537,0.828,0.012,10.0,0.297,0.419,0.0,0.0,
130.0,Chris Paul,37.0,PHO,PG,59.0,59.0,1889.0,0.44,18.0,0.609,0.025,0.127,0.302,0.154,0.391,0.482,0.588,0.447,0.485,0.485,0.375,0.163,0.551,0.0,0.0,0.073,0.421,1.0,0.0,
131.0,Tyrese Haliburton,22.0,IND,PG,56.0,56.0,1883.0,0.49,15.8,0.522,0.209,0.163,0.092,0.048,0.478,0.572,0.733,0.453,0.403,0.55,0.4,0.243,0.435,0.02,17.0,0.092,0.514,6.0,1.0,AS
132.0,Jarred Vanderbilt,23.0,2TM,PF,78.0,65.0,1879.0,0.548,7.3,0.8,0.483,0.282,0.031,0.004,0.2,0.604,0.72,0.449,0.214,0.5,0.322,0.679,1.0,0.213,90.0,0.878,0.354,0.0,0.0,
132.0,Jarred Vanderbilt,23.0,UTA,PF,52.0,41.0,1254.0,0.556,7.1,0.817,0.453,0.318,0.042,0.003,0.183,0.606,0.759,0.444,0.231,0.0,0.333,0.682,1.0,0.206,61.0,0.895,0.373,0.0,0.0,
132.0,Jarred Vanderbilt,23.0,LAL,PF,26.0,24.0,625.0,0.529,7.4,0.764,0.55,0.2,0.007,0.007,0.236,0.598,0.649,0.464,0.0,1.0,0.303,0.672,1.0,0.229,29.0,0.848,0.321,0.0,0.0,
133.0,Terance Mann,26.0,LAC,SG,81.0,36.0,1872.0,0.519,12.5,0.622,0.33,0.191,0.061,0.04,0.378,0.598,0.769,0.4,0.375,0.476,0.389,0.554,0.883,0.107,47.0,0.495,0.337,2.0,1.0,
134.0,Troy Brown Jr.,23.0,LAL,SF,76.0,45.0,1860.0,0.43,17.5,0.396,0.166,0.148,0.032,0.049,0.604,0.505,0.688,0.377,0.4,0.348,0.381,0.667,0.953,0.03,10.0,0.395,0.405,0.0,0.0,
135.0,Onyeka Okongwu,22.0,ATL,C,80.0,18.0,1849.0,0.638,4.6,0.974,0.606,0.233,0.05,0.074,0.026,0.647,0.764,0.448,0.56,0.405,0.308,0.706,1.0,0.207,95.0,0.769,0.4,1.0,0.0,
136.0,Austin Reaves,24.0,LAL,SG,64.0,22.0,1843.0,0.529,15.4,0.559,0.184,0.194,0.129,0.053,0.441,0.631,0.833,0.558,0.54,0.423,0.398,0.405,0.86,0.016,8.0,0.264,0.368,2.0,0.0,6MOY-7
137.0,Desmond Bane,24.0,MEM,SG,58.0,58.0,1841.0,0.479,14.8,0.567,0.229,0.21,0.071,0.056,0.433,0.534,0.642,0.447,0.478,0.491,0.408,0.521,0.729,0.007,6.0,0.15,0.508,2.0,0.0,
138.0,Devin Booker,26.0,PHO,SG,53.0,53.0,1835.0,0.494,14.5,0.704,0.156,0.202,0.204,0.142,0.296,0.554,0.717,0.491,0.555,0.464,0.351,0.387,0.685,0.02,20.0,0.149,0.362,0.0,0.0,
139.0,Marcus Morris,33.0,LAC,PF,65.0,65.0,1825.0,0.426,18.2,0.521,0.07,0.118,0.199,0.134,0.479,0.484,0.711,0.5,0.414,0.453,0.364,0.414,0.955,0.008,5.0,0.231,0.31,2.0,0.0,
140.0,Myles Turner,26.0,IND,C,62.0,62.0,1825.0,0.548,12.2,0.66,0.302,0.251,0.071,0.029,0.34,0.638,0.778,0.516,0.615,0.286,0.373,0.767,0.968,0.095,67.0,0.096,0.458,0.0,0.0,
141.0,Bobby Portis,27.0,MIL,PF,70.0,22.0,1818.0,0.496,13.3,0.68,0.23,0.202,0.172,0.076,0.32,0.555,0.643,0.549,0.471,0.492,0.37,0.597,1.0,0.025,17.0,0.35,0.278,1.0,0.0,6MOY-3
142.0,Aaron Nesmith,23.0,IND,SF,73.0,60.0,1816.0,0.427,15.5,0.468,0.249,0.136,0.063,0.02,0.532,0.496,0.639,0.263,0.486,0.333,0.366,0.701,0.965,0.042,22.0,0.424,0.383,0.0,0.0,
143.0,Patrick Beverley,34.0,2TM,SG,67.0,67.0,1816.0,0.4,18.7,0.336,0.122,0.181,0.022,0.011,0.664,0.529,0.636,0.446,0.5,0.75,0.335,0.359,0.875,0.003,1.0,0.335,0.35,2.0,0.0,
143.0,Patrick Beverley,34.0,LAL,SG,45.0,45.0,1211.0,0.402,18.6,0.344,0.104,0.199,0.029,0.012,0.656,0.506,0.64,0.438,0.429,0.667,0.348,0.357,0.855,0.004,1.0,0.323,0.412,0.0,0.0,
143.0,Patrick Beverley,34.0,CHI,PG,22.0,22.0,605.0,0.395,18.9,0.319,0.16,0.143,0.008,0.008,0.681,0.579,0.632,0.471,1.0,1.0,0.309,0.364,0.92,0.0,0.0,0.358,0.241,2.0,0.0,
144.0,Jevon Carter,27.0,MIL,PG,81.0,39.0,1810.0,0.423,19.9,0.404,0.092,0.067,0.09,0.154,0.596,0.425,0.538,0.237,0.431,0.437,0.421,0.34,0.789,0.004,1.0,0.231,0.436,0.0,0.0,
145.0,Michael Porter Jr.,24.0,DEN,SF,62.0,62.0,1798.0,0.487,17.7,0.444,0.165,0.103,0.061,0.109,0.556,0.579,0.807,0.429,0.44,0.449,0.414,0.752,0.904,0.051,39.0,0.185,0.524,2.0,0.0,
146.0,Naji Marshall,25.0,NOP,SF,77.0,21.0,1792.0,0.433,13.2,0.618,0.228,0.291,0.082,0.012,0.382,0.513,0.662,0.386,0.532,0.429,0.303,0.53,0.985,0.026,14.0,0.381,0.325,6.0,0.0,
147.0,Jaren Jackson Jr.,23.0,MEM,C,63.0,63.0,1787.0,0.506,11.4,0.657,0.304,0.319,0.028,0.006,0.343,0.585,0.704,0.496,0.348,0.4,0.355,0.595,0.96,0.112,83.0,0.209,0.322,3.0,0.0,"DPOY-1,AS,DEF1"
148.0,Shaedon Sharpe,19.0,POR,SG,80.0,15.0,1779.0,0.472,15.0,0.563,0.285,0.114,0.049,0.111,0.437,0.559,0.708,0.392,0.313,0.444,0.36,0.549,0.882,0.108,62.0,0.322,0.407,2.0,0.0,
149.0,Markelle Fultz,24.0,ORL,PG,60.0,60.0,1778.0,0.514,9.8,0.872,0.299,0.28,0.178,0.115,0.128,0.544,0.685,0.5,0.438,0.449,0.31,0.323,0.963,0.054,30.0,0.368,0.375,2.0,0.0,
150.0,Tari Eason,21.0,HOU,PF,82.0,5.0,1767.0,0.448,9.2,0.739,0.433,0.262,0.029,0.015,0.261,0.486,0.619,0.318,0.211,0.1,0.343,0.473,0.983,0.126,64.0,0.285,0.367,2.0,0.0,
151.0,Gabe Vincent,26.0,MIA,PG,68.0,34.0,1759.0,0.402,18.7,0.383,0.093,0.138,0.088,0.062,0.617,0.512,0.547,0.462,0.44,0.657,0.334,0.423,0.718,0.002,1.0,0.323,0.381,0.0,0.0,
152.0,Kawhi Leonard,31.0,LAC,SF,52.0,50.0,1748.0,0.512,14.9,0.713,0.141,0.178,0.225,0.169,0.287,0.551,0.724,0.523,0.531,0.463,0.416,0.333,0.644,0.049,42.0,0.192,0.521,2.0,0.0,
153.0,Malcolm Brogdon,30.0,BOS,PG,67.0,0.0,1744.0,0.484,14.4,0.594,0.187,0.239,0.082,0.075,0.406,0.51,0.613,0.434,0.483,0.509,0.444,0.342,0.636,0.007,5.0,0.155,0.435,0.0,0.0,6MOY-1
154.0,Christian Wood,27.0,DAL,C,67.0,17.0,1738.0,0.515,12.8,0.637,0.304,0.208,0.062,0.062,0.363,0.594,0.697,0.569,0.417,0.354,0.376,0.615,0.971,0.124,86.0,0.168,0.319,2.0,0.0,6MOY-9
155.0,Coby White,22.0,CHI,SG,74.0,2.0,1730.0,0.443,17.8,0.421,0.2,0.096,0.072,0.052,0.579,0.54,0.672,0.386,0.465,0.419,0.372,0.348,0.961,0.008,4.0,0.148,0.412,1.0,0.0,
156.0,Clint Capela,28.0,ATL,C,65.0,63.0,1730.0,0.653,2.1,0.998,0.761,0.218,0.004,0.004,0.002,0.654,0.725,0.402,0.0,0.5,0.0,0.717,,0.287,144.0,0.0,,1.0,0.0,
157.0,Malik Monk,24.0,SAC,SG,77.0,0.0,1719.0,0.448,15.7,0.5,0.216,0.183,0.064,0.034,0.5,0.538,0.698,0.418,0.333,0.519,0.359,0.523,0.825,0.049,33.0,0.168,0.433,2.0,0.0,6MOY-5
158.0,Kyle Lowry,36.0,MIA,PG,55.0,44.0,1718.0,0.404,19.4,0.361,0.14,0.093,0.082,0.045,0.639,0.509,0.588,0.444,0.475,0.455,0.345,0.292,0.757,0.0,0.0,0.177,0.455,1.0,0.0,
159.0,Nicolas Batum,34.0,LAC,PF,78.0,19.0,1709.0,0.42,21.6,0.168,0.094,0.039,0.016,0.018,0.832,0.563,0.694,0.533,0.333,0.143,0.391,0.611,0.992,0.024,8.0,0.391,0.435,1.0,0.0,
160.0,Walker Kessler,21.0,UTA,C,74.0,40.0,1703.0,0.72,2.7,0.993,0.671,0.304,0.002,0.014,0.007,0.723,0.813,0.54,1.0,0.333,0.333,0.67,1.0,0.343,130.0,0.333,0.0,0.0,0.0,ROY-3
