Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,% of FG Ast'd,% of FG Ast'd,Dunks,Dunks,Corner 3s,Corner 3s,1/2 Court,1/2 Court,Unnamed: 30_level_0
Rk,Player,Age,Team,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards
161.0,Monte Morris,27.0,WAS,PG,62.0,61.0,1695.0,0.48,16.0,0.604,0.118,0.21,0.144,0.132,0.396,0.543,0.754,0.509,0.5,0.456,0.382,0.29,0.769,0.0,0.0,0.245,0.4,1.0,0.0,
162.0,Wendell Carter Jr.,23.0,ORL,C,57.0,54.0,1690.0,0.525,13.3,0.633,0.282,0.179,0.101,0.07,0.367,0.624,0.85,0.473,0.452,0.349,0.356,0.649,0.988,0.145,84.0,0.218,0.449,0.0,0.0,
163.0,Santi Aldama,22.0,MEM,PF,77.0,20.0,1682.0,0.47,14.6,0.493,0.28,0.166,0.03,0.017,0.507,0.591,0.707,0.471,0.25,0.444,0.353,0.68,0.968,0.118,54.0,0.391,0.365,1.0,0.0,
164.0,Bradley Beal,29.0,WAS,SG,50.0,50.0,1673.0,0.506,12.9,0.751,0.197,0.256,0.164,0.133,0.249,0.552,0.786,0.462,0.472,0.479,0.365,0.401,0.713,0.016,14.0,0.201,0.364,0.0,0.0,
165.0,Kevin Durant,34.0,2TM,PF,47.0,47.0,1672.0,0.56,15.8,0.733,0.11,0.162,0.292,0.168,0.267,0.617,0.821,0.607,0.591,0.538,0.404,0.464,0.656,0.044,37.0,0.078,0.556,0.0,0.0,AS
165.0,Kevin Durant,34.0,BRK,PF,39.0,39.0,1403.0,0.559,14.9,0.743,0.123,0.163,0.292,0.165,0.257,0.622,0.811,0.608,0.603,0.529,0.376,0.457,0.592,0.049,35.0,0.063,0.417,0.0,0.0,
165.0,Kevin Durant,34.0,PHO,PF,8.0,8.0,269.0,0.57,16.6,0.68,0.039,0.156,0.297,0.188,0.32,0.586,1.0,0.6,0.526,0.583,0.537,0.51,0.864,0.016,2.0,0.146,0.833,0.0,0.0,
166.0,Jalen Duren,19.0,DET,C,67.0,31.0,1670.0,0.648,3.3,0.995,0.606,0.339,0.048,0.003,0.005,0.652,0.747,0.511,0.474,0.0,0.0,0.667,,0.412,153.0,0.5,0.0,0.0,0.0,
167.0,Reggie Jackson,32.0,2TM,PG,68.0,40.0,1657.0,0.411,16.4,0.55,0.13,0.209,0.1,0.1,0.45,0.474,0.639,0.44,0.422,0.406,0.333,0.257,0.823,0.008,5.0,0.253,0.384,1.0,1.0,
167.0,Reggie Jackson,32.0,LAC,PG,52.0,38.0,1338.0,0.418,15.9,0.57,0.145,0.221,0.104,0.102,0.43,0.469,0.622,0.416,0.453,0.385,0.35,0.255,0.857,0.008,4.0,0.227,0.42,0.0,0.0,
167.0,Reggie Jackson,32.0,DEN,PG,16.0,2.0,319.0,0.383,16.8,0.469,0.07,0.164,0.086,0.094,0.531,0.5,0.778,0.571,0.273,0.5,0.279,0.267,0.684,0.008,1.0,0.338,0.304,1.0,1.0,
168.0,Isaac Okoro,22.0,CLE,SF,76.0,46.0,1652.0,0.494,12.5,0.517,0.37,0.13,0.006,0.003,0.483,0.617,0.687,0.413,1.0,0.0,0.363,0.735,0.935,0.096,30.0,0.83,0.38,0.0,0.0,
169.0,Isaiah Hartenstein,24.0,NYK,C,82.0,8.0,1626.0,0.535,6.0,0.887,0.56,0.202,0.122,0.003,0.113,0.576,0.623,0.576,0.375,0.0,0.216,0.611,1.0,0.144,42.0,0.649,0.292,0.0,0.0,
170.0,Daniel Gafford,24.0,WAS,C,78.0,47.0,1604.0,0.732,3.2,1.0,0.592,0.367,0.025,0.015,0.0,0.732,0.846,0.566,0.8,0.167,,0.668,,0.362,135.0,,,0.0,0.0,
171.0,Mitchell Robinson,24.0,NYK,C,59.0,58.0,1591.0,0.671,1.2,1.0,0.918,0.075,0.004,0.004,0.0,0.671,0.7,0.333,1.0,0.0,,0.574,,0.521,130.0,,,0.0,0.0,
172.0,Drew Eubanks,25.0,POR,C,78.0,28.0,1584.0,0.641,5.8,0.946,0.491,0.314,0.108,0.024,0.054,0.655,0.756,0.562,0.5,0.375,0.389,0.773,1.0,0.263,74.0,0.167,0.0,0.0,0.0,
173.0,Gordon Hayward,32.0,CHO,SF,50.0,50.0,1577.0,0.475,14.4,0.725,0.16,0.201,0.191,0.172,0.275,0.532,0.763,0.487,0.486,0.42,0.325,0.554,0.904,0.028,16.0,0.231,0.432,0.0,0.0,
174.0,Alex Caruso,28.0,CHI,PG,67.0,36.0,1575.0,0.455,15.0,0.472,0.29,0.112,0.052,0.017,0.528,0.556,0.699,0.281,0.4,0.4,0.364,0.533,0.945,0.028,6.0,0.49,0.405,0.0,0.0,"DPOY-11,DEF1"
175.0,Shake Milton,26.0,PHI,SG,76.0,11.0,1567.0,0.479,11.6,0.706,0.296,0.243,0.119,0.04,0.294,0.521,0.685,0.393,0.4,0.5,0.378,0.416,0.839,0.008,4.0,0.25,0.297,3.0,0.0,
176.0,Norman Powell,29.0,LAC,SG,60.0,8.0,1567.0,0.479,14.1,0.596,0.241,0.207,0.087,0.061,0.404,0.534,0.684,0.456,0.419,0.372,0.397,0.527,0.877,0.025,16.0,0.317,0.484,1.0,0.0,6MOY-4
177.0,Cole Anthony,22.0,ORL,PG,60.0,4.0,1552.0,0.454,14.7,0.662,0.143,0.249,0.151,0.12,0.338,0.5,0.632,0.447,0.522,0.425,0.364,0.248,0.733,0.023,11.0,0.083,0.353,0.0,0.0,
178.0,Malaki Branham,19.0,SAS,SG,66.0,32.0,1550.0,0.44,15.5,0.583,0.149,0.203,0.146,0.085,0.417,0.539,0.637,0.524,0.517,0.442,0.302,0.495,0.922,0.02,9.0,0.208,0.358,0.0,0.0,
179.0,Cedi Osman,27.0,CLE,SF,77.0,2.0,1548.0,0.451,16.7,0.411,0.268,0.1,0.025,0.015,0.589,0.564,0.732,0.226,0.538,0.0,0.372,0.764,0.862,0.013,7.0,0.253,0.43,2.0,0.0,
180.0,Kelly Oubre Jr.,27.0,CHO,SF,48.0,40.0,1548.0,0.431,13.8,0.586,0.252,0.206,0.093,0.035,0.414,0.51,0.66,0.361,0.447,0.483,0.319,0.539,0.917,0.067,47.0,0.295,0.41,0.0,0.0,
181.0,Josh Green,22.0,DAL,SG,60.0,21.0,1539.0,0.537,13.1,0.558,0.285,0.199,0.06,0.013,0.442,0.643,0.78,0.513,0.435,0.6,0.402,0.664,1.0,0.068,25.0,0.698,0.39,2.0,0.0,
182.0,Brandon Ingram,25.0,NOP,SF,45.0,45.0,1538.0,0.484,13.5,0.804,0.135,0.189,0.273,0.192,0.196,0.507,0.735,0.456,0.518,0.375,0.39,0.371,0.781,0.03,22.0,0.067,0.455,0.0,0.0,
183.0,Josh Richardson,29.0,2TM,SG,65.0,10.0,1530.0,0.431,18.8,0.471,0.09,0.108,0.164,0.108,0.529,0.506,0.66,0.467,0.429,0.533,0.365,0.432,0.916,0.011,5.0,0.16,0.447,1.0,0.0,
183.0,Josh Richardson,29.0,SAS,SG,42.0,6.0,997.0,0.436,18.7,0.49,0.089,0.101,0.187,0.113,0.51,0.518,0.639,0.585,0.395,0.565,0.357,0.417,0.878,0.012,5.0,0.13,0.481,1.0,0.0,
183.0,Josh Richardson,29.0,NOP,SG,23.0,4.0,533.0,0.419,19.0,0.419,0.095,0.128,0.101,0.095,0.581,0.468,0.714,0.211,0.6,0.429,0.384,0.483,1.0,0.007,0.0,0.233,0.4,0.0,0.0,
184.0,Joe Harris,31.0,BRK,SF,74.0,33.0,1527.0,0.457,20.5,0.243,0.127,0.064,0.011,0.041,0.757,0.551,0.714,0.357,0.0,0.5,0.426,0.797,1.0,0.0,0.0,0.273,0.462,0.0,0.0,
185.0,T.J. McConnell,30.0,IND,PG,75.0,6.0,1526.0,0.543,8.5,0.887,0.311,0.361,0.167,0.035,0.113,0.556,0.642,0.516,0.483,0.5,0.441,0.233,0.692,0.0,0.0,0.288,0.588,0.0,0.0,
186.0,Chris Boucher,30.0,TOR,PF,76.0,0.0,1523.0,0.493,11.1,0.643,0.412,0.164,0.036,0.023,0.357,0.585,0.651,0.46,0.421,0.583,0.328,0.568,0.984,0.146,67.0,0.487,0.359,3.0,0.0,
187.0,Georges Niang,29.0,PHI,PF,78.0,1.0,1512.0,0.442,20.7,0.235,0.094,0.112,0.024,0.004,0.765,0.576,0.681,0.536,0.333,0.5,0.401,0.735,0.994,0.0,0.0,0.19,0.534,0.0,0.0,
188.0,Bogdan BogdanoviÄ,30.0,ATL,SG,54.0,9.0,1508.0,0.447,18.8,0.411,0.087,0.098,0.131,0.09,0.589,0.506,0.642,0.567,0.475,0.345,0.406,0.449,0.801,0.003,2.0,0.206,0.392,0.0,0.0,
189.0,Damion Lee,30.0,PHO,SG,74.0,5.0,1506.0,0.442,17.5,0.454,0.122,0.144,0.126,0.062,0.546,0.439,0.6,0.385,0.456,0.214,0.445,0.7,0.991,0.004,2.0,0.393,0.495,1.0,0.0,
190.0,Bol Bol,23.0,ORL,PF,70.0,33.0,1505.0,0.546,10.7,0.764,0.324,0.264,0.107,0.069,0.236,0.633,0.871,0.492,0.471,0.303,0.265,0.537,0.767,0.157,73.0,0.239,0.185,0.0,0.0,
191.0,John Konchar,26.0,MEM,SF,72.0,23.0,1494.0,0.431,15.3,0.447,0.294,0.109,0.028,0.016,0.553,0.545,0.702,0.229,0.333,0.2,0.339,0.769,0.95,0.028,7.0,0.525,0.355,1.0,0.0,
192.0,Rui Hachimura,24.0,2TM,PF,63.0,9.0,1466.0,0.486,12.9,0.726,0.247,0.176,0.171,0.132,0.274,0.55,0.736,0.369,0.49,0.519,0.319,0.618,1.0,0.074,38.0,0.319,0.333,0.0,0.0,
192.0,Rui Hachimura,24.0,WAS,PF,30.0,0.0,728.0,0.488,13.4,0.725,0.204,0.191,0.182,0.148,0.275,0.545,0.803,0.339,0.525,0.479,0.337,0.555,1.0,0.062,19.0,0.337,0.4,0.0,0.0,
192.0,Rui Hachimura,24.0,LAL,PF,33.0,9.0,738.0,0.485,12.3,0.727,0.3,0.158,0.158,0.112,0.273,0.556,0.679,0.415,0.439,0.586,0.296,0.695,1.0,0.088,19.0,0.296,0.238,0.0,0.0,
193.0,Dwight Powell,31.0,DAL,C,76.0,64.0,1458.0,0.732,2.5,0.981,0.799,0.167,0.004,0.011,0.019,0.746,0.791,0.578,0.0,0.333,0.0,0.787,,0.316,76.0,0.4,0.0,0.0,0.0,
194.0,Jeremy Sochan,19.0,SAS,PF,56.0,53.0,1458.0,0.453,10.4,0.757,0.341,0.279,0.085,0.053,0.243,0.519,0.665,0.39,0.447,0.379,0.246,0.59,1.0,0.127,60.0,0.254,0.147,5.0,0.0,
195.0,Keita Bates-Diop,27.0,SAS,PF,67.0,42.0,1452.0,0.508,10.4,0.695,0.34,0.303,0.047,0.004,0.305,0.557,0.696,0.44,0.364,0.0,0.394,0.65,0.982,0.039,15.0,0.43,0.377,0.0,0.0,
196.0,Davion Mitchell,24.0,SAC,PG,80.0,9.0,1447.0,0.454,16.1,0.506,0.208,0.128,0.055,0.105,0.494,0.584,0.699,0.569,0.318,0.5,0.32,0.449,0.825,0.005,1.0,0.193,0.316,2.0,0.0,
197.0,Pat Connaughton,30.0,MIL,SF,61.0,33.0,1443.0,0.392,20.3,0.235,0.152,0.071,0.005,0.007,0.765,0.566,0.672,0.333,0.5,0.667,0.339,0.75,0.982,0.019,8.0,0.339,0.358,0.0,0.0,
198.0,Zach Collins,25.0,SAS,C,63.0,26.0,1441.0,0.518,11.1,0.732,0.301,0.297,0.082,0.051,0.268,0.571,0.679,0.54,0.378,0.429,0.374,0.581,1.0,0.044,21.0,0.061,0.222,1.0,0.0,
199.0,Isaiah Stewart,21.0,DET,C,50.0,47.0,1414.0,0.442,13.5,0.535,0.302,0.209,0.009,0.016,0.465,0.542,0.571,0.478,0.5,0.857,0.327,0.688,1.0,0.075,29.0,0.327,0.328,0.0,0.0,
200.0,AJ Griffin,19.0,ATL,SF,72.0,12.0,1401.0,0.465,16.8,0.514,0.101,0.165,0.173,0.075,0.486,0.536,0.63,0.568,0.522,0.375,0.39,0.558,0.891,0.017,9.0,0.293,0.408,0.0,0.0,
201.0,Isaiah Joe,23.0,OKC,SG,73.0,10.0,1395.0,0.441,22.6,0.224,0.067,0.037,0.045,0.075,0.776,0.553,0.706,0.421,0.565,0.474,0.409,0.714,0.95,0.016,8.0,0.132,0.519,1.0,0.0,
202.0,Jonathan Kuminga,20.0,GSW,PF,67.0,16.0,1394.0,0.525,10.7,0.706,0.332,0.28,0.058,0.036,0.294,0.59,0.673,0.54,0.483,0.389,0.37,0.643,0.944,0.189,90.0,0.425,0.419,0.0,0.0,
203.0,Jusuf NurkiÄ,28.0,POR,C,52.0,52.0,1391.0,0.519,8.6,0.764,0.451,0.279,0.018,0.016,0.236,0.567,0.645,0.447,0.556,0.5,0.361,0.594,1.0,0.044,21.0,0.126,0.333,0.0,0.0,
204.0,Dennis Smith Jr.,25.0,CHO,PG,54.0,15.0,1390.0,0.412,11.4,0.754,0.33,0.232,0.093,0.1,0.246,0.475,0.664,0.343,0.357,0.267,0.216,0.42,0.958,0.053,22.0,0.225,0.28,1.0,0.0,
205.0,Larry Nance Jr.,30.0,NOP,C,65.0,1.0,1381.0,0.61,6.9,0.862,0.482,0.292,0.059,0.03,0.138,0.654,0.769,0.551,0.389,0.333,0.333,0.762,1.0,0.223,66.0,0.571,0.417,0.0,0.0,
206.0,Josh Okogie,24.0,PHO,SG,72.0,26.0,1350.0,0.391,14.4,0.524,0.28,0.155,0.051,0.039,0.476,0.442,0.56,0.297,0.286,0.375,0.335,0.448,0.939,0.087,25.0,0.462,0.319,0.0,0.0,
207.0,Devonte' Graham,27.0,2TM,PG,73.0,8.0,1338.0,0.374,22.5,0.216,0.058,0.072,0.035,0.051,0.784,0.452,0.6,0.355,0.533,0.364,0.352,0.31,0.798,0.0,0.0,0.104,0.429,3.0,0.0,
207.0,Devonte' Graham,27.0,NOP,PG,53.0,0.0,811.0,0.368,23.0,0.177,0.056,0.056,0.03,0.035,0.823,0.463,0.462,0.308,0.571,0.625,0.347,0.421,0.848,0.0,0.0,0.105,0.35,2.0,0.0,
207.0,Devonte' Graham,27.0,SAS,PG,20.0,8.0,527.0,0.38,22.0,0.26,0.06,0.09,0.04,0.07,0.74,0.442,0.75,0.389,0.5,0.214,0.358,0.217,0.736,0.0,0.0,0.101,0.533,1.0,0.0,
208.0,Terrence Ross,31.0,2TM,SG,63.0,9.0,1330.0,0.43,19.9,0.445,0.037,0.08,0.178,0.151,0.555,0.507,0.706,0.514,0.398,0.586,0.368,0.629,0.937,0.019,6.0,0.264,0.441,0.0,0.0,
208.0,Terrence Ross,31.0,ORL,SG,42.0,9.0,944.0,0.431,19.2,0.465,0.043,0.107,0.174,0.14,0.535,0.489,0.692,0.5,0.385,0.548,0.381,0.588,0.918,0.023,5.0,0.231,0.459,0.0,0.0,
208.0,Terrence Ross,31.0,PHO,SG,21.0,0.0,386.0,0.428,20.6,0.41,0.024,0.03,0.187,0.169,0.59,0.544,0.75,0.6,0.419,0.643,0.347,0.703,0.971,0.012,1.0,0.316,0.419,0.0,0.0,
209.0,Luke Kennard,26.0,2TM,SG,59.0,14.0,1315.0,0.492,21.0,0.296,0.058,0.084,0.089,0.065,0.704,0.487,0.545,0.5,0.441,0.48,0.494,0.6,0.94,0.0,0.0,0.201,0.481,1.0,0.0,
209.0,Luke Kennard,26.0,LAC,SG,35.0,11.0,725.0,0.464,19.9,0.374,0.062,0.123,0.109,0.081,0.626,0.494,0.538,0.5,0.478,0.471,0.447,0.667,0.932,0.0,0.0,0.205,0.519,1.0,0.0,
209.0,Luke Kennard,26.0,MEM,SG,24.0,3.0,590.0,0.526,22.1,0.199,0.053,0.035,0.064,0.047,0.801,0.471,0.556,0.5,0.364,0.5,0.54,0.438,0.946,0.0,0.0,0.197,0.444,0.0,0.0,
210.0,Doug McDermott,31.0,SAS,SF,64.0,0.0,1314.0,0.457,17.3,0.43,0.176,0.163,0.054,0.038,0.57,0.516,0.707,0.412,0.393,0.25,0.413,0.845,0.984,0.027,14.0,0.198,0.407,1.0,0.0,
211.0,Talen Horton-Tucker,22.0,UTA,SG,65.0,20.0,1313.0,0.419,12.7,0.669,0.232,0.321,0.083,0.033,0.331,0.485,0.627,0.437,0.314,0.4,0.286,0.206,0.776,0.038,19.0,0.148,0.367,5.0,0.0,
212.0,Jose Alvarado,24.0,NOP,PG,61.0,10.0,1310.0,0.411,15.6,0.495,0.186,0.243,0.051,0.014,0.505,0.488,0.67,0.395,0.36,0.143,0.336,0.381,0.94,0.0,0.0,0.287,0.38,3.0,0.0,
213.0,Aaron Wiggins,24.0,OKC,SG,70.0,14.0,1297.0,0.512,10.6,0.664,0.383,0.264,0.014,0.003,0.336,0.573,0.705,0.396,0.4,0.0,0.393,0.696,0.958,0.055,18.0,0.459,0.286,1.0,0.0,
214.0,Lonnie Walker IV,24.0,LAL,SG,56.0,32.0,1297.0,0.448,15.7,0.528,0.195,0.188,0.055,0.089,0.472,0.522,0.699,0.404,0.345,0.489,0.365,0.572,0.923,0.055,24.0,0.273,0.412,2.0,0.0,
215.0,Sam Hauser,25.0,BOS,SF,80.0,8.0,1290.0,0.455,22.4,0.154,0.078,0.048,0.013,0.015,0.846,0.656,0.839,0.526,0.6,0.167,0.418,0.775,0.971,0.013,3.0,0.307,0.437,2.0,0.0,
216.0,Jalen Smith,22.0,IND,C,68.0,31.0,1279.0,0.476,12.2,0.624,0.346,0.185,0.037,0.049,0.376,0.593,0.761,0.404,0.158,0.4,0.283,0.718,0.963,0.085,42.0,0.298,0.281,0.0,0.0,
217.0,LaMelo Ball,21.0,CHO,PG,36.0,36.0,1268.0,0.411,17.7,0.469,0.169,0.162,0.085,0.053,0.531,0.45,0.598,0.316,0.443,0.395,0.376,0.25,0.653,0.004,3.0,0.136,0.385,2.0,0.0,
218.0,David Roddy,21.0,MEM,PF,70.0,4.0,1258.0,0.429,14.5,0.495,0.271,0.183,0.026,0.014,0.505,0.553,0.711,0.351,0.545,0.167,0.307,0.609,0.969,0.057,22.0,0.415,0.341,1.0,0.0,
219.0,Jaylen Nowell,23.0,MIN,SG,65.0,2.0,1252.0,0.448,13.5,0.629,0.251,0.213,0.134,0.03,0.371,0.542,0.662,0.429,0.536,0.368,0.289,0.469,0.716,0.024,11.0,0.155,0.222,4.0,0.0,
220.0,Naz Reid,23.0,MIN,C,68.0,11.0,1251.0,0.537,11.8,0.624,0.341,0.256,0.023,0.003,0.376,0.653,0.812,0.466,0.385,0.5,0.346,0.655,1.0,0.066,33.0,0.175,0.263,0.0,0.0,
221.0,Trey Lyles,27.0,SAC,PF,74.0,0.0,1247.0,0.458,15.5,0.412,0.27,0.12,0.007,0.002,0.588,0.595,0.682,0.388,0.333,0.0,0.363,0.65,0.977,0.083,28.0,0.346,0.446,0.0,0.0,
222.0,Jalen Suggs,21.0,ORL,SG,53.0,19.0,1246.0,0.419,15.8,0.545,0.23,0.162,0.077,0.077,0.455,0.496,0.588,0.472,0.324,0.441,0.327,0.317,0.712,0.016,5.0,0.134,0.407,2.0,0.0,
223.0,Kevin Love,34.0,2TM,PF,62.0,20.0,1240.0,0.389,20.3,0.302,0.106,0.104,0.052,0.04,0.698,0.516,0.622,0.5,0.364,0.471,0.334,0.576,0.939,0.012,2.0,0.149,0.341,0.0,0.0,
223.0,Kevin Love,34.0,CLE,PF,41.0,3.0,821.0,0.389,20.2,0.316,0.119,0.084,0.06,0.053,0.684,0.467,0.588,0.5,0.235,0.4,0.354,0.548,0.928,0.018,2.0,0.144,0.429,0.0,0.0,
223.0,Kevin Love,34.0,MIA,PF,21.0,17.0,419.0,0.388,20.3,0.273,0.079,0.144,0.036,0.014,0.727,0.632,0.727,0.5,0.8,1.0,0.297,0.625,0.967,0.0,0.0,0.158,0.188,0.0,0.0,
224.0,Cory Joseph,31.0,DET,PG,62.0,2.0,1227.0,0.427,16.8,0.487,0.088,0.214,0.097,0.074,0.513,0.468,0.645,0.427,0.441,0.346,0.389,0.213,0.743,0.0,0.0,0.172,0.387,0.0,0.0,
225.0,Delon Wright,30.0,WAS,PG,50.0,14.0,1221.0,0.474,14.4,0.591,0.196,0.299,0.062,0.034,0.409,0.564,0.842,0.391,0.444,0.7,0.345,0.268,0.854,0.014,4.0,0.244,0.345,4.0,0.0,
226.0,Nick Richards,25.0,CHO,C,65.0,9.0,1217.0,0.629,2.6,0.997,0.741,0.227,0.019,0.01,0.003,0.628,0.741,0.282,0.5,0.333,1.0,0.638,1.0,0.3,82.0,0.0,,0.0,0.0,
227.0,Seth Curry,32.0,BRK,SG,61.0,7.0,1211.0,0.463,19.8,0.483,0.058,0.067,0.114,0.245,0.517,0.525,0.615,0.467,0.588,0.491,0.405,0.526,0.809,0.0,0.0,0.254,0.424,0.0,0.0,
228.0,Ochai Agbaji,22.0,UTA,SG,59.0,22.0,1209.0,0.427,16.9,0.409,0.15,0.21,0.026,0.023,0.591,0.532,0.621,0.494,0.4,0.444,0.355,0.762,0.988,0.054,17.0,0.412,0.457,0.0,0.0,
229.0,Kenrich Williams,28.0,OKC,PF,53.0,10.0,1206.0,0.517,13.4,0.613,0.318,0.142,0.09,0.064,0.387,0.608,0.718,0.51,0.452,0.5,0.373,0.659,1.0,0.066,21.0,0.343,0.413,0.0,0.0,
230.0,Matisse Thybulle,25.0,2TM,SG,71.0,28.0,1200.0,0.435,15.4,0.415,0.265,0.138,0.012,0.0,0.585,0.533,0.642,0.343,0.333,,0.365,0.768,0.963,0.091,21.0,0.486,0.375,1.0,0.0,
230.0,Matisse Thybulle,25.0,PHI,SF,49.0,6.0,591.0,0.431,14.9,0.457,0.293,0.155,0.009,0.0,0.543,0.547,0.647,0.389,0.0,,0.333,0.759,1.0,0.095,9.0,0.508,0.313,1.0,0.0,
230.0,Matisse Thybulle,25.0,POR,SG,22.0,22.0,609.0,0.438,16.0,0.38,0.241,0.124,0.015,0.0,0.62,0.519,0.636,0.294,0.5,,0.388,0.778,0.939,0.088,12.0,0.471,0.425,0.0,0.0,
231.0,Isaiah Livers,24.0,DET,PF,52.0,22.0,1199.0,0.417,20.0,0.295,0.066,0.073,0.066,0.076,0.705,0.541,0.842,0.381,0.368,0.5,0.365,0.609,0.892,0.028,8.0,0.305,0.435,2.0,0.0,
232.0,Cameron Johnson,26.0,2TM,PF,42.0,41.0,1199.0,0.47,17.1,0.462,0.198,0.097,0.089,0.078,0.538,0.548,0.691,0.435,0.429,0.459,0.404,0.6,0.971,0.049,20.0,0.361,0.424,0.0,0.0,
232.0,Cameron Johnson,26.0,PHO,PF,17.0,16.0,429.0,0.474,17.7,0.428,0.179,0.098,0.075,0.075,0.572,0.5,0.71,0.412,0.385,0.231,0.455,0.676,0.956,0.04,6.0,0.303,0.467,0.0,0.0,
232.0,Cameron Johnson,26.0,BRK,PF,25.0,25.0,770.0,0.468,16.5,0.482,0.209,0.096,0.096,0.08,0.518,0.572,0.683,0.448,0.448,0.583,0.372,0.566,0.983,0.053,14.0,0.397,0.403,0.0,0.0,
233.0,Anthony Lamb,25.0,GSW,SF,62.0,4.0,1195.0,0.471,17.8,0.366,0.15,0.188,0.006,0.022,0.634,0.652,0.809,0.576,0.0,0.429,0.367,0.68,0.986,0.045,13.0,0.342,0.353,2.0,0.0,
234.0,Taurean Prince,28.0,MIN,PF,54.0,4.0,1192.0,0.467,15.7,0.488,0.216,0.172,0.047,0.053,0.512,0.557,0.671,0.462,0.667,0.3,0.381,0.748,0.946,0.013,4.0,0.418,0.432,1.0,0.0,
235.0,Andrew Wiggins,27.0,GSW,SF,37.0,37.0,1190.0,0.473,15.4,0.575,0.157,0.244,0.07,0.104,0.425,0.53,0.711,0.504,0.378,0.418,0.396,0.621,0.955,0.055,25.0,0.2,0.356,0.0,0.0,
236.0,Jordan Nwora,24.0,2TM,SF,62.0,14.0,1188.0,0.436,15.4,0.526,0.227,0.142,0.074,0.067,0.474,0.462,0.574,0.413,0.364,0.233,0.408,0.546,0.907,0.04,15.0,0.28,0.39,0.0,0.0,
236.0,Jordan Nwora,24.0,MIL,SF,38.0,3.0,597.0,0.386,17.0,0.482,0.193,0.127,0.066,0.096,0.518,0.379,0.526,0.4,0.154,0.211,0.392,0.556,1.0,0.015,3.0,0.235,0.333,0.0,0.0,
236.0,Jordan Nwora,24.0,IND,SF,24.0,11.0,591.0,0.476,13.7,0.56,0.254,0.153,0.081,0.044,0.44,0.518,0.603,0.421,0.5,0.273,0.422,0.542,0.826,0.06,12.0,0.321,0.429,0.0,0.0,
237.0,Gary Harris,28.0,ORL,SG,48.0,42.0,1184.0,0.45,19.4,0.29,0.143,0.091,0.016,0.039,0.71,0.494,0.614,0.429,0.0,0.417,0.431,0.523,0.915,0.01,2.0,0.417,0.462,0.0,0.0,
238.0,Tre Mann,21.0,OKC,PG,67.0,5.0,1183.0,0.393,17.2,0.487,0.126,0.204,0.108,0.05,0.513,0.475,0.667,0.373,0.407,0.56,0.315,0.267,0.605,0.012,4.0,0.121,0.452,2.0,0.0,
239.0,Trendon Watford,22.0,POR,PF,62.0,12.0,1182.0,0.56,8.8,0.802,0.344,0.347,0.08,0.012,0.198,0.602,0.676,0.545,0.462,0.5,0.391,0.609,1.0,0.019,5.0,0.125,0.25,0.0,0.0,
240.0,Christian Braun,21.0,DEN,SG,76.0,6.0,1181.0,0.495,11.4,0.668,0.36,0.239,0.028,0.042,0.332,0.565,0.721,0.42,0.375,0.167,0.354,0.67,0.941,0.114,30.0,0.417,0.4,0.0,0.0,
241.0,Xavier Tillman Sr.,24.0,MEM,C,61.0,29.0,1180.0,0.614,5.5,0.951,0.516,0.31,0.111,0.013,0.049,0.632,0.753,0.516,0.441,0.25,0.267,0.712,1.0,0.095,24.0,0.533,0.125,0.0,0.0,
242.0,Devin Vassell,22.0,SAS,SG,38.0,32.0,1178.0,0.439,17.6,0.553,0.141,0.081,0.176,0.155,0.447,0.48,0.643,0.333,0.41,0.489,0.387,0.456,0.883,0.035,17.0,0.165,0.477,3.0,0.0,
243.0,Collin Sexton,24.0,UTA,PG,48.0,15.0,1145.0,0.506,10.9,0.739,0.256,0.355,0.092,0.036,0.261,0.546,0.608,0.506,0.581,0.412,0.393,0.328,0.729,0.021,7.0,0.205,0.44,0.0,0.0,
244.0,Precious Achiuwa,23.0,TOR,C,55.0,12.0,1140.0,0.485,9.7,0.733,0.381,0.262,0.069,0.012,0.267,0.564,0.734,0.406,0.286,0.2,0.269,0.623,0.966,0.141,49.0,0.444,0.25,1.0,0.0,
245.0,Steven Adams,29.0,MEM,C,42.0,42.0,1133.0,0.597,2.6,0.996,0.696,0.281,0.019,0.0,0.004,0.599,0.645,0.5,0.4,,0.0,0.503,,0.163,41.0,1.0,0.0,0.0,0.0,
246.0,Alec Burks,31.0,DET,SG,51.0,8.0,1122.0,0.436,17.7,0.479,0.087,0.144,0.122,0.12,0.521,0.459,0.65,0.409,0.464,0.4,0.414,0.307,0.657,0.002,1.0,0.213,0.49,0.0,0.0,
