Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game
61,Lester Qui̱ones,"Mar 31, '23, GSW vs. SAS",22,3,54,595,89,224,47,136,35,48,26,94,62,10,4,36,62,260,.397,.346,.729,11.0,4.8,1.7,1.1,0.2,0.1
62,Jared Rhoden,"Jan 10, '23, DET @ PHI",23,3,45,670,92,197,29,90,33,39,28,112,34,17,16,19,71,246,.467,.322,.846,14.9,5.5,2.5,0.8,0.4,0.4
63,Orlando Robinson,"Nov 18, '22, MIA @ WAS",22,4,112,1501,199,422,25,73,95,126,165,430,136,36,36,83,189,518,.472,.342,.754,13.4,4.6,3.8,1.2,0.3,0.3
64,David Roddy,"Oct 19, '22, MEM vs. NYK",21,3,168,2845,402,954,132,437,108,159,116,488,174,70,39,136,199,1044,.421,.302,.679,16.9,6.2,2.9,1.0,0.4,0.2
65,Ryan Rollins,"Oct 18, '22, GSW vs. LAL",20,4,96,1424,253,513,92,213,79,99,37,189,204,78,24,114,151,677,.493,.432,.798,14.8,7.1,2.0,2.1,0.8,0.3
66,Dereon Seabron,"Oct 28, '22, NOP @ PHO",22,2,11,67,6,18,1,2,5,6,2,8,5,2,1,0,5,18,.333,.500,.833,6.1,1.6,0.7,0.5,0.2,0.1
67,Shaedon Sharpe,"Oct 19, '22, POR @ SAC",19,4,198,5490,1096,2448,334,1032,424,542,192,790,415,148,55,344,374,2950,.448,.324,.782,27.7,14.9,4.0,2.1,0.7,0.3
68,Dru Smith,"Oct 26, '22, MIA @ POR",25,4,52,789,96,206,40,97,26,31,32,102,105,61,15,37,90,258,.466,.412,.839,15.2,5.0,2.0,2.0,1.2,0.3
69,Jabari Smith Jr.,"Oct 19, '22, HOU @ ATL",19,4,223,6954,1049,2420,378,1107,435,540,379,1654,300,129,185,265,580,2911,.433,.341,.806,31.2,13.1,7.4,1.3,0.6,0.8
70,Jeremy Sochan,"Oct 19, '22, SAS vs. CHO",19,4,192,5147,861,1830,138,465,286,394,363,1148,532,153,92,331,460,2146,.470,.297,.726,26.8,11.2,6.0,2.8,0.8,0.5
71,Cole Swider,"Oct 18, '22, LAL @ GSW",23,3,35,297,40,110,28,85,2,3,7,41,12,5,3,12,19,110,.364,.329,.667,8.5,3.1,1.2,0.3,0.1,0.1
72,Dalen Terry,"Oct 22, '22, CHI vs. CLE",20,4,178,1941,227,510,63,210,91,139,79,280,208,83,40,95,225,608,.445,.300,.655,10.9,3.4,1.6,1.2,0.5,0.2
73,Stanley Umude,"Feb 15, '23, DET @ BOS",23,3,47,395,42,111,27,69,33,38,12,68,15,12,14,17,48,144,.378,.391,.868,8.4,3.1,1.4,0.3,0.3,0.3
74,Jabari Walker,"Oct 24, '22, POR vs. DEN",20,4,201,3226,451,974,87,279,216,292,274,887,147,87,44,134,351,1205,.463,.312,.740,16.0,6.0,4.4,0.7,0.4,0.2
75,TyTy Washington Jr.,"Nov 14, '22, HOU vs. LAC",21,3,58,607,78,225,25,107,13,24,7,63,68,21,2,19,34,194,.347,.234,.542,10.5,3.3,1.1,1.2,0.4,0.0
76,Peyton Watson,"Oct 19, '22, DEN @ UTA",20,4,184,3630,471,1002,104,321,195,288,125,575,208,107,208,135,304,1241,.470,.324,.677,19.7,6.7,3.1,1.1,0.6,1.1
77,Blake Wesley,"Oct 28, '22, SAS vs. CHI",19,4,162,2326,266,650,51,175,122,193,49,250,397,101,21,181,216,705,.409,.291,.632,14.4,4.4,1.5,2.5,0.6,0.1
78,Jack White,"Oct 26, '22, DEN vs. LAL",25,2,21,130,10,35,5,19,2,3,10,29,5,7,3,4,12,27,.286,.263,.667,6.2,1.3,1.4,0.2,0.3,0.1
79,Alondes Williams,"Dec 10, '22, BRK @ IND",23,3,9,25,4,10,1,5,1,1,0,2,1,0,1,4,3,10,.400,.200,1.000,2.8,1.1,0.2,0.1,0.0,0.1
80,Donovan Williams,"Apr 4, '23, ATL @ CHI",21,1,2,4,2,5,0,2,0,0,0,2,0,0,0,0,0,4,.400,.000,,2.0,2.0,1.0,0.0,0.0,0.0
,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game
Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK
81,Jalen Williams,"Oct 19, '22, OKC @ MIN",21,3,215,6736,1515,2955,300,786,571,711,180,988,924,294,126,396,524,3901,.513,.382,.803,31.3,18.1,4.6,4.3,1.4,0.6
82,Jaylin Williams,"Oct 23, '22, OKC vs. MIN",20,4,179,2861,318,756,177,474,99,132,136,804,338,86,76,120,311,912,.421,.373,.750,16.0,5.1,4.5,1.9,0.5,0.4
83,Jeenathan Williams,"Apr 2, '23, POR @ MIN",23,3,47,403,78,151,11,39,14,24,27,51,26,15,7,22,39,181,.517,.282,.583,8.6,3.9,1.1,0.6,0.3,0.1
84,Mark Williams,"Oct 19, '22, CHO @ SAS",21,4,119,2833,589,946,0,4,274,363,339,1042,161,93,131,140,286,1452,.623,.000,.755,23.8,12.2,8.8,1.4,0.8,1.1
85,Vince Williams Jr.,"Oct 22, '22, MEM @ DAL",22,4,104,2243,276,657,124,376,140,174,95,450,267,72,45,149,213,816,.420,.330,.805,21.6,7.8,4.3,2.6,0.7,0.4
