Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
14.0,Pascal Siakam,28.0,TOR,PF,71.0,71.0,2652.0,8.6,17.8,0.48,1.3,3.9,0.324,7.3,13.9,0.523,0.515,5.0,6.4,0.774,1.8,5.8,7.5,5.6,0.9,0.5,2.3,3.1,23.3,AS
15.0,CJ McCollum,31.0,NOP,PG,75.0,75.0,2649.0,8.0,18.3,0.437,2.9,7.4,0.389,5.1,10.9,0.469,0.515,2.5,3.2,0.769,0.7,3.7,4.5,5.8,1.0,0.5,2.5,2.1,21.3,
16.0,Franz Wagner,21.0,ORL,SF,80.0,80.0,2609.0,7.5,15.4,0.485,1.8,5.0,0.361,5.7,10.5,0.544,0.543,3.7,4.4,0.842,1.0,3.6,4.5,3.9,1.1,0.2,2.3,2.5,20.5,
17.0,Jalen Green,20.0,HOU,SG,76.0,76.0,2602.0,7.8,18.8,0.416,2.6,7.7,0.338,5.2,11.1,0.471,0.485,5.0,6.4,0.786,0.6,3.3,3.9,3.9,0.8,0.2,2.8,1.8,23.3,
18.0,Bam Adebayo,25.0,MIA,C,75.0,75.0,2598.0,8.3,15.4,0.54,0.0,0.2,0.083,8.3,15.3,0.545,0.541,4.5,5.6,0.806,2.5,7.0,9.5,3.3,1.2,0.8,2.6,2.9,21.2,"DPOY-5,AS,DEF2"
19.0,Trae Young,24.0,ATL,PG,73.0,73.0,2541.0,8.5,19.7,0.429,2.2,6.5,0.335,6.3,13.2,0.476,0.485,8.0,9.1,0.886,0.8,2.3,3.1,10.5,1.1,0.1,4.3,1.5,27.1,
20.0,Fred VanVleet,28.0,TOR,PG,69.0,69.0,2535.0,6.2,15.8,0.393,2.9,8.6,0.342,3.3,7.2,0.455,0.486,3.6,4.0,0.898,0.4,3.6,4.0,7.0,1.7,0.5,2.0,2.7,19.0,
21.0,Buddy Hield,30.0,IND,SF,80.0,73.0,2482.0,6.9,15.1,0.458,4.2,9.8,0.425,2.7,5.2,0.518,0.596,1.5,1.9,0.822,1.0,4.8,5.8,3.3,1.3,0.4,2.0,2.3,19.5,
22.0,RJ Barrett,22.0,NYK,SG,73.0,73.0,2475.0,7.4,17.1,0.434,1.8,5.7,0.31,5.7,11.4,0.495,0.485,4.2,5.7,0.74,0.9,4.5,5.4,2.9,0.5,0.2,2.4,2.6,20.8,
23.0,Jordan Poole,23.0,GSW,PG,82.0,43.0,2458.0,8.1,18.7,0.43,3.1,9.3,0.336,4.9,9.4,0.524,0.514,5.3,6.1,0.87,0.5,2.8,3.3,5.4,0.9,0.3,3.7,3.1,24.5,
24.0,Josh Hart,27.0,2TM,SF,76.0,52.0,2454.0,4.0,7.6,0.529,0.9,2.4,0.372,3.1,5.2,0.601,0.588,1.9,2.6,0.75,2.1,6.6,8.7,4.3,1.3,0.3,1.7,2.9,10.9,
24.0,Josh Hart,27.0,POR,SF,51.0,51.0,1704.0,3.9,7.7,0.504,0.7,2.4,0.304,3.1,5.3,0.594,0.551,1.8,2.5,0.731,2.0,6.8,8.8,4.2,1.1,0.2,1.7,2.8,10.3,
24.0,Josh Hart,27.0,NYK,SF,25.0,1.0,750.0,4.4,7.5,0.586,1.3,2.5,0.519,3.1,5.0,0.619,0.672,2.2,2.7,0.789,2.3,6.2,8.4,4.3,1.6,0.6,1.8,3.0,12.3,
25.0,Jabari Smith Jr.,19.0,HOU,PF,79.0,79.0,2451.0,5.3,13.1,0.408,1.8,5.7,0.307,3.6,7.4,0.487,0.475,2.4,3.0,0.786,1.8,6.6,8.4,1.5,0.6,1.1,1.5,3.3,14.8,
26.0,Trey Murphy III,22.0,NOP,SF,79.0,65.0,2448.0,5.7,11.8,0.484,3.0,7.3,0.406,2.7,4.5,0.611,0.61,2.5,2.8,0.905,0.9,3.3,4.1,1.6,1.3,0.6,0.9,2.3,16.9,
27.0,Darius Garland,23.0,CLE,PG,69.0,69.0,2447.0,7.7,16.6,0.462,2.5,6.1,0.41,5.2,10.5,0.492,0.537,4.1,4.7,0.863,0.4,2.3,2.7,7.9,1.3,0.1,2.9,2.2,21.9,
28.0,Tobias Harris,30.0,PHI,SF,74.0,74.0,2436.0,6.3,12.5,0.501,1.9,4.8,0.389,4.4,7.7,0.57,0.575,1.7,1.9,0.876,1.0,5.3,6.3,2.7,1.0,0.6,1.3,2.2,16.0,
29.0,De'Aaron Fox,25.0,SAC,PG,73.0,73.0,2435.0,10.1,19.7,0.512,1.8,5.4,0.324,8.3,14.3,0.584,0.557,5.1,6.5,0.78,0.6,3.9,4.5,6.6,1.2,0.3,2.7,2.5,27.0,"MVP-11,CPOY-1,AS,NBA3"
30.0,Donovan Mitchell,26.0,CLE,SG,68.0,68.0,2432.0,10.1,20.8,0.484,3.6,9.4,0.386,6.4,11.4,0.566,0.572,4.7,5.4,0.867,0.9,3.3,4.3,4.5,1.5,0.4,2.7,2.5,28.5,"MVP-6,CPOY-6,AS,NBA2"
31.0,Paolo Banchero,20.0,ORL,PF,72.0,72.0,2430.0,7.1,16.6,0.427,1.3,4.2,0.298,5.8,12.4,0.471,0.465,5.8,7.9,0.738,1.2,6.1,7.4,4.0,0.9,0.6,3.0,2.4,21.3,ROY-1
32.0,Jaden McDaniels,22.0,MIN,SF,79.0,79.0,2416.0,5.5,10.7,0.517,1.6,4.0,0.398,3.9,6.7,0.588,0.591,1.6,2.1,0.736,1.4,3.2,4.6,2.2,1.1,1.1,1.7,4.1,14.2,
33.0,Shai Gilgeous-Alexander,24.0,OKC,PG,68.0,68.0,2416.0,10.5,20.6,0.51,0.9,2.5,0.345,9.6,18.1,0.533,0.531,10.0,11.0,0.905,0.9,4.0,4.9,5.5,1.7,1.0,2.9,2.9,31.8,"MVP-5,CPOY-7,AS,NBA1"
34.0,Royce O'Neale,29.0,BRK,SF,76.0,53.0,2409.0,3.4,8.9,0.386,2.4,6.3,0.389,1.0,2.6,0.379,0.524,0.7,1.0,0.725,0.8,4.9,5.7,4.2,1.0,0.7,1.7,3.6,10.0,
35.0,Jaylen Brown,26.0,BOS,SF,67.0,67.0,2405.0,10.2,20.7,0.491,2.4,7.3,0.335,7.7,13.4,0.576,0.55,3.9,5.1,0.765,1.2,5.7,6.9,3.5,1.1,0.4,2.9,2.6,26.7,"AS,NBA2"
36.0,Luka DonÄiÄ,23.0,DAL,PG,66.0,66.0,2391.0,10.8,21.8,0.496,2.8,8.1,0.342,8.0,13.7,0.588,0.56,7.8,10.4,0.742,0.8,7.8,8.6,8.0,1.4,0.5,3.6,2.5,32.2,"MVP-8,CPOY-8,AS,NBA1"
37.0,OG Anunoby,25.0,TOR,SF,67.0,67.0,2386.0,6.4,13.4,0.476,2.1,5.5,0.387,4.2,7.8,0.539,0.556,2.1,2.5,0.838,1.4,3.6,5.0,2.0,1.9,0.8,2.0,3.0,17.0,"DPOY-7,DEF2"
38.0,Keegan Murray,22.0,SAC,SF,80.0,78.0,2382.0,5.4,11.8,0.453,3.1,7.6,0.411,2.2,4.2,0.527,0.584,0.9,1.2,0.765,1.3,4.3,5.6,1.5,0.9,0.6,0.9,2.4,14.8,ROY-5
39.0,Kentavious Caldwell-Pope,29.0,DEN,SG,76.0,76.0,2381.0,4.4,9.6,0.462,2.0,4.8,0.423,2.4,4.7,0.502,0.569,1.6,1.9,0.824,0.5,2.6,3.1,2.8,1.7,0.5,1.3,2.2,12.4,
40.0,P.J. Washington,24.0,CHO,PF,73.0,73.0,2380.0,6.6,14.8,0.444,2.3,6.5,0.348,4.3,8.3,0.518,0.52,1.9,2.6,0.73,1.1,4.3,5.4,2.6,1.0,1.2,1.7,2.9,17.3,
41.0,Jalen Brunson,26.0,NYK,PG,68.0,68.0,2379.0,8.9,18.1,0.491,2.0,4.9,0.416,6.9,13.2,0.519,0.547,4.9,5.9,0.829,0.6,3.0,3.6,6.4,0.9,0.2,2.1,2.3,24.7,"MVP-12,CPOY-4"
42.0,Brook Lopez,34.0,MIL,C,78.0,78.0,2373.0,7.2,13.6,0.531,2.1,5.5,0.374,5.2,8.1,0.637,0.606,2.3,2.9,0.784,2.4,5.5,7.9,1.5,0.6,2.9,1.6,3.1,18.8,"DPOY-2,DEF1"
43.0,Josh Giddey,20.0,OKC,PF,76.0,76.0,2367.0,8.2,17.0,0.482,1.2,3.6,0.325,7.0,13.4,0.524,0.516,1.6,2.2,0.731,2.3,6.9,9.1,7.1,0.9,0.5,3.2,2.2,19.2,
44.0,Reggie Bullock,31.0,DAL,SF,78.0,55.0,2364.0,2.9,7.2,0.409,2.3,6.0,0.38,0.6,1.1,0.562,0.569,0.4,0.6,0.703,0.5,3.8,4.3,1.6,0.8,0.2,0.5,2.5,8.5,
45.0,Immanuel Quickley,23.0,NYK,SG,81.0,21.0,2344.0,6.4,14.4,0.448,2.6,7.0,0.37,3.9,7.4,0.521,0.537,3.1,3.8,0.819,0.9,4.3,5.2,4.3,1.2,0.2,1.5,2.5,18.6,6MOY-2
46.0,Tyler Herro,23.0,MIA,SG,67.0,67.0,2337.0,7.5,17.1,0.439,3.1,8.3,0.378,4.4,8.8,0.497,0.531,2.6,2.8,0.934,0.4,5.1,5.5,4.3,0.8,0.2,2.4,1.6,20.7,
47.0,Patrick Williams,21.0,CHI,PF,82.0,65.0,2323.0,4.9,10.5,0.464,1.8,4.3,0.415,3.1,6.2,0.498,0.549,1.4,1.6,0.857,1.2,3.9,5.1,1.5,1.1,1.1,1.6,2.3,12.9,
48.0,Nikola JokiÄ,27.0,DEN,C,69.0,69.0,2323.0,10.0,15.8,0.632,0.9,2.3,0.383,9.1,13.5,0.675,0.66,5.3,6.4,0.822,2.6,10.1,12.7,10.5,1.3,0.7,3.8,2.7,26.2,"MVP-2,CPOY-13,AS,NBA2"
49.0,Derrick White,28.0,BOS,SG,82.0,70.0,2319.0,5.4,11.8,0.462,2.3,6.1,0.381,3.1,5.7,0.548,0.56,2.6,3.0,0.875,0.8,3.7,4.5,5.0,0.8,1.2,1.5,2.7,15.8,DEF2
50.0,Jaden Ivey,20.0,DET,SG,74.0,73.0,2304.0,6.4,15.4,0.416,1.9,5.5,0.343,4.5,9.9,0.457,0.477,4.2,5.6,0.747,1.1,3.4,4.5,6.0,1.0,0.3,3.7,3.8,18.8,ROY-6
51.0,D'Angelo Russell,26.0,2TM,PG,71.0,71.0,2304.0,7.0,14.8,0.469,3.0,7.7,0.396,3.9,7.2,0.548,0.572,2.8,3.4,0.829,0.5,2.8,3.4,6.8,1.1,0.5,2.9,2.2,19.7,
51.0,D'Angelo Russell,26.0,MIN,PG,54.0,54.0,1778.0,6.8,14.7,0.465,3.0,7.7,0.391,3.8,7.0,0.546,0.567,2.9,3.4,0.856,0.6,2.8,3.3,6.8,1.2,0.4,3.0,2.4,19.6,
51.0,D'Angelo Russell,26.0,LAL,PG,17.0,17.0,526.0,7.3,15.1,0.484,3.1,7.6,0.414,4.2,7.5,0.555,0.588,2.5,3.4,0.735,0.5,2.9,3.4,7.0,0.7,0.5,2.7,1.6,20.3,
52.0,Draymond Green,32.0,GSW,PF,73.0,73.0,2297.0,3.9,7.4,0.527,0.6,2.1,0.305,3.3,5.4,0.612,0.57,1.2,1.7,0.713,1.0,7.2,8.2,7.8,1.2,0.9,3.2,3.6,9.7,"DPOY-4,DEF2"
53.0,KJ Martin,22.0,HOU,SF,82.0,49.0,2292.0,6.4,11.3,0.569,1.1,3.4,0.315,5.4,7.9,0.679,0.617,2.4,3.5,0.68,2.0,5.1,7.1,1.9,0.6,0.5,1.4,2.3,16.3,
54.0,Joel Embiid,28.0,PHI,C,66.0,66.0,2284.0,11.5,20.9,0.548,1.0,3.2,0.33,10.4,17.8,0.587,0.573,10.4,12.2,0.857,1.8,8.8,10.6,4.3,1.0,1.8,3.6,3.2,34.4,"MVP-1,DPOY-9,CPOY-5,AS,NBA1"
55.0,Bruce Brown,26.0,DEN,SF,80.0,31.0,2280.0,5.7,11.7,0.483,1.4,4.0,0.358,4.2,7.7,0.548,0.545,1.8,2.4,0.758,1.0,4.2,5.2,4.2,1.4,0.8,1.9,3.0,14.6,
56.0,Klay Thompson,32.0,GSW,SF,69.0,69.0,2279.0,8.6,19.8,0.436,4.8,11.5,0.412,3.9,8.2,0.47,0.556,1.8,2.1,0.879,0.6,3.9,4.5,2.6,0.8,0.5,1.9,2.1,23.8,
57.0,Jalen Williams,21.0,OKC,SG,75.0,62.0,2276.0,6.5,12.6,0.521,1.2,3.2,0.356,5.4,9.3,0.579,0.567,2.5,3.0,0.812,1.3,4.0,5.3,3.9,1.6,0.6,1.9,3.0,16.7,ROY-2
58.0,Lauri Markkanen,25.0,UTA,PF,66.0,66.0,2273.0,9.0,18.1,0.499,3.2,8.1,0.391,5.9,10.0,0.585,0.586,5.5,6.3,0.875,2.1,7.0,9.0,1.9,0.7,0.6,2.0,2.2,26.8,"MIP-1,AS"
59.0,Max Strus,26.0,MIA,SF,80.0,33.0,2272.0,5.1,12.5,0.41,3.1,8.9,0.35,2.0,3.6,0.559,0.535,1.2,1.4,0.876,0.8,3.3,4.1,2.7,0.7,0.2,1.1,2.6,14.6,
60.0,Luguentz Dort,23.0,OKC,SF,74.0,73.0,2272.0,5.4,13.8,0.388,2.1,6.5,0.33,3.2,7.4,0.44,0.466,3.2,4.1,0.772,2.0,3.4,5.5,2.4,1.2,0.4,1.5,3.9,16.1,
61.0,Nic Claxton,23.0,BRK,C,76.0,76.0,2271.0,6.6,9.3,0.705,0.0,0.0,0.0,6.6,9.3,0.708,0.705,2.1,3.9,0.541,2.9,8.2,11.1,2.3,1.0,3.0,1.5,3.4,15.2,DPOY-9
62.0,Jerami Grant,28.0,POR,PF,63.0,63.0,2246.0,7.0,14.6,0.475,2.3,5.8,0.401,4.6,8.9,0.523,0.554,4.5,5.5,0.813,0.8,3.7,4.5,2.4,0.8,0.8,1.9,2.4,20.7,
63.0,Kyrie Irving,30.0,2TM,SG,60.0,60.0,2241.0,9.5,19.3,0.494,3.0,8.0,0.379,6.5,11.4,0.574,0.572,4.0,4.4,0.905,0.9,3.9,4.9,5.3,1.1,0.7,2.1,2.7,26.1,"CPOY-12,AS"
63.0,Kyrie Irving,30.0,BRK,PG,40.0,40.0,1478.0,9.7,19.9,0.486,3.2,8.5,0.374,6.5,11.5,0.569,0.565,3.8,4.4,0.883,0.9,4.0,5.0,5.1,1.0,0.8,2.2,2.7,26.4,
63.0,Kyrie Irving,30.0,DAL,SG,20.0,20.0,763.0,9.2,18.1,0.51,2.7,7.0,0.392,6.5,11.1,0.585,0.586,4.2,4.4,0.947,1.0,3.7,4.7,5.7,1.2,0.6,1.7,2.6,25.4,
64.0,Kyle Kuzma,27.0,WAS,PF,64.0,64.0,2239.0,8.2,18.4,0.448,2.6,7.7,0.333,5.7,10.6,0.533,0.518,2.8,3.8,0.73,0.9,6.6,7.4,3.8,0.6,0.5,3.1,2.3,21.8,
65.0,Caris LeVert,28.0,CLE,SG,74.0,30.0,2237.0,5.1,11.9,0.431,2.0,5.2,0.392,3.1,6.7,0.462,0.517,2.1,2.9,0.722,0.9,3.7,4.5,4.6,1.2,0.4,1.9,2.7,14.4,
66.0,Bennedict Mathurin,20.0,IND,SG,78.0,17.0,2222.0,6.7,15.4,0.434,1.6,5.0,0.323,5.1,10.4,0.488,0.487,6.1,7.4,0.828,1.4,3.7,5.2,1.9,0.8,0.2,2.5,2.6,21.1,"ROY-4,6MOY-8"
67.0,Terry Rozier,28.0,CHO,SG,63.0,63.0,2221.0,8.0,19.3,0.415,2.7,8.2,0.327,5.3,11.1,0.48,0.484,2.9,3.6,0.809,0.8,3.4,4.2,5.2,1.2,0.3,2.2,1.9,21.5,
68.0,Jarrett Allen,24.0,CLE,C,68.0,68.0,2220.0,6.5,10.2,0.644,0.0,0.2,0.1,6.5,10.0,0.653,0.645,2.6,3.6,0.733,3.6,7.2,10.8,1.8,0.9,1.4,1.5,2.5,15.7,
69.0,Dillon Brooks,27.0,MEM,SF,73.0,73.0,2214.0,6.4,16.1,0.396,2.3,7.1,0.326,4.0,9.0,0.451,0.468,2.0,2.5,0.779,0.7,3.2,4.0,3.1,1.1,0.3,1.7,3.9,17.0,DEF2
70.0,Kevin Huerter,24.0,SAC,SG,75.0,75.0,2203.0,6.9,14.2,0.485,3.3,8.3,0.402,3.5,5.8,0.604,0.603,1.6,2.1,0.725,0.7,3.4,4.1,3.6,1.3,0.4,1.6,3.0,18.6,
71.0,Jrue Holiday,32.0,MIL,PG,67.0,65.0,2183.0,8.1,16.9,0.479,2.6,6.8,0.384,5.5,10.1,0.542,0.556,2.5,2.9,0.859,1.3,4.3,5.6,8.2,1.3,0.4,3.2,1.9,21.3,"DPOY-7,AS,DEF1"
72.0,Alperen ÅengÃ¼n,20.0,HOU,C,75.0,72.0,2171.0,7.3,13.2,0.553,0.3,0.9,0.333,7.0,12.3,0.57,0.565,3.4,4.8,0.715,4.0,7.2,11.2,4.8,1.2,1.2,3.2,4.3,18.4,
73.0,Anfernee Simons,23.0,POR,SG,62.0,62.0,2171.0,7.7,17.3,0.447,3.5,9.3,0.377,4.2,8.0,0.528,0.548,2.7,3.0,0.894,0.3,2.4,2.7,4.2,0.7,0.2,2.1,2.4,21.7,
74.0,Ivica Zubac,25.0,LAC,C,76.0,76.0,2170.0,5.4,8.5,0.634,0.0,0.0,0.0,5.4,8.5,0.637,0.634,2.8,3.9,0.697,3.9,8.6,12.5,1.3,0.5,1.6,1.9,3.6,13.6,
75.0,Killian Hayes,21.0,DET,PG,76.0,56.0,2154.0,5.1,13.6,0.377,1.3,4.8,0.28,3.8,8.8,0.429,0.426,1.5,1.9,0.821,0.5,3.2,3.7,7.9,1.7,0.5,2.9,3.7,13.1,
76.0,Tim Hardaway Jr.,30.0,DAL,SF,71.0,45.0,2152.0,5.7,14.2,0.401,3.5,9.2,0.385,2.1,5.0,0.431,0.527,2.1,2.8,0.77,0.4,3.8,4.2,2.2,0.8,0.2,1.0,2.0,17.0,
77.0,De'Anthony Melton,24.0,PHI,SG,77.0,58.0,2150.0,4.6,10.9,0.425,2.6,6.7,0.39,2.0,4.2,0.484,0.546,1.2,1.5,0.793,1.2,4.1,5.2,3.3,2.1,0.7,1.7,3.2,13.1,
78.0,Rudy Gobert,30.0,MIN,C,70.0,70.0,2148.0,6.0,9.2,0.659,0.0,0.1,0.0,6.0,9.1,0.663,0.659,3.7,5.7,0.644,3.9,9.8,13.6,1.5,0.9,1.6,2.0,3.5,15.7,
79.0,Jimmy Butler,33.0,MIA,PF,64.0,64.0,2138.0,8.1,15.0,0.539,0.6,1.7,0.35,7.5,13.2,0.564,0.56,7.9,9.3,0.85,2.4,3.9,6.3,5.7,2.0,0.4,1.7,1.3,24.7,"MVP-10,DPOY-12,CPOY-2,NBA2"
80.0,James Harden,33.0,PHI,PG,58.0,58.0,2135.0,6.3,14.2,0.441,2.7,7.0,0.385,3.5,7.1,0.495,0.536,5.3,6.1,0.867,0.7,5.3,6.0,10.4,1.2,0.5,3.3,1.9,20.5,
81.0,Jamal Murray,25.0,DEN,PG,65.0,65.0,2133.0,8.0,17.6,0.454,2.9,7.3,0.398,5.1,10.3,0.494,0.537,3.0,3.6,0.833,0.8,3.5,4.3,6.8,1.1,0.3,2.4,1.7,21.9,
82.0,John Collins,25.0,ATL,PF,71.0,71.0,2130.0,6.1,11.9,0.508,1.2,4.1,0.292,4.9,7.9,0.619,0.557,2.4,3.0,0.803,1.3,6.5,7.8,1.4,0.7,1.2,1.3,3.7,15.7,
83.0,Saddiq Bey,23.0,2TM,SF,77.0,37.0,2129.0,6.0,14.1,0.422,2.6,7.1,0.361,3.4,7.1,0.483,0.513,3.5,4.0,0.861,1.7,4.5,6.1,2.0,1.2,0.2,1.2,2.1,18.0,
83.0,Saddiq Bey,23.0,DET,SF,52.0,30.0,1500.0,5.9,14.5,0.404,2.4,7.0,0.345,3.5,7.5,0.46,0.488,4.3,5.0,0.861,1.4,4.4,5.8,2.0,1.2,0.3,1.3,2.1,18.5,
83.0,Saddiq Bey,23.0,ATL,SF,25.0,7.0,629.0,6.2,13.2,0.47,2.9,7.2,0.4,3.3,6.0,0.552,0.578,1.4,1.7,0.862,2.2,4.6,6.9,1.9,1.1,0.1,1.0,2.1,16.7,
84.0,De'Andre Hunter,25.0,ATL,SF,67.0,67.0,2126.0,6.4,13.9,0.461,1.7,4.8,0.35,4.7,9.1,0.521,0.522,2.9,3.5,0.826,0.8,4.0,4.8,1.6,0.6,0.3,1.4,3.4,17.4,
85.0,Russell Westbrook,34.0,2TM,PG,73.0,24.0,2126.0,7.3,16.8,0.436,1.5,4.8,0.311,5.8,11.9,0.487,0.481,3.5,5.3,0.656,1.5,5.7,7.2,9.3,1.3,0.6,4.3,2.7,19.6,6MOY-9
85.0,Russell Westbrook,34.0,LAL,PG,52.0,3.0,1491.0,7.3,17.6,0.417,1.5,5.1,0.296,5.8,12.5,0.467,0.46,3.8,5.7,0.655,1.4,6.3,7.8,9.4,1.3,0.6,4.4,2.9,20.0,
85.0,Russell Westbrook,34.0,LAC,PG,21.0,21.0,635.0,7.3,14.9,0.489,1.5,4.1,0.356,5.8,10.7,0.54,0.538,2.8,4.3,0.658,1.7,4.1,5.8,9.1,1.3,0.6,4.0,2.3,18.8,
86.0,Quentin Grimes,22.0,NYK,SG,71.0,66.0,2121.0,4.8,10.2,0.468,2.7,6.9,0.386,2.1,3.3,0.641,0.599,1.3,1.7,0.796,0.8,3.1,3.9,2.5,0.8,0.4,1.2,3.0,13.6,
87.0,Kristaps PorziÅÄ£is,27.0,WAS,C,65.0,65.0,2120.0,8.6,17.3,0.498,2.3,6.0,0.385,6.3,11.2,0.559,0.565,6.0,7.1,0.851,1.9,7.3,9.3,3.0,1.0,1.7,2.3,3.3,25.6,
88.0,Gary Trent Jr.,24.0,TOR,SG,66.0,44.0,2118.0,6.9,15.9,0.433,2.8,7.6,0.369,4.1,8.2,0.493,0.522,2.9,3.5,0.839,0.5,2.4,2.9,1.8,1.8,0.2,0.9,1.7,19.5,
89.0,Damian Lillard,32.0,POR,PG,58.0,58.0,2107.0,9.5,20.5,0.463,4.2,11.2,0.371,5.3,9.3,0.574,0.564,8.7,9.5,0.914,0.8,4.0,4.7,7.3,0.9,0.3,3.3,1.9,31.9,"CPOY-10,AS,NBA3"
90.0,Ayo Dosunmu,23.0,CHI,SG,80.0,51.0,2098.0,4.8,9.8,0.493,1.0,3.2,0.312,3.8,6.5,0.583,0.545,1.1,1.4,0.805,0.8,3.0,3.8,3.5,1.1,0.4,1.7,3.1,11.8,
91.0,Corey Kispert,23.0,WAS,SF,74.0,45.0,2093.0,5.0,10.1,0.497,2.8,6.6,0.424,2.2,3.5,0.637,0.637,1.3,1.5,0.852,0.6,3.0,3.6,1.5,0.6,0.2,0.9,1.7,14.1,
92.0,Malik Beasley,26.0,2TM,SG,81.0,27.0,2093.0,6.4,16.1,0.395,4.0,11.3,0.357,2.3,4.8,0.484,0.52,0.9,1.1,0.769,0.6,4.3,4.9,2.1,1.1,0.2,1.5,1.8,17.6,
