Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
504.0,Jacob Gilyard,24.0,MEM,PG,1.0,0.0,41.0,1.2,3.5,0.333,1.2,3.5,0.333,0.0,0.0,,0.5,0.0,0.0,,0.0,4.6,4.6,8.1,3.5,0.0,2.3,3.5,3.5,108.0,110.0,
505.0,Kendall Brown,19.0,IND,SG,6.0,0.0,40.0,4.7,8.3,0.571,0.0,1.2,0.0,4.7,7.1,0.667,0.571,1.2,2.4,0.5,2.4,4.7,7.1,3.6,4.7,0.0,2.4,10.7,10.7,109.0,113.0,
506.0,Jarrell Brantley,26.0,UTA,PF,4.0,0.0,39.0,9.8,17.1,0.571,4.9,11.0,0.444,4.9,6.1,0.8,0.714,2.4,2.4,1.0,1.2,6.1,7.3,3.7,0.0,2.4,2.4,3.7,26.9,134.0,118.0,
507.0,Mfiondu Kabengele,25.0,BOS,PF,4.0,0.0,36.0,2.7,9.5,0.286,0.0,4.1,0.0,2.7,5.4,0.5,0.286,2.7,2.7,1.0,6.8,6.8,13.5,0.0,2.7,0.0,1.4,4.1,8.1,103.0,110.0,
508.0,RaiQuan Gray,23.0,BRK,PF,1.0,0.0,35.0,8.4,16.7,0.5,2.8,7.0,0.4,5.6,9.8,0.571,0.583,2.8,2.8,1.0,4.2,8.4,12.6,9.8,0.0,1.4,5.6,7.0,22.3,115.0,116.0,
509.0,Justin Champagnie,21.0,2TM,SF,5.0,0.0,34.0,7.2,21.6,0.333,1.4,7.2,0.2,5.8,14.4,0.4,0.367,0.0,0.0,,4.3,7.2,11.5,5.8,1.4,0.0,0.0,2.9,15.8,96.0,114.0,
509.0,Justin Champagnie,21.0,TOR,SF,3.0,0.0,11.0,13.5,13.5,1.0,0.0,0.0,,13.5,13.5,1.0,1.0,0.0,0.0,,4.5,13.5,18.0,4.5,0.0,0.0,0.0,4.5,27.0,205.0,116.0,
509.0,Justin Champagnie,21.0,BOS,SF,2.0,0.0,23.0,4.2,25.4,0.167,2.1,10.6,0.2,2.1,14.8,0.143,0.208,0.0,0.0,,4.2,4.2,8.5,6.4,2.1,0.0,0.0,2.1,10.6,73.0,113.0,
510.0,Tony Bradley,25.0,CHI,C,12.0,0.0,33.0,8.9,17.7,0.5,4.4,7.4,0.6,4.4,10.3,0.429,0.625,5.9,5.9,1.0,1.5,14.8,16.2,1.5,1.5,1.5,1.5,3.0,28.0,132.0,107.0,
511.0,Scotty Pippen Jr.,22.0,LAL,PG,6.0,0.0,32.0,5.9,17.8,0.333,1.5,4.4,0.333,4.4,13.3,0.333,0.375,7.4,13.3,0.556,3.0,3.0,5.9,3.0,3.0,1.5,3.0,4.4,20.7,93.0,112.0,
512.0,Alize Johnson,26.0,SAS,PF,4.0,0.0,30.0,4.7,9.4,0.5,0.0,3.1,0.0,4.7,6.3,0.75,0.5,1.6,3.1,0.5,3.1,12.6,15.7,1.6,1.6,0.0,6.3,4.7,11.0,74.0,117.0,
513.0,Jay Scrubb,22.0,ORL,SG,2.0,0.0,30.0,8.1,11.3,0.714,3.2,3.2,1.0,4.8,8.1,0.6,0.857,1.6,3.2,0.5,0.0,9.7,9.7,1.6,3.2,0.0,4.8,3.2,20.9,108.0,110.0,
514.0,Neemias Queta,23.0,SAC,C,5.0,0.0,29.0,9.9,14.8,0.667,0.0,0.0,,9.9,14.8,0.667,0.667,0.0,3.3,0.0,8.2,9.9,18.1,1.6,0.0,3.3,1.6,11.5,19.8,127.0,114.0,
515.0,Louis King,23.0,PHI,PF,1.0,0.0,29.0,13.7,22.2,0.615,6.8,13.7,0.5,6.8,8.5,0.8,0.769,0.0,1.7,0.0,3.4,3.4,6.8,3.4,1.7,0.0,3.4,6.8,34.2,125.0,116.0,
516.0,Vernon Carey Jr.,21.0,WAS,C,11.0,0.0,28.0,3.5,13.9,0.25,0.0,0.0,,3.5,13.9,0.25,0.25,3.5,3.5,1.0,5.2,13.9,19.1,5.2,3.5,3.5,3.5,8.7,10.4,87.0,104.0,
517.0,Trevor Hudgins,23.0,HOU,PG,5.0,0.0,28.0,3.5,15.6,0.222,3.5,13.9,0.25,0.0,1.7,0.0,0.333,5.2,5.2,1.0,0.0,0.0,0.0,5.2,0.0,0.0,1.7,1.7,15.6,103.0,128.0,
518.0,Kobi Simmons,25.0,CHO,SG,5.0,0.0,28.0,1.7,10.2,0.167,1.7,8.5,0.2,0.0,1.7,0.0,0.25,3.4,3.4,1.0,1.7,5.1,6.8,8.5,0.0,3.4,1.7,0.0,8.5,101.0,117.0,
519.0,Darius Days,23.0,HOU,SF,4.0,0.0,25.0,9.7,23.3,0.417,5.8,19.4,0.3,3.9,3.9,1.0,0.542,3.9,3.9,1.0,1.9,9.7,11.6,1.9,0.0,1.9,0.0,3.9,29.1,132.0,120.0,
520.0,Sterling Brown,27.0,LAL,SF,4.0,0.0,24.0,0.0,7.9,0.0,0.0,3.9,0.0,0.0,3.9,0.0,0.0,0.0,0.0,,5.9,9.9,15.8,3.9,5.9,0.0,0.0,7.9,0.0,75.0,103.0,
521.0,Chance Comanche,26.0,POR,C,1.0,0.0,21.0,7.0,11.6,0.6,0.0,0.0,,7.0,11.6,0.6,0.6,2.3,9.3,0.25,4.6,2.3,7.0,0.0,0.0,2.3,0.0,0.0,16.2,115.0,123.0,
522.0,Marko Simonovic,23.0,CHI,C,7.0,0.0,20.0,4.9,17.0,0.286,2.4,9.7,0.25,2.4,7.3,0.333,0.357,2.4,4.9,0.5,2.4,2.4,4.9,0.0,0.0,0.0,0.0,12.2,14.6,88.0,119.0,
523.0,Xavier Moon,28.0,LAC,SG,4.0,0.0,20.0,7.3,22.0,0.333,2.4,7.3,0.333,4.9,14.7,0.333,0.389,0.0,0.0,,0.0,7.3,7.3,12.2,0.0,0.0,2.4,4.9,17.1,96.0,119.0,
524.0,Lester Qui̱ones,22.0,GSW,SG,4.0,0.0,18.0,5.2,13.1,0.4,5.2,10.5,0.5,0.0,2.6,0.0,0.6,10.5,15.7,0.667,2.6,5.2,7.9,5.2,2.6,0.0,13.1,0.0,26.2,87.0,114.0,
525.0,Dereon Seabron,22.0,NOP,SG,5.0,0.0,12.0,8.1,20.2,0.4,0.0,0.0,,8.1,20.2,0.4,0.4,0.0,0.0,,4.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,16.2,95.0,121.0,
526.0,Dylan Windler,26.0,CLE,SF,3.0,0.0,10.0,10.0,15.0,0.667,5.0,10.0,0.5,5.0,5.0,1.0,0.833,0.0,0.0,,0.0,0.0,0.0,5.0,5.0,0.0,5.0,0.0,25.1,119.0,108.0,
527.0,Malcolm Hill,27.0,CHI,SF,5.0,0.0,9.0,10.8,21.6,0.5,5.4,16.2,0.333,5.4,5.4,1.0,0.625,0.0,0.0,,0.0,16.2,16.2,0.0,0.0,0.0,0.0,5.4,27.1,119.0,112.0,
528.0,Braxton Key,25.0,DET,SF,3.0,0.0,9.0,5.4,5.4,1.0,0.0,0.0,,5.4,5.4,1.0,1.0,10.8,10.8,1.0,0.0,5.4,5.4,0.0,0.0,0.0,0.0,0.0,21.5,227.0,124.0,
529.0,Tyler Dorsey,26.0,DAL,SF,3.0,0.0,8.0,24.9,31.1,0.8,6.2,12.4,0.5,18.6,18.6,1.0,0.9,0.0,0.0,,6.2,6.2,12.4,0.0,0.0,0.0,0.0,0.0,55.9,170.0,121.0,
530.0,Trevor Keels,19.0,NYK,SG,3.0,0.0,8.0,6.2,24.7,0.25,6.2,24.7,0.25,0.0,0.0,,0.375,0.0,0.0,,0.0,12.4,12.4,0.0,0.0,0.0,0.0,0.0,18.5,84.0,116.0,
531.0,Chima Moneke,27.0,SAC,SF,2.0,0.0,8.0,6.0,12.0,0.5,0.0,0.0,,6.0,12.0,0.5,0.5,0.0,12.0,0.0,12.0,0.0,12.0,6.0,0.0,0.0,12.0,12.0,12.0,72.0,124.0,
532.0,Deonte Burton,29.0,SAC,PF,2.0,0.0,6.0,0.0,15.9,0.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,
533.0,Jordan Schakel,24.0,WAS,SF,2.0,0.0,6.0,8.1,16.2,0.5,8.1,8.1,1.0,0.0,8.1,0.0,0.75,0.0,0.0,,0.0,0.0,0.0,8.1,8.1,0.0,0.0,8.1,24.4,161.0,106.0,
534.0,Frank Jackson,24.0,UTA,PG,1.0,0.0,5.0,0.0,28.7,0.0,0.0,9.6,0.0,0.0,19.1,0.0,0.0,0.0,0.0,,9.6,9.6,19.1,9.6,0.0,0.0,0.0,0.0,0.0,48.0,119.0,
535.0,Alondes Williams,23.0,BRK,SG,1.0,0.0,5.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,9.8,9.8,0.0,0.0,0.0,19.5,9.8,0.0,0.0,117.0,
536.0,Donovan Williams,21.0,ATL,SG,2.0,0.0,4.0,23.8,59.6,0.4,0.0,23.8,0.0,23.8,35.8,0.667,0.4,0.0,0.0,,0.0,23.8,23.8,0.0,0.0,0.0,0.0,0.0,47.7,81.0,111.0,
537.0,Chris Silva,26.0,DAL,PF,1.0,0.0,3.0,16.6,16.6,1.0,0.0,0.0,,16.6,16.6,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,16.6,33.1,33.1,66.0,123.0,
538.0,Stanley Umude,23.0,DET,SG,1.0,0.0,2.0,0.0,24.2,0.0,0.0,24.2,0.0,0.0,0.0,,0.0,48.5,48.5,1.0,0.0,0.0,0.0,0.0,24.2,24.2,0.0,0.0,48.5,126.0,44.0,
539.0,Michael Foster Jr.,20.0,PHI,PF,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,122.0,
,League Average,,,,,,,,,0.475,,,0.361,,,0.548,0.545,,,0.782,,,,,,,,,,,,
