Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
16,Charles Bassey,C,21,PHI,3,0,12,4.3,8.7,.500,0.0,0.0,,4.3,8.7,.500,0.0,4.3,.000,4.3,17.4,21.7,4.3,0.0,4.3,0.0,4.3,8.7,,116,105
17,Malik Beasley,SG,25,MIN,6,0,119,7.5,17.3,.432,3.1,9.8,.320,4.3,7.5,.579,2.0,2.4,.833,0.8,7.1,7.9,1.6,0.8,0.4,2.8,3.5,20.1,,96,115
18,DÄvis BertÄns,PF,29,DAL,18,0,192,5.9,14.9,.400,5.1,13.8,.373,0.8,1.1,.750,2.7,3.2,.833,1.1,5.9,7.0,1.6,2.2,0.5,0.8,6.8,19.7,,120,113
19,Patrick Beverley,PG,33,MIN,6,6,194,5.1,11.8,.429,2.2,6.3,.346,2.9,5.5,.522,3.6,5.3,.682,1.0,3.6,4.6,7.0,1.7,1.7,2.9,6.8,15.9,,110,113
20,Khem Birch,C,29,TOR,6,4,63,6.7,13.4,.500,1.7,3.3,.500,5.0,10.0,.500,0.0,0.0,,3.3,4.2,7.5,2.5,0.8,0.8,2.5,10.9,15.0,,107,123
21,Bismack Biyombo,C,29,PHO,9,0,86,6.6,10.2,.647,0.0,0.0,,6.6,10.2,.647,1.8,3.6,.500,4.8,6.6,11.4,3.0,0.6,1.2,3.6,7.8,15.0,,112,118
22,Nemanja Bjelica,C,33,GSW,15,0,150,5.9,11.2,.529,1.0,2.6,.375,4.9,8.6,.577,1.3,2.3,.571,2.0,8.2,10.2,5.6,1.3,0.7,2.3,6.9,14.2,,116,110
23,Bogdan BogdanoviÄ,SG,29,ATL,4,0,107,9.4,23.1,.408,4.2,12.3,.346,5.2,10.8,.478,3.8,4.7,.800,1.9,7.1,9.0,5.7,0.5,0.5,1.9,5.7,26.9,,113,116
24,Bojan BogdanoviÄ,PF,32,UTA,6,6,214,9.6,20.0,.481,2.7,8.1,.333,6.9,11.8,.583,4.7,5.9,.792,0.7,5.4,6.2,2.5,0.5,0.0,3.0,5.9,26.6,,110,118
25,Isaac Bonga,SF,22,TOR,1,0,3,0.0,0.0,,0.0,0.0,,0.0,0.0,,35.1,35.1,1.000,0.0,17.5,17.5,0.0,0.0,0.0,0.0,17.5,35.1,,250,118
26,Devin Booker,SG,25,PHO,10,10,366,11.1,24.7,.451,3.9,9.2,.431,7.2,15.5,.464,6.6,7.5,.887,1.4,5.4,6.8,6.2,0.7,0.6,4.5,3.5,32.8,,111,120
27,Chris Boucher,SF,29,TOR,6,0,130,10.5,17.0,.619,2.4,6.1,.400,8.1,10.9,.741,3.6,4.0,.900,4.9,9.3,14.2,0.4,0.4,2.8,0.8,5.3,27.1,,146,119
28,Tony Bradley,C,24,CHI,2,0,8,29.9,29.9,1.000,0.0,0.0,,29.9,29.9,1.000,0.0,0.0,,0.0,23.9,23.9,6.0,0.0,0.0,0.0,0.0,59.8,,202,106
29,Mikal Bridges,SF,25,PHO,13,13,500,6.8,14.2,.478,1.3,3.4,.394,5.5,10.8,.505,2.9,3.1,.933,1.2,5.1,6.3,3.8,1.4,1.3,1.1,3.2,17.8,,121,117
30,Armoni Brooks,PG,23,TOR,4,0,8,0.0,26.3,.000,0.0,26.3,.000,0.0,0.0,,0.0,0.0,,0.0,13.2,13.2,0.0,0.0,0.0,0.0,0.0,0.0,,0,121
31,Dillon Brooks,SF,26,MEM,11,11,335,8.4,24.1,.349,3.5,10.1,.347,4.9,14.0,.350,2.2,3.5,.640,1.1,3.1,4.2,4.2,1.5,0.4,3.1,5.1,22.6,,90,112
32,Bruce Brown,SF,25,BRK,4,4,139,7.7,13.6,.568,2.2,5.2,.429,5.5,8.5,.652,2.9,3.7,.800,2.2,4.8,7.0,4.1,1.8,1.1,3.3,5.9,20.6,,121,122
33,Jaylen Brown,SF,25,BOS,24,24,920,10.8,22.9,.470,3.3,8.8,.373,7.5,14.1,.531,5.5,7.2,.763,1.8,7.3,9.1,4.7,1.5,0.5,4.1,3.9,30.3,,109,108
34,Sterling Brown,SG,26,DAL,9,0,26,6.0,19.9,.300,0.0,8.0,.000,6.0,12.0,.500,10.0,14.0,.714,2.0,14.0,16.0,6.0,8.0,4.0,6.0,0.0,21.9,,84,92
35,Troy Brown Jr.,SF,22,CHI,3,0,37,6.5,22.0,.294,2.6,14.2,.182,3.9,7.8,.500,0.0,0.0,,1.3,9.1,10.3,3.9,2.6,0.0,3.9,2.6,15.5,,67,107
36,Jalen Brunson,SG,25,DAL,18,18,629,12.0,25.6,.466,2.1,6.2,.347,9.8,19.5,.504,5.9,7.4,.800,1.2,5.6,6.8,5.4,1.2,0.1,1.6,3.1,32.0,,115,116
37,Reggie Bullock,SF,30,DAL,18,18,707,4.5,11.1,.404,3.8,9.6,.397,0.7,1.5,.450,1.2,1.3,.889,0.6,5.4,6.0,2.2,1.6,0.1,0.6,3.5,13.9,,120,115
38,Trey Burke,PG,29,DAL,10,0,37,15.4,30.8,.500,5.6,14.0,.400,9.8,16.8,.583,8.4,8.4,1.000,0.0,4.2,4.2,5.6,1.4,0.0,1.4,4.2,44.8,,129,117
39,Jared Butler,SG,21,UTA,1,0,5,0.0,21.1,.000,0.0,0.0,,0.0,21.1,.000,0.0,0.0,,0.0,10.6,10.6,0.0,0.0,0.0,0.0,0.0,0.0,,0,118
40,Jimmy Butler,SF,32,MIA,17,17,629,13.4,26.6,.506,1.9,5.5,.338,11.6,21.1,.550,9.0,10.7,.841,3.3,6.8,10.1,6.3,2.8,0.9,2.0,2.0,37.7,,127,104
41,Facundo Campazzo,PG,30,DEN,4,0,13,0.0,7.6,.000,0.0,7.6,.000,0.0,0.0,,0.0,0.0,,0.0,11.4,11.4,7.6,0.0,0.0,7.6,11.4,0.0,,30,124
42,Vlatko ÄanÄar,PF,24,DEN,2,0,9,11.0,16.5,.667,5.5,11.0,.500,5.5,5.5,1.000,0.0,0.0,,0.0,11.0,11.0,5.5,0.0,0.0,11.0,0.0,27.5,,91,125
43,Clint Capela,C,27,ATL,2,2,40,2.5,7.6,.333,0.0,0.0,,2.5,7.6,.333,0.0,0.0,,5.0,13.9,18.9,0.0,1.3,1.3,1.3,2.5,5.0,,88,110
44,Jevon Carter,PG,26,MIL,11,0,126,3.5,7.4,.474,1.2,2.7,.429,2.3,4.6,.500,0.8,0.8,1.000,1.2,5.0,6.2,3.9,3.1,0.0,2.3,4.6,8.9,,105,102
45,Alex Caruso,SG,27,CHI,4,4,113,3.8,9.7,.391,3.0,7.6,.389,0.8,2.1,.400,0.0,0.0,,0.8,3.8,4.7,7.2,2.1,1.7,0.4,4.7,10.6,,123,108
46,Marquese Chriss,PF,24,DAL,8,0,30,6.9,13.8,.500,1.7,3.5,.500,5.2,10.4,.500,8.6,10.4,.833,6.9,8.6,15.6,0.0,0.0,0.0,1.7,5.2,24.2,,136,117
47,Brandon Clarke,PF,25,MEM,12,0,296,8.9,14.5,.615,0.0,0.2,.000,8.9,14.3,.622,5.7,8.6,.667,5.9,7.3,13.2,3.8,1.4,1.6,1.9,3.7,23.5,,133,108
48,Jordan Clarkson,SG,29,UTA,6,0,170,12.4,22.7,.548,2.8,7.4,.375,9.6,15.2,.633,5.0,5.6,.889,1.6,4.3,5.9,2.5,0.9,0.3,3.1,5.3,32.6,,120,117
49,Nic Claxton,C,22,BRK,4,0,98,9.9,12.5,.792,0.0,0.0,,9.9,12.5,.792,2.1,11.5,.182,3.7,9.4,13.1,3.1,2.6,4.7,1.0,3.1,21.9,,125,113
50,John Collins,PF,24,ATL,5,4,122,7.9,16.1,.487,1.7,4.5,.364,6.2,11.6,.536,2.1,4.1,.500,0.8,8.7,9.5,2.5,0.8,0.4,2.1,5.0,19.4,,103,115
51,Mike Conley,PG,34,UTA,6,6,174,5.8,17.3,.333,1.5,7.6,.200,4.2,9.7,.438,3.6,4.5,.800,0.6,5.2,5.8,8.8,1.5,0.6,3.9,5.8,16.7,,92,115
52,Pat Connaughton,SF,29,MIL,12,0,318,6.4,13.5,.477,3.8,9.8,.391,2.6,3.7,.708,0.8,0.8,1.000,0.5,7.4,7.8,1.7,0.8,0.6,1.1,2.1,17.5,,120,105
53,DeMarcus Cousins,C,31,DEN,5,0,57,16.5,25.2,.655,3.5,5.2,.667,13.0,20.0,.652,9.6,13.0,.733,2.6,12.2,14.8,5.2,2.6,0.9,6.1,7.8,46.1,,125,116
54,Torrey Craig,SF,31,PHO,9,0,69,6.0,16.4,.364,2.2,7.5,.300,3.7,9.0,.417,0.7,1.5,.500,3.7,7.5,11.2,3.7,3.0,1.5,3.0,4.5,14.9,,93,112
55,Jae Crowder,PF,31,PHO,13,13,383,5.7,14.1,.400,2.6,8.5,.302,3.1,5.7,.548,2.6,3.5,.731,1.1,7.1,8.2,4.2,1.8,0.9,2.6,6.3,16.4,,103,116
56,Jarrett Culver,SG,22,MEM,3,0,22,6.4,21.4,.300,0.0,4.3,.000,6.4,17.1,.375,2.1,4.3,.500,4.3,10.7,15.0,2.1,4.3,0.0,4.3,8.5,15.0,,70,101
57,Seth Curry,SG,31,BRK,4,4,132,8.5,15.1,.564,4.7,8.9,.522,3.9,6.2,.625,0.8,1.2,.667,0.8,3.1,3.9,4.7,0.4,1.2,1.2,5.8,22.5,,141,127
58,Stephen Curry,PG,33,GSW,22,18,764,13.1,28.5,.459,5.9,14.8,.397,7.2,13.6,.526,6.9,8.3,.829,0.7,6.7,7.4,8.3,1.9,0.5,3.7,3.8,38.9,,119,110
59,Dewayne Dedmon,C,32,MIA,14,0,138,7.8,16.6,.467,0.4,3.7,.100,7.4,12.9,.571,3.7,4.4,.833,5.5,10.0,15.5,1.8,0.4,1.1,2.6,13.3,19.6,,109,108
60,DeMar DeRozan,PF,32,CHI,5,5,203,9.2,22.4,.411,0.0,2.1,.000,9.2,20.3,.453,6.1,7.1,.867,0.2,6.1,6.4,5.7,2.1,0.5,2.6,2.8,24.5,,96,109
61,Gorgui Dieng,C,32,ATL,2,0,10,5.0,10.1,.500,0.0,5.0,.000,5.0,5.0,1.000,5.0,5.0,1.000,5.0,10.1,15.1,0.0,0.0,0.0,0.0,0.0,15.1,,143,117
62,Spencer Dinwiddie,PG,28,DAL,18,3,501,8.3,19.9,.417,4.1,9.9,.417,4.1,9.9,.417,5.7,6.9,.821,0.8,3.7,4.6,6.7,1.6,0.6,3.0,4.3,26.4,,114,116
63,Luka DonÄiÄ,PG,22,DAL,15,15,552,15.0,33.1,.455,4.8,13.9,.345,10.2,19.2,.534,9.8,12.7,.770,0.9,12.9,13.8,9.0,2.5,0.8,5.5,4.1,44.6,,111,108
64,Ayo Dosunmu,SG,22,CHI,5,1,86,4.5,14.5,.308,1.7,7.2,.231,2.8,7.2,.385,0.6,0.6,1.000,2.2,5.0,7.2,6.1,0.6,0.0,1.7,2.8,11.1,,88,114
65,Goran DragiÄ,PG,35,BRK,4,0,79,11.7,20.7,.563,2.6,7.8,.333,9.1,13.0,.700,1.3,1.3,1.000,3.9,7.8,11.7,3.9,1.9,0.0,3.2,7.1,27.2,,120,121
66,Andre Drummond,C,28,BRK,4,4,60,5.1,9.4,.545,0.0,0.0,,5.1,9.4,.545,2.6,4.3,.600,2.6,7.7,10.2,2.6,4.3,2.6,5.1,10.2,12.8,,90,113
67,Kevin Durant,PF,33,BRK,4,4,176,9.3,24.1,.386,2.0,6.1,.333,7.3,18.0,.403,9.9,11.1,.895,0.6,6.1,6.7,7.3,1.2,0.3,6.1,4.4,30.5,,102,124
68,Anthony Edwards,SG,20,MIN,6,6,227,10.3,22.7,.455,4.7,11.8,.404,5.6,10.9,.509,5.8,7.0,.824,0.8,4.3,5.2,3.7,1.4,1.4,3.1,4.5,31.1,,112,114
69,Kessler Edwards,SF,21,BRK,2,0,7,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,7.3,7.3,0.0,7.3,21.9,0.0,,49,114
70,Joel Embiid,C,27,PHI,10,10,385,10.5,21.8,.484,0.9,4.5,.212,9.6,17.3,.555,9.9,12.0,.820,2.8,11.6,14.5,2.8,0.5,1.1,4.3,4.6,31.9,,111,111
71,Dorian Finney-Smith,PF,28,DAL,18,18,688,5.6,11.8,.471,3.5,8.1,.426,2.1,3.7,.571,1.3,1.8,.708,2.4,5.0,7.5,2.6,1.3,0.5,1.4,4.0,15.9,,125,116
72,Malik Fitts,PF,24,BOS,9,0,16,9.4,12.6,.750,6.3,6.3,1.000,3.1,6.3,.500,0.0,0.0,,0.0,6.3,6.3,0.0,0.0,0.0,0.0,0.0,25.2,,179,113
73,Malachi Flynn,PG,23,TOR,6,0,36,0.0,10.2,.000,0.0,4.4,.000,0.0,5.8,.000,0.0,0.0,,2.9,1.5,4.4,4.4,1.5,0.0,1.5,8.8,0.0,,40,124
74,Bryn Forbes,SG,28,DEN,5,0,76,3.9,9.8,.400,2.6,7.2,.364,1.3,2.6,.500,2.6,3.3,.800,0.7,1.3,2.0,4.6,0.7,0.0,1.3,4.6,13.0,,123,127
75,Danilo Gallinari,PF,33,ATL,5,3,112,8.1,20.3,.400,1.8,6.8,.267,6.3,13.5,.467,5.0,5.0,1.000,0.9,8.6,9.5,1.8,0.5,0.0,2.3,2.7,23.0,,101,116
76,Rudy Gobert,C,29,UTA,6,6,197,5.6,8.8,.636,0.0,0.0,,5.6,8.8,.636,8.0,11.8,.682,5.6,15.5,21.2,0.8,0.3,1.6,2.1,5.1,19.3,,134,112
77,Aaron Gordon,PF,26,DEN,5,5,160,7.1,16.7,.426,0.9,4.6,.200,6.2,12.1,.513,6.2,8.7,.714,5.6,5.6,11.2,4.0,0.6,1.9,2.5,4.3,21.4,,115,122
78,Devonte' Graham,PG,26,NOP,6,0,60,5.1,15.4,.333,4.3,12.0,.357,0.9,3.4,.250,6.0,6.9,.875,1.7,6.0,7.7,3.4,0.9,0.9,3.4,2.6,20.6,,112,120
79,Danny Green,SF,34,PHI,12,12,319,5.9,14.5,.404,5.1,12.4,.408,0.8,2.1,.385,0.0,0.2,.000,1.5,4.6,6.0,1.6,2.0,0.7,2.1,3.8,16.8,,104,113
80,Draymond Green,PF,31,GSW,22,22,703,4.9,10.1,.479,0.6,2.7,.205,4.3,7.4,.581,2.1,3.3,.638,1.8,9.3,11.2,9.7,1.8,1.5,4.1,6.1,12.4,,108,108
81,JaMychal Green,PF,31,DEN,5,0,69,4.3,11.5,.375,0.7,3.6,.200,3.6,7.9,.455,5.0,5.0,1.000,2.2,6.5,8.6,1.4,0.0,0.7,1.4,8.6,14.4,,113,125
82,Javonte Green,SF,28,CHI,5,1,72,2.0,11.3,.176,0.0,4.0,.000,2.0,7.3,.273,0.7,1.3,.500,5.3,4.7,10.0,1.3,6.0,0.0,2.7,5.3,4.7,,58,101
83,Jeff Green,PF,35,DEN,5,5,113,2.6,7.5,.353,1.3,3.5,.375,1.3,3.9,.333,1.8,2.2,.800,3.1,4.8,7.9,0.9,1.3,0.9,0.9,2.6,8.3,,114,123
84,Josh Green,SG,21,DAL,16,0,121,3.4,12.0,.286,2.1,9.4,.227,1.3,2.6,.500,0.9,3.4,.250,0.4,4.7,5.1,3.0,2.1,0.0,0.0,6.9,9.9,,87,115
85,Blake Griffin,C,32,BRK,2,0,25,4.1,14.3,.286,4.1,10.2,.400,0.0,4.1,.000,4.1,4.1,1.000,4.1,4.1,8.2,8.2,2.0,2.0,2.0,6.1,16.4,,122,121
86,James Harden,PG,32,PHI,12,12,479,7.0,17.2,.405,3.0,8.3,.368,3.9,8.9,.439,7.3,8.1,.893,1.2,6.2,7.4,11.2,1.0,0.9,5.4,3.2,24.2,,113,114
87,Tobias Harris,PF,29,PHI,12,12,466,9.0,18.1,.500,2.5,6.4,.386,6.6,11.7,.562,2.1,2.5,.864,1.1,9.0,10.2,3.9,1.5,1.1,2.0,3.9,22.7,,115,110
88,Sam Hauser,SF,24,BOS,7,0,15,3.4,13.4,.250,3.4,10.1,.333,0.0,3.4,.000,6.7,6.7,1.000,0.0,3.4,3.4,6.7,0.0,0.0,0.0,0.0,16.8,,127,114
89,Jaxson Hayes,C,21,NOP,6,6,83,8.7,15.5,.560,0.0,1.9,.000,8.7,13.6,.636,4.3,6.8,.636,2.5,6.8,9.3,0.6,0.0,1.2,2.5,6.8,21.7,,113,121
90,Juancho HernangÃ³mez,PF,26,UTA,6,0,56,4.7,17.0,.278,3.8,11.3,.333,0.9,5.7,.167,0.0,0.0,,1.9,9.4,11.3,4.7,1.9,0.0,1.9,3.8,13.2,,89,114
91,Willy HernangÃ³mez,C,27,NOP,1,0,2,25.7,102.8,.250,0.0,25.7,.000,25.7,77.1,.333,0.0,0.0,,51.4,0.0,51.4,0.0,0.0,0.0,0.0,25.7,51.4,,87,125
92,Tyler Herro,SG,22,MIA,15,0,381,9.9,24.2,.409,2.1,9.4,.229,7.8,14.8,.523,3.3,3.6,.926,0.9,6.8,7.8,5.6,1.2,0.8,3.6,2.8,25.3,,97,108
93,Haywood Highsmith,SF,25,MIA,8,0,31,4.9,11.5,.429,4.9,8.2,.600,0.0,3.3,.000,0.0,0.0,,3.3,4.9,8.2,4.9,0.0,0.0,4.9,3.3,14.8,,104,113
94,George Hill,PG,35,MIL,5,0,76,0.6,3.2,.200,0.6,1.3,.500,0.0,1.9,.000,1.3,1.3,1.000,0.6,3.2,3.8,1.9,0.0,0.0,0.6,6.4,3.2,,101,110
95,Aaron Holiday,PG,25,PHO,6,0,20,20.6,36.1,.571,12.9,18.1,.714,7.7,18.1,.429,0.0,2.6,.000,7.7,0.0,7.7,23.2,7.7,2.6,0.0,2.6,54.2,,169,105
96,Jrue Holiday,PG,31,MIL,12,12,463,9.4,24.7,.379,2.6,8.3,.316,6.7,16.4,.410,2.7,3.3,.839,1.3,5.8,7.1,8.2,2.2,0.7,3.6,2.9,24.1,,97,102
97,Al Horford,C,35,BOS,23,23,815,6.2,11.9,.523,2.9,6.1,.480,3.3,5.9,.568,1.7,2.2,.778,2.2,11.1,13.2,4.7,1.2,1.9,1.8,4.0,17.1,,129,104
98,Danuel House Jr.,SF,28,UTA,6,0,112,4.2,10.4,.409,0.9,4.7,.200,3.3,5.7,.583,2.8,3.8,.750,0.9,7.1,8.0,1.9,0.0,0.5,2.8,3.3,12.2,,92,118
99,Kevin Huerter,SF,23,ATL,5,5,154,5.6,15.4,.362,2.9,10.1,.290,2.6,5.2,.500,1.0,1.3,.750,0.3,4.6,4.9,6.2,2.0,1.0,3.6,4.9,15.1,,92,114
100,De'Andre Hunter,SF,24,ATL,5,5,175,11.2,20.2,.557,3.5,7.5,.462,7.8,12.7,.614,4.6,5.8,.800,0.6,4.9,5.5,0.9,1.2,0.3,3.2,5.8,30.5,,117,116
101,Bones Hyland,SG,21,DEN,5,0,87,7.4,20.5,.361,4.6,13.1,.348,2.8,7.4,.385,6.8,8.0,.857,0.6,5.1,5.7,9.1,0.6,0.0,3.4,6.8,26.2,,115,125
102,Serge Ibaka,C,32,MIL,6,0,22,8.9,35.5,.250,0.0,6.6,.000,8.9,28.8,.308,2.2,4.4,.500,4.4,17.7,22.2,0.0,0.0,0.0,4.4,2.2,19.9,,57,103
103,Andre Iguodala,SF,38,GSW,7,0,61,3.2,7.3,.444,0.8,2.4,.333,2.4,4.9,.500,1.6,2.4,.667,2.4,3.2,5.7,9.7,0.0,1.6,3.2,8.9,8.9,,116,115
104,Brandon Ingram,SF,24,NOP,6,6,236,12.2,25.7,.475,2.4,5.9,.407,9.8,19.8,.495,8.5,10.2,.830,0.9,7.2,8.1,8.1,0.9,0.4,5.0,2.4,35.3,,117,121
105,Kyrie Irving,PG,29,BRK,4,4,170,8.4,19.0,.444,2.4,6.3,.381,6.0,12.6,.476,6.3,6.3,1.000,1.8,4.5,6.3,6.3,2.1,1.5,2.7,3.9,25.6,,122,121
106,Jaren Jackson Jr.,PF,22,MEM,12,12,332,8.4,22.1,.378,3.8,10.2,.375,4.5,11.9,.381,5.7,7.5,.755,3.7,7.8,11.5,1.6,1.3,4.2,2.4,7.5,26.2,,106,104
107,Isaiah Joe,SG,22,PHI,7,0,15,6.9,17.4,.400,3.5,10.4,.333,3.5,6.9,.500,0.0,0.0,,0.0,6.9,6.9,0.0,0.0,0.0,10.4,3.5,17.4,,56,116
108,Cameron Johnson,PF,25,PHO,13,3,320,7.4,16.0,.465,3.5,9.5,.373,3.9,6.4,.600,4.2,5.2,.813,1.5,6.0,7.4,3.2,0.8,0.2,1.9,5.0,22.6,,121,119
109,Jalen Johnson,PF,20,ATL,2,0,9,0.0,16.8,.000,0.0,5.6,.000,0.0,11.2,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,5.6,0.0,0.0,,0,122
110,Nikola JokiÄ,C,26,DEN,5,5,171,17.7,30.7,.575,1.4,5.2,.278,16.2,25.5,.636,8.1,9.6,.848,4.9,14.2,19.1,8.4,2.3,1.4,7.0,5.8,44.9,,119,115
111,Derrick Jones Jr.,PF,24,CHI,5,0,59,5.7,13.8,.412,2.4,8.9,.273,3.2,4.9,.667,1.6,2.4,.667,2.4,3.2,5.7,1.6,0.8,0.0,2.4,6.5,15.4,,94,113
112,Herbert Jones,PF,23,NOP,6,6,226,4.8,10.0,.477,1.1,2.7,.417,3.6,7.3,.500,3.9,5.0,.773,1.8,2.7,4.5,2.5,2.5,1.1,1.8,5.0,14.6,,122,118
113,Tyus Jones,PG,25,MEM,12,3,262,7.0,17.8,.394,3.2,8.1,.400,3.8,9.7,.389,2.5,2.7,.933,0.7,6.3,7.0,9.7,2.5,0.4,2.3,1.4,19.7,,114,108
114,DeAndre Jordan,C,33,PHI,3,2,31,8.4,8.4,1.000,0.0,0.0,,8.4,8.4,1.000,0.0,0.0,,1.7,10.1,11.8,1.7,0.0,3.4,3.4,6.7,16.8,,133,110
115,Maxi Kleber,PF,30,DAL,18,0,457,6.1,12.0,.509,3.9,8.9,.436,2.3,3.2,.714,1.7,2.4,.714,1.7,7.6,9.3,2.3,0.5,1.7,1.2,5.6,17.8,,130,115
116,Kevin Knox,SF,22,ATL,2,0,9,39.2,61.6,.636,33.6,56.0,.600,5.6,5.6,1.000,11.2,11.2,1.000,0.0,11.2,11.2,0.0,11.2,0.0,16.8,0.0,123.2,,153,91
117,John Konchar,SG,25,MEM,8,0,56,2.5,9.2,.273,0.8,5.0,.167,1.7,4.2,.400,1.7,1.7,1.000,2.5,13.4,16.0,4.2,2.5,0.8,0.8,5.9,7.6,,103,103
118,Furkan Korkmaz,SG,24,PHI,9,0,61,9.4,19.6,.478,3.4,8.5,.400,6.0,11.1,.538,1.7,1.7,1.000,0.9,9.4,10.2,3.4,0.9,0.9,1.7,6.0,23.9,,114,112
119,Luke Kornet,C,26,BOS,9,0,19,8.0,10.6,.750,2.7,2.7,1.000,5.3,8.0,.667,0.0,0.0,,2.7,10.6,13.3,2.7,0.0,0.0,2.7,2.7,18.6,,136,110
120,Jonathan Kuminga,SF,19,GSW,16,3,138,10.7,21.5,.500,1.1,4.7,.231,9.7,16.8,.574,7.2,9.3,.769,1.4,8.2,9.7,2.9,1.1,0.7,3.9,3.9,29.7,,107,111
121,Zach LaVine,SG,26,CHI,4,4,153,8.4,19.7,.429,2.8,7.5,.375,5.6,12.2,.462,4.4,4.7,.933,0.0,6.6,6.6,7.5,0.9,0.3,3.8,2.8,24.1,,102,112
122,Damion Lee,SG,29,GSW,16,0,124,5.2,13.5,.382,1.6,6.4,.250,3.6,7.2,.500,0.8,1.2,.667,2.0,8.4,10.4,2.8,0.4,0.0,2.4,3.2,12.8,,92,114
123,Kevon Looney,C,25,GSW,22,13,448,6.4,9.7,.659,0.0,0.0,,6.4,9.7,.659,1.2,2.0,.611,6.9,11.6,18.5,5.3,1.0,1.1,2.1,5.5,14.0,,139,109
124,Brook Lopez,C,33,MIL,12,12,332,7.3,15.0,.490,0.9,4.1,.214,6.5,10.9,.595,3.1,3.4,.913,4.0,6.5,10.4,1.2,0.9,2.6,1.6,4.8,18.7,,115,102
