Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
125,Kyle Lowry,PG,35,MIA,10,10,295,4.3,14.9,.291,2.2,9.3,.241,2.1,5.5,.375,2.6,3.3,.789,0.5,5.7,6.2,8.1,2.1,1.2,3.3,5.0,13.5,,91,106
126,TimothÃ© Luwawu-Cabarrot,SF,26,ATL,4,0,22,4.6,9.2,.500,2.3,6.9,.333,2.3,2.3,1.000,0.0,0.0,,0.0,6.9,6.9,4.6,0.0,0.0,2.3,13.8,11.5,,111,118
127,Boban MarjanoviÄ,C,33,DAL,3,0,6,8.6,34.6,.250,0.0,0.0,,8.6,34.6,.250,17.3,17.3,1.000,0.0,25.9,25.9,0.0,8.6,0.0,17.3,0.0,34.6,,59,88
128,Naji Marshall,SF,24,NOP,6,0,56,6.4,9.2,.700,0.0,0.0,,6.4,9.2,.700,3.7,3.7,1.000,2.8,2.8,5.5,4.6,0.9,0.9,2.8,4.6,16.5,,137,121
129,Caleb Martin,SF,26,MIA,17,0,209,7.8,19.5,.400,2.4,8.0,.303,5.4,11.5,.468,0.5,1.5,.333,2.9,6.1,9.0,1.2,2.4,0.5,2.4,4.1,18.5,,91,106
130,Wesley Matthews,SG,35,MIL,12,12,345,3.5,9.0,.391,2.5,6.4,.400,1.0,2.7,.368,0.8,1.3,.667,1.3,4.0,5.2,2.0,1.3,0.4,0.8,3.8,10.5,,112,106
131,Tyrese Maxey,PG,21,PHI,12,12,485,9.4,19.5,.484,2.8,7.4,.377,6.7,12.1,.549,5.0,5.4,.940,0.6,3.9,4.5,5.0,1.0,0.2,2.3,2.6,26.7,,120,116
132,Skylar Mays,SG,24,ATL,2,0,9,5.6,5.6,1.000,0.0,0.0,,5.6,5.6,1.000,0.0,0.0,,0.0,5.6,5.6,5.6,5.6,0.0,0.0,5.6,11.2,,208,106
133,CJ McCollum,PG,30,NOP,6,6,234,10.8,27.5,.392,3.7,11.2,.333,7.0,16.3,.432,4.0,5.7,.692,2.4,6.4,8.8,6.4,0.9,1.1,3.3,3.3,29.2,,108,120
134,Jaden McDaniels,PF,21,MIN,6,0,130,6.5,12.2,.529,3.6,7.2,.500,2.9,5.0,.571,3.6,4.3,.833,1.8,4.3,6.1,1.4,0.7,4.0,2.2,6.5,20.2,,125,113
135,JaVale McGee,C,34,PHO,12,0,133,13.6,19.4,.700,0.0,0.4,.000,13.6,19.0,.714,4.3,5.0,.846,6.2,12.4,18.6,2.7,1.2,1.9,3.5,10.5,31.4,,132,112
136,Jordan McLaughlin,PG,25,MIN,5,0,83,6.8,9.6,.706,2.3,3.9,.571,4.5,5.6,.800,1.7,2.3,.750,0.0,6.8,6.8,9.6,2.8,0.0,1.1,2.8,17.5,,163,111
137,De'Anthony Melton,SG,23,MEM,10,0,170,5.8,18.0,.323,3.0,12.2,.250,2.8,5.8,.476,0.8,1.1,.750,2.5,6.1,8.6,4.4,2.8,1.4,3.9,2.5,15.5,,85,106
138,Khris Middleton,SF,30,MIL,2,2,72,6.8,16.3,.417,4.1,9.5,.429,2.7,6.8,.400,2.0,2.0,1.000,0.7,6.1,6.8,9.5,2.0,0.0,7.4,4.1,19.6,,94,104
139,Patty Mills,SG,33,BRK,4,0,72,6.4,11.4,.563,5.0,9.2,.538,1.4,2.1,.667,0.0,0.0,,0.0,2.8,2.8,0.0,0.0,0.7,0.7,3.6,17.8,,139,128
140,Paul Millsap,C,36,PHI,1,0,6,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,8.7,8.7,8.7,0.0,0.0,0.0,8.7,0.0,,234,115
141,Shake Milton,SG,25,PHI,12,0,158,5.9,12.5,.474,2.6,4.9,.533,3.3,7.6,.435,5.3,6.6,.800,1.3,4.9,6.3,3.6,2.0,1.0,1.6,4.3,19.8,,127,112
142,Donovan Mitchell,SG,25,UTA,6,6,229,12.2,30.6,.398,2.3,11.1,.208,9.9,19.6,.506,8.5,9.7,.881,1.4,4.6,6.0,7.8,0.9,0.7,3.7,3.2,35.2,,106,117
143,Greg Monroe,C,31,MIN,2,0,7,13.4,33.4,.400,0.0,0.0,,13.4,33.4,.400,0.0,0.0,,6.7,6.7,13.4,6.7,13.4,0.0,6.7,6.7,26.7,,82,87
144,Moses Moody,SG,19,GSW,13,0,105,7.1,13.2,.536,3.3,6.1,.538,3.8,7.1,.533,1.9,2.8,.667,0.9,2.8,3.8,1.9,1.4,1.4,1.4,1.9,19.3,,124,113
145,Ja Morant,PG,22,MEM,9,9,338,11.3,25.6,.440,2.4,7.0,.340,8.9,18.6,.478,9.0,12.1,.747,1.8,8.2,10.0,12.2,2.5,0.6,4.5,3.1,33.9,,115,106
146,Juwan Morgan,PF,24,BOS,9,0,15,0.0,3.4,.000,0.0,3.4,.000,0.0,0.0,,3.4,6.7,.500,6.7,3.4,10.1,0.0,0.0,0.0,0.0,3.4,3.4,,111,114
147,Markieff Morris,PF,32,MIA,1,0,3,0.0,17.0,.000,0.0,0.0,,0.0,17.0,.000,0.0,0.0,,0.0,17.0,17.0,0.0,0.0,0.0,17.0,34.0,0.0,,0,105
148,Monte Morris,PG,26,DEN,5,5,156,7.9,16.2,.490,3.5,8.3,.423,4.4,7.9,.560,2.9,3.8,.750,0.3,3.2,3.5,8.6,1.9,0.0,2.5,4.4,22.2,,125,123
149,Trey Murphy III,SF,21,NOP,6,0,120,3.9,9.4,.409,3.9,8.1,.474,0.0,1.3,.000,1.7,2.1,.800,1.3,5.1,6.4,1.3,1.3,0.4,0.4,3.9,13.3,,142,120
150,Svi Mykhailiuk,SF,24,TOR,3,0,5,0.0,21.1,.000,0.0,21.1,.000,0.0,0.0,,10.5,10.5,1.000,0.0,10.5,10.5,0.0,0.0,0.0,0.0,10.5,10.5,,49,122
151,Larry Nance Jr.,PF,29,NOP,6,0,130,8.7,15.4,.564,0.8,3.6,.222,7.9,11.9,.667,3.6,4.3,.818,7.5,6.3,13.8,4.3,1.2,0.8,2.4,5.9,21.7,,134,120
152,Aaron Nesmith,SF,22,BOS,15,0,52,3.9,16.5,.235,1.0,10.7,.091,2.9,5.8,.500,2.9,3.9,.750,3.9,10.7,14.5,2.9,1.9,3.9,1.0,5.8,11.6,,85,101
153,Georges Niang,PF,28,PHI,12,0,198,5.3,12.6,.417,4.2,11.3,.372,1.1,1.3,.800,0.5,0.5,1.000,1.1,3.7,4.7,2.9,0.8,0.0,1.8,7.9,15.2,,111,116
154,Zeke Nnaji,PF,21,DEN,2,0,9,5.5,5.5,1.000,5.5,5.5,1.000,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.5,,300,128
155,Jaylen Nowell,SG,22,MIN,1,0,12,11.7,39.0,.300,0.0,19.5,.000,11.7,19.5,.600,0.0,0.0,,0.0,0.0,0.0,3.9,3.9,0.0,0.0,3.9,23.4,,67,113
156,Frank Ntilikina,SG,23,DAL,12,0,125,3.3,10.0,.333,2.5,8.3,.300,0.8,1.7,.500,0.4,0.4,1.000,0.8,4.1,5.0,3.7,3.3,0.4,2.5,7.9,9.5,,91,112
157,Jordan Nwora,SF,23,MIL,8,0,20,4.9,21.9,.222,0.0,9.8,.000,4.9,12.2,.400,0.0,4.9,.000,0.0,7.3,7.3,4.9,0.0,0.0,0.0,0.0,9.8,,55,108
158,Royce O'Neale,SF,28,UTA,6,6,188,3.9,9.8,.400,2.0,7.0,.280,2.0,2.8,.700,0.6,0.6,1.000,1.7,7.9,9.5,2.5,0.8,0.3,0.8,4.5,10.4,,112,116
159,Josh Okogie,SG,23,MIN,1,0,2,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,122
160,Onyeka Okongwu,C,21,ATL,5,1,108,4.2,7.5,.563,0.0,0.0,,4.2,7.5,.563,3.7,4.7,.800,5.1,7.5,12.6,0.9,1.9,1.9,1.9,8.9,12.1,,126,111
161,Victor Oladipo,SG,29,MIA,15,1,368,6.9,18.8,.368,2.4,8.6,.274,4.6,10.2,.446,5.8,7.3,.792,0.6,6.5,7.1,4.3,2.6,0.6,3.5,4.0,22.0,,97,105
162,Eric Paschall,PF,25,UTA,4,0,24,6.6,13.2,.500,2.2,4.4,.500,4.4,8.8,.500,2.2,2.2,1.000,2.2,8.8,11.0,0.0,2.2,0.0,0.0,6.6,17.6,,133,113
163,Chris Paul,PG,36,PHO,13,13,448,10.0,17.8,.561,2.2,5.6,.388,7.8,12.2,.642,4.0,4.3,.946,0.8,5.4,6.2,12.4,2.2,0.2,3.6,4.6,26.2,,130,117
164,Cameron Payne,PG,27,PHO,13,0,172,6.6,22.2,.297,1.5,9.0,.167,5.1,13.2,.386,1.5,1.8,.833,0.6,5.4,6.0,8.1,2.1,0.3,3.9,7.5,16.2,,80,117
165,Elfrid Payton,PG,27,PHO,2,0,8,12.9,19.3,.667,0.0,0.0,,12.9,19.3,.667,0.0,0.0,,0.0,0.0,0.0,19.3,0.0,0.0,0.0,0.0,25.8,,160,126
166,Gary Payton II,SG,29,GSW,12,2,203,7.1,10.7,.659,1.9,3.7,.533,5.1,7.1,.724,2.9,4.4,.667,3.2,5.8,9.0,3.9,3.4,1.7,1.5,5.6,19.0,,146,106
167,Jordan Poole,SG,22,GSW,22,5,606,10.5,20.7,.508,4.1,10.4,.391,6.4,10.3,.627,5.3,5.8,.915,0.8,4.2,5.1,6.8,1.4,0.7,4.3,5.1,30.4,,119,113
168,Otto Porter Jr.,PF,28,GSW,19,3,371,5.1,10.3,.494,2.5,6.3,.404,2.5,4.0,.633,0.9,1.2,.778,1.6,7.1,8.7,4.5,2.3,0.8,1.6,4.5,13.6,,125,109
169,Bobby Portis,C,26,MIL,12,5,298,7.9,18.8,.417,2.3,7.7,.298,5.6,11.1,.500,2.8,3.6,.773,4.1,15.5,19.6,1.5,0.8,0.5,2.6,4.3,20.8,,101,101
170,Dwight Powell,C,30,DAL,18,18,249,4.6,7.3,.629,0.0,0.4,.000,4.6,6.9,.667,2.9,4.8,.609,3.5,6.2,9.8,0.8,0.6,1.2,1.9,8.3,12.1,,122,116
171,Taurean Prince,PF,27,MIN,5,0,65,7.2,19.4,.370,2.9,10.1,.286,4.3,9.4,.462,4.3,5.0,.857,0.7,5.0,5.8,4.3,1.4,0.7,2.9,3.6,21.6,,97,114
172,Payton Pritchard,PG,24,BOS,24,0,309,7.0,16.6,.422,3.9,11.7,.333,3.1,4.9,.633,0.7,1.0,.667,1.6,5.9,7.5,6.2,1.0,0.3,1.5,3.7,18.6,,116,110
173,Paul Reed,C,22,PHI,12,0,140,7.1,13.4,.528,0.7,1.1,.667,6.3,12.3,.515,1.5,2.6,.571,8.2,8.9,17.1,3.7,3.3,2.2,3.3,10.8,16.4,,117,105
174,Naz Reid,C,22,MIN,5,0,54,6.1,14.7,.412,2.6,6.1,.429,3.5,8.7,.400,6.1,6.1,1.000,1.7,10.4,12.1,0.0,0.9,5.2,4.3,12.1,20.8,,97,106
175,Austin Rivers,SG,29,DEN,5,0,108,3.7,8.3,.444,1.8,5.5,.333,1.8,2.8,.667,0.5,0.5,1.000,0.0,1.4,1.4,2.8,3.2,0.5,1.8,6.9,9.6,,103,120
176,Duncan Robinson,SG,27,MIA,13,0,159,8.0,18.3,.439,5.8,15.1,.383,2.2,3.2,.700,1.6,1.9,.833,0.6,6.7,7.4,1.6,1.3,0.3,1.0,7.0,23.4,,120,109
177,D'Angelo Russell,PG,25,MIN,6,6,196,5.7,17.2,.333,2.9,7.4,.387,2.9,9.8,.293,2.9,3.8,.750,0.0,3.6,3.6,9.6,2.1,0.0,4.1,4.1,17.2,,94,114
178,Landry Shamet,SG,24,PHO,12,0,192,5.1,12.9,.396,2.4,7.0,.346,2.7,5.9,.455,1.3,1.9,.714,0.8,4.6,5.4,4.0,1.6,0.0,1.9,2.7,14.0,,103,119
179,Day'Ron Sharpe,PF,20,BRK,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,
180,Pascal Siakam,PF,27,TOR,6,6,260,10.3,21.7,.477,0.8,3.4,.235,9.5,18.2,.522,6.3,7.3,.861,1.6,7.1,8.7,7.1,1.4,1.2,2.6,4.9,27.7,,116,120
181,Marcus Smart,PG,27,BOS,21,21,760,7.5,18.5,.405,3.2,9.1,.350,4.3,9.4,.458,3.3,4.1,.806,1.3,5.0,6.3,8.1,1.7,0.3,3.4,4.7,21.5,,107,109
182,Jaden Springer,SG,19,PHI,5,0,13,12.0,24.0,.500,0.0,4.0,.000,12.0,20.0,.600,0.0,0.0,,0.0,16.0,16.0,8.0,0.0,0.0,0.0,4.0,24.0,,115,111
183,Nik Stauskas,SG,28,BOS,13,0,24,6.3,25.2,.250,6.3,21.0,.300,0.0,4.2,.000,8.4,8.4,1.000,0.0,8.4,8.4,8.4,0.0,0.0,0.0,0.0,27.3,,115,111
184,Max Strus,SF,25,MIA,18,18,523,6.6,17.7,.374,4.6,13.8,.331,2.0,3.9,.525,1.3,1.8,.722,1.5,5.6,7.1,3.7,1.4,0.8,1.9,5.4,19.1,,105,108
185,Jayson Tatum,SF,23,BOS,24,24,983,10.3,24.2,.426,3.9,10.0,.393,6.4,14.1,.449,7.0,8.7,.800,1.2,7.0,8.2,7.6,1.5,1.1,5.1,3.7,31.5,,107,107
186,Garrett Temple,SG,35,NOP,1,0,2,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,25.7,25.7,0.0,0.0,0.0,0.0,0.0,0.0,,,116
187,Daniel Theis,C,29,BOS,16,5,200,7.6,12.8,.588,0.8,3.5,.214,6.8,9.3,.730,1.5,2.0,.750,3.3,9.8,13.1,2.8,1.0,2.0,2.8,6.3,17.4,,115,105
188,Cam Thomas,SG,20,BRK,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,
189,Klay Thompson,SG,31,GSW,22,22,792,9.9,23.0,.429,4.8,12.5,.385,5.1,10.5,.482,1.6,1.9,.867,0.4,4.9,5.4,3.1,1.5,0.9,1.7,2.9,26.1,,108,112
190,Tristan Thompson,C,30,CHI,5,0,38,2.5,6.3,.400,0.0,0.0,,2.5,6.3,.400,0.0,0.0,,2.5,7.6,10.1,2.5,1.3,0.0,6.3,5.0,5.0,,55,111
191,Matisse Thybulle,SG,24,PHI,9,0,137,4.2,9.1,.458,1.5,5.3,.286,2.7,3.8,.700,0.4,1.1,.333,0.8,2.7,3.4,1.5,2.7,2.7,0.8,5.7,10.3,,107,110
192,Xavier Tillman Sr.,PF,23,MEM,9,6,139,6.1,8.5,.720,0.3,0.7,.500,5.8,7.8,.739,1.0,2.0,.500,4.4,5.8,10.1,2.0,2.0,0.3,3.4,5.4,13.5,,115,109
193,Juan Toscano-Anderson,SF,28,GSW,14,0,49,4.0,10.1,.400,2.0,5.0,.400,2.0,5.0,.400,1.0,3.0,.333,0.0,10.1,10.1,8.1,2.0,1.0,8.1,3.0,11.1,,74,107
194,Karl-Anthony Towns,C,26,MIN,6,6,222,8.2,16.9,.488,2.1,4.6,.455,6.1,12.2,.500,9.1,10.5,.860,2.3,11.4,13.7,2.7,0.8,2.5,5.7,5.3,27.6,,108,109
195,Gary Trent Jr.,SG,23,TOR,6,6,199,8.2,21.7,.378,3.4,10.3,.333,4.8,11.4,.419,4.5,5.0,.895,0.3,2.4,2.6,2.1,1.6,0.8,0.8,2.9,24.3,,107,122
196,P.J. Tucker,PF,36,MIA,18,18,509,5.4,10.9,.495,2.3,5.1,.451,3.1,5.8,.534,1.1,1.6,.688,3.5,6.7,10.2,3.2,1.4,0.5,1.3,5.0,14.2,,127,108
197,Rayjon Tucker,SG,24,MIL,8,0,19,2.6,7.7,.333,0.0,2.6,.000,2.6,5.1,.500,0.0,0.0,,2.6,5.1,7.7,0.0,0.0,0.0,0.0,5.1,5.1,,88,109
198,Jonas ValanÄiÅ«nas,C,29,NOP,6,6,175,9.7,20.0,.485,0.3,1.8,.167,9.4,18.2,.516,5.9,7.6,.769,9.7,15.6,25.3,5.3,1.2,0.3,3.5,5.0,25.5,,122,117
199,Jarred Vanderbilt,PF,22,MIN,6,6,129,4.7,9.8,.481,0.0,0.0,,4.7,9.8,.481,2.5,3.6,.700,4.4,11.2,15.6,1.5,2.5,0.7,1.8,5.8,12.0,,110,107
200,Fred VanVleet,PG,27,TOR,4,4,140,7.1,20.3,.352,4.5,13.5,.333,2.6,6.8,.389,1.9,2.3,.833,0.8,3.8,4.5,9.4,2.6,1.5,1.5,4.5,20.7,,111,118
201,Luca Vildoza,PG,26,MIL,7,0,17,5.7,17.2,.333,2.9,14.3,.200,2.9,2.9,1.000,0.0,0.0,,2.9,2.9,5.7,11.5,5.7,0.0,0.0,5.7,14.3,,118,97
202,Gabe Vincent,PG,25,MIA,18,8,423,6.0,15.8,.382,3.0,9.8,.309,3.0,6.0,.500,2.3,2.4,.950,0.4,3.9,4.2,6.9,1.7,0.6,3.0,4.9,17.3,,103,109
203,Nikola VuÄeviÄ,C,31,CHI,5,5,181,10.6,24.1,.440,3.4,11.1,.310,7.1,13.0,.551,1.1,1.3,.800,3.7,12.7,16.4,4.2,0.5,1.6,2.1,3.7,25.6,,103,108
204,Ish Wainright,PF,27,PHO,7,0,26,9.9,23.8,.417,6.0,11.9,.500,4.0,11.9,.333,0.0,0.0,,13.9,7.9,21.8,2.0,2.0,2.0,6.0,4.0,25.8,,107,113
205,Yuta Watanabe,SF,27,TOR,4,0,10,10.5,31.6,.333,0.0,5.3,.000,10.5,26.3,.400,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,5.3,0.0,21.1,,58,129
206,Coby White,PG,21,CHI,5,0,98,7.3,22.0,.333,3.9,14.2,.276,3.4,7.8,.438,2.0,2.4,.800,0.0,8.3,8.3,4.4,0.5,0.0,2.9,2.4,20.5,,83,112
207,Derrick White,SG,27,BOS,23,3,585,5.5,15.1,.364,2.2,7.1,.313,3.3,8.0,.409,3.6,4.4,.824,0.7,5.3,6.0,5.3,1.8,1.1,2.5,4.0,16.9,,101,108
208,Hassan Whiteside,C,32,UTA,6,0,65,4.1,9.7,.417,0.0,0.0,,4.1,9.7,.417,0.8,3.2,.250,6.5,18.7,25.2,0.0,1.6,6.5,0.0,7.3,8.9,,110,100
209,Andrew Wiggins,SF,26,GSW,22,22,767,9.2,19.6,.469,2.3,6.8,.333,7.0,12.9,.540,2.7,4.2,.646,3.5,7.2,10.6,2.6,1.4,1.5,1.9,3.5,23.4,,112,110
210,Grant Williams,PF,23,BOS,24,5,654,5.0,11.5,.433,2.7,6.9,.393,2.3,4.7,.492,3.2,4.0,.808,1.8,5.2,7.0,1.5,0.6,1.4,1.5,6.4,15.9,,116,110
211,Patrick Williams,PF,20,CHI,5,5,153,6.9,14.7,.468,2.2,6.6,.333,4.7,8.1,.577,2.5,3.4,.727,1.9,6.6,8.4,1.3,1.6,0.9,2.2,4.7,18.4,,102,109
212,Robert Williams,C,24,BOS,17,15,394,6.8,10.0,.679,0.0,0.1,.000,6.8,9.8,.688,3.2,3.6,.893,5.5,7.9,13.4,2.2,1.5,4.9,1.3,4.3,16.7,,147,102
213,Ziaire Williams,SF,20,MEM,10,1,168,6.4,14.6,.442,3.1,10.1,.306,3.4,4.5,.750,3.4,3.6,.923,1.1,3.4,4.5,1.4,1.4,0.0,0.6,3.9,19.3,,125,112
214,Delon Wright,SG,29,ATL,5,0,137,5.5,10.7,.517,1.8,4.8,.385,3.7,5.9,.625,2.2,3.3,.667,4.0,4.8,8.8,5.2,1.5,0.4,1.8,0.7,15.1,,129,116
215,Thaddeus Young,PF,33,TOR,6,0,87,5.4,10.9,.500,0.6,4.2,.143,4.8,6.7,.727,0.6,2.4,.250,4.2,6.7,10.9,6.1,3.0,0.6,1.8,4.8,12.1,,115,117
216,Trae Young,PG,23,ATL,5,5,186,6.0,18.7,.319,1.9,10.3,.184,4.1,8.4,.484,7.0,8.9,.788,1.4,5.4,6.8,8.1,0.8,0.0,8.4,3.5,20.9,,83,117
217,Omer Yurtseven,C,23,MIA,9,0,38,16.1,24.1,.667,0.0,2.7,.000,16.1,21.5,.750,1.3,4.0,.333,1.3,8.0,9.4,4.0,0.0,1.3,0.0,2.7,33.5,,132,110
