Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
67.0,Chris Paul,36.0,PHO,PG,65.0,65.0,2139.0,8.2,16.6,0.493,1.4,4.5,0.317,6.7,12.1,0.559,0.536,3.8,4.5,0.837,0.5,5.9,6.4,15.8,2.7,0.4,3.4,3.0,21.6,124.0,107.0,"MVP-9,AS,NBA3"
68.0,Jalen Green,19.0,HOU,SG,67.0,67.0,2138.0,9.0,21.2,0.426,3.5,10.2,0.343,5.5,11.0,0.502,0.508,4.2,5.3,0.797,0.7,4.3,5.0,3.9,1.0,0.4,3.0,2.3,25.8,105.0,120.0,ROY-4
69.0,Domantas Sabonis,25.0,2TM,PF,62.0,61.0,2136.0,10.1,17.6,0.573,0.9,2.9,0.312,9.2,14.8,0.623,0.598,5.6,7.6,0.741,4.6,12.6,17.2,7.4,1.3,0.6,4.5,4.6,26.7,121.0,113.0,
69.0,Domantas Sabonis,25.0,IND,PF,47.0,46.0,1632.0,9.9,17.1,0.58,1.1,3.2,0.324,8.9,13.9,0.639,0.61,5.7,7.7,0.74,4.7,12.4,17.0,7.1,1.4,0.7,4.3,4.4,26.6,123.0,114.0,
69.0,Domantas Sabonis,25.0,SAC,PF,15.0,15.0,504.0,10.7,19.3,0.554,0.4,1.6,0.235,10.3,17.7,0.584,0.564,5.3,7.1,0.743,4.4,13.3,17.7,8.3,1.2,0.5,5.0,5.4,27.0,115.0,113.0,
70.0,Seth Curry,31.0,2TM,SG,64.0,64.0,2135.0,8.3,17.1,0.487,3.7,8.7,0.422,4.7,8.5,0.553,0.594,1.9,2.2,0.872,0.5,4.1,4.6,5.3,1.2,0.3,2.5,3.4,22.3,115.0,115.0,
70.0,Seth Curry,31.0,PHI,SG,45.0,45.0,1566.0,8.2,16.8,0.485,3.2,8.0,0.4,5.0,8.9,0.561,0.58,2.0,2.3,0.877,0.5,4.3,4.8,5.8,1.1,0.4,2.7,3.2,21.5,113.0,115.0,
70.0,Seth Curry,31.0,BRK,SG,19.0,19.0,569.0,8.9,18.0,0.493,4.9,10.6,0.468,3.9,7.4,0.529,0.63,1.5,1.8,0.857,0.3,3.8,4.2,4.2,1.4,0.3,2.1,4.0,24.2,121.0,116.0,
71.0,Kyle Lowry,35.0,MIA,PG,63.0,63.0,2133.0,6.5,14.7,0.44,3.4,9.0,0.377,3.1,5.7,0.539,0.555,3.5,4.1,0.851,0.8,5.8,6.6,11.1,1.6,0.4,3.9,4.2,19.8,118.0,110.0,
72.0,Bojan BogdanoviÄ,32.0,UTA,PF,69.0,69.0,2131.0,9.8,21.5,0.455,4.2,10.9,0.387,5.6,10.7,0.524,0.552,5.2,6.0,0.858,1.3,5.5,6.9,2.8,0.8,0.0,2.7,2.7,28.9,116.0,115.0,
73.0,Jaren Jackson Jr.,22.0,MEM,PF,78.0,78.0,2126.0,9.7,23.3,0.415,2.9,9.0,0.319,6.8,14.3,0.476,0.477,6.4,7.8,0.823,2.7,7.5,10.2,1.9,1.6,4.0,2.9,6.1,28.6,109.0,106.0,"DPOY-5,DEF1"
74.0,Rudy Gobert,29.0,UTA,C,66.0,66.0,2120.0,8.4,11.8,0.713,0.0,0.1,0.0,8.4,11.7,0.718,0.713,7.1,10.2,0.69,5.6,16.9,22.6,1.7,1.0,3.2,2.8,4.1,23.9,137.0,103.0,"DPOY-3,AS,DEF1"
75.0,Ayo Dosunmu,22.0,CHI,SG,77.0,40.0,2110.0,6.4,12.4,0.52,1.6,4.3,0.376,4.8,8.1,0.596,0.585,1.2,1.8,0.679,0.6,4.3,5.0,5.9,1.4,0.7,2.5,4.2,15.7,113.0,115.0,
76.0,Christian Wood,26.0,HOU,C,68.0,67.0,2094.0,10.0,20.0,0.501,3.0,7.6,0.39,7.0,12.3,0.57,0.576,4.7,7.5,0.623,2.5,13.1,15.6,3.5,1.2,1.5,2.9,3.9,27.7,114.0,113.0,
77.0,Cade Cunningham,20.0,DET,SG,64.0,64.0,2088.0,10.0,24.1,0.416,2.7,8.5,0.314,7.4,15.6,0.472,0.471,3.3,3.9,0.845,1.4,6.9,8.3,8.3,1.8,1.0,5.5,4.7,26.0,96.0,113.0,ROY-3
78.0,LeBron James,37.0,LAL,C,56.0,56.0,2084.0,14.7,28.1,0.524,3.7,10.3,0.359,11.0,17.8,0.62,0.59,5.8,7.7,0.756,1.4,9.1,10.6,8.0,1.7,1.4,4.5,2.8,39.0,117.0,111.0,"MVP-10,AS,NBA3"
79.0,De'Aaron Fox,24.0,SAC,PG,59.0,59.0,2083.0,11.9,25.2,0.473,1.7,5.8,0.297,10.2,19.5,0.524,0.506,6.0,8.0,0.75,0.6,4.8,5.3,7.6,1.6,0.6,3.9,4.0,31.6,107.0,117.0,
80.0,D'Angelo Russell,25.0,MIN,PG,65.0,65.0,2077.0,9.2,22.3,0.411,4.0,11.9,0.34,5.2,10.5,0.492,0.502,4.5,5.5,0.825,0.6,4.4,4.9,10.5,1.4,0.5,3.8,3.0,26.9,112.0,115.0,
81.0,Davion Mitchell,23.0,SAC,PG,75.0,19.0,2076.0,8.2,19.5,0.418,2.3,7.4,0.316,5.8,12.1,0.48,0.477,1.3,2.0,0.659,0.8,3.1,3.8,7.3,1.3,0.6,2.6,3.3,20.0,101.0,118.0,
82.0,Cole Anthony,21.0,ORL,PG,65.0,65.0,2059.0,8.4,21.4,0.391,3.1,9.2,0.338,5.3,12.2,0.432,0.464,5.1,5.9,0.854,0.8,7.4,8.2,8.7,1.1,0.4,4.0,4.0,24.9,103.0,114.0,
83.0,Mike Conley,34.0,UTA,PG,72.0,72.0,2058.0,8.3,19.0,0.435,4.1,9.9,0.408,4.2,9.1,0.464,0.542,3.1,3.9,0.796,1.1,4.1,5.2,9.2,2.3,0.5,3.0,3.4,23.7,120.0,111.0,
84.0,Justin Holiday,32.0,2TM,SF,74.0,65.0,2057.0,6.2,15.7,0.394,4.2,11.4,0.367,2.0,4.3,0.467,0.528,1.2,1.5,0.806,0.7,3.8,4.5,3.0,1.3,0.8,1.7,3.6,17.7,107.0,118.0,
84.0,Justin Holiday,32.0,IND,SF,49.0,40.0,1416.0,6.6,15.8,0.415,4.4,11.6,0.378,2.2,4.2,0.516,0.553,1.2,1.4,0.829,0.6,4.0,4.7,3.1,1.2,0.6,1.7,3.6,18.7,111.0,119.0,
84.0,Justin Holiday,32.0,SAC,SG,25.0,25.0,641.0,5.3,15.3,0.348,3.8,11.0,0.342,1.6,4.4,0.362,0.471,1.2,1.6,0.762,0.8,3.3,4.1,2.9,1.6,1.1,1.6,3.7,15.6,99.0,117.0,
